,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
781,karsten,,,,,,LSch,positiv,121147,CATMA_D15455B3-AFEE-45C3-AB73-064DF5235B8F,18,Emotionen der Zuneigung,positiv,121059,Verehrung,"Nun es ist Schande / daß wir so lange stehn / Ihr Fürstliche Gnaden wollen sich setzen.
","['Nun', 'es', 'ist', 'Schande', '/', 'daß', 'wir', 'so', 'lange', 'stehn', '/', 'Ihr', 'Fürstliche', 'Gnaden', 'wollen', 'sich', 'setzen', '.']"
782,,,,,,,LSch,positiv,121342,CATMA_232D9B3A-89CD-4973-A160-6D9E5AB2D759,24,Emotionen der Zuneigung,positiv,121210,Freundschaft,"setzet euch neben mich / heute will ich einmahl meines Fürstenthums vergessen / und will mit euch rum sauffen wie der beste Bruder.
","['setzet', 'euch', 'neben', 'mich', '/', 'heute', 'will', 'ich', 'einmahl', 'meines', 'Fürstenthums', 'vergessen', '/', 'und', 'will', 'mit', 'euch', 'rum', 'sauffen', 'wie', 'der', 'beste', 'Bruder', '.']"
783,,karsten,,,,,LSch,positiv,121448,CATMA_0047162F-E41B-4FB9-8D3F-41B5D15E22FF,19,Emotionen der Freude,positiv,121352,Freude,"Ihr Gnaden brauchen ihre Lust / wir wollen doch gedencken / daß ein Fürst in der Compagnie ist.
","['Ihr', 'Gnaden', 'brauchen', 'ihre', 'Lust', '/', 'wir', 'wollen', 'doch', 'gedencken', '/', 'daß', 'ein', 'Fürst', 'in', 'der', 'Compagnie', 'ist', '.']"
784,,karsten,,,,,LSch,positiv,121448,CATMA_745974A4-B97C-40F5-BE3C-6CB556BCC6E4,19,Emotionen der Zuneigung,positiv,121352,Verehrung,"Ihr Gnaden brauchen ihre Lust / wir wollen doch gedencken / daß ein Fürst in der Compagnie ist.
","['Ihr', 'Gnaden', 'brauchen', 'ihre', 'Lust', '/', 'wir', 'wollen', 'doch', 'gedencken', '/', 'daß', 'ein', 'Fürst', 'in', 'der', 'Compagnie', 'ist', '.']"
785,,,mierten,,,,LSch,positiv,121620,CATMA_8E4F9B3D-38D8-4D11-B0FA-4417B23FB607,12,Emotionen der Zuneigung,positiv,121562,Verehrung,"Ich bedancke mich vor die Gnade / ich will Bescheid thun.
","['Ich', 'bedancke', 'mich', 'vor', 'die', 'Gnade', '/', 'ich', 'will', 'Bescheid', 'thun', '.']"
786,"['karsten', 'micke']",karsten,,,,,LSch,positiv,121761,CATMA_72C6C44C-EB62-421B-9492-E4900D4F4EEF,7,Emotionen der Zuneigung,positiv,121728,Verehrung,"Bruder Micke, Vivat unser Fürste.","['Bruder', 'Micke', ',', 'Vivat', 'unser', 'Fürste', '.']"
787,karsten,,,,,,LSch,positiv,121740,CATMA_538646FC-DF40-4F11-AF64-EB3CBB167A80,2,Emotionen der Zuneigung,positiv,121728,Freundschaft,Bruder Micke,"['Bruder', 'Micke']"
788,,,karsten,,,,LSch,negativ,121797,CATMA_77F309F6-934B-4E71-BD8F-8E229033BB0B,7,Emotionen der Ablehnung,negativ,121772,Ärger,Was / bin ich ein Gigack?,"['Was', '/', 'bin', 'ich', 'ein', 'Gigack', '?']"
789,micke,,,,,,LSch,positiv,121837,CATMA_F2267E57-5D22-4CA7-BDB7-E10E26A1AE7C,8,Emotionen der Zuneigung,positiv,121806,Verehrung,Nein nein / der Herr ist Vivat.,"['Nein', 'nein', '/', 'der', 'Herr', 'ist', 'Vivat', '.']"
790,,,,,,,LSch,positiv,122046,CATMA_6B728F89-0DF7-462F-99E8-5A3E6C87A220,6,Emotionen der Zuneigung,positiv,122015,Verehrung,Ihr Gnaden darff ich Vorkommen?,"['Ihr', 'Gnaden', 'darff', 'ich', 'Vorkommen', '?']"
791,breit,,,,,,LSch,positiv,122078,CATMA_A6D36851-3D1F-4AF8-9C2C-4788049588FA,5,Emotionen der Zuneigung,positiv,122055,Verehrung,Ihr Gnaden ein Gantzes.,"['Ihr', 'Gnaden', 'ein', 'Gantzes', '.']"
792,,,,,,,LSch,positiv,122287,CATMA_8C82F442-FB06-4710-94BF-BC5D7C48F34B,12,Emotionen der Zuneigung,positiv,122225,Verehrung,Ey ihr Gnaden haben schonen Danck / wir sind gehorsame Diener.,"['Ey', 'ihr', 'Gnaden', 'haben', 'schonen', 'Danck', '/', 'wir', 'sind', 'gehorsame', 'Diener', '.']"
793,,,,,,,LSch,negativ,122503,CATMA_4D8869F1-571E-4E39-B107-FD8D1C578986,25,Emotionen der Ablehnung,negativ,122382,Ärger,Du loser Kerle schenck doch voll ein / gieb mir einen Becher her / da will ich mit zuflicken / wenn was ausgelassen wird.,"['Du', 'loser', 'Kerle', 'schenck', 'doch', 'voll', 'ein', '/', 'gieb', 'mir', 'einen', 'Becher', 'her', '/', 'da', 'will', 'ich', 'mit', 'zuflicken', '/', 'wenn', 'was', 'ausgelassen', 'wird', '.']"
794,,,,,,,LSch,positiv,122851,CATMA_7FEAE1FF-A5C3-4894-8E31-6698169E0A68,9,Emotionen der Zuneigung,positiv,122806,Verehrung,Ihr Gnaden / darff ich wieder zurücke kommen?,"['Ihr', 'Gnaden', '/', 'darff', 'ich', 'wieder', 'zurücke', 'kommen', '?']"
795,,,,,,,LSch,positiv,123015,CATMA_4F0E9032-E74F-48CE-A204-BDC84BBBDBD1,15,Emotionen der Zuneigung,positiv,122914,Verehrung,Ihr Fürstliche Durchlauchtigkeit haben mir befohlen / daß ich eine vornehme Gesundheit anfangen soll.,"['Ihr', 'Fürstliche', 'Durchlauchtigkeit', 'haben', 'mir', 'befohlen', '/', 'daß', 'ich', 'eine', 'vornehme', 'Gesundheit', 'anfangen', 'soll', '.']"
796,,,,,,,LSch,positiv,123809,CATMA_72B949BC-4D57-495D-819F-18A91DFF71FC_0,21,Emotionen der Zuneigung,positiv,123711,Verehrung,Nach eines jedweden Belieben. Ihr Gnaden sehen auff mich / wie ichs mache / so machen sie es nach.,"['Nach', 'eines', 'jedweden', 'Belieben', '.', 'Ihr', 'Gnaden', 'sehen', 'auff', 'mich', '/', 'wie', 'ichs', 'mache', '/', 'so', 'machen', 'sie', 'es', 'nach', '.']"
797,,,,,,,LSch,positiv,123953,CATMA_72B949BC-4D57-495D-819F-18A91DFF71FC_1,2,Emotionen der Zuneigung,positiv,123943,Verehrung,Ihr Gnaden,"['Ihr', 'Gnaden']"
798,mierten,,,,,,LSch,negativ,124428,CATMA_C1F720AD-E3D5-4F5B-9D0A-658D77E3CFCC,25,Emotionen der Ablehnung,negativ,124308,Ärger,O ihr Narren / was macht ihr einander das Leben sauer / wer kans denn so gleiche theilen / daß nimmer was drinne bleibt.,"['O', 'ihr', 'Narren', '/', 'was', 'macht', 'ihr', 'einander', 'das', 'Leben', 'sauer', '/', 'wer', 'kans', 'denn', 'so', 'gleiche', 'theilen', '/', 'daß', 'nimmer', 'was', 'drinne', 'bleibt', '.']"
799,,impliziter Autor,,,,,LSch,Emotionale Bewegtheit,125119,CATMA_14575B9E-7304-4A46-A035-F6E6D3FBC7ED,14,Emotionale Bewegtheit,Emotionale Bewegtheit,125038,Emotionale Bewegtheit,Er trinckt offte / sie haben allemahl etwas zu tadeln /und schreyen hefftig darzu,"['Er', 'trinckt', 'offte', '/', 'sie', 'haben', 'allemahl', 'etwas', 'zu', 'tadeln', '/und', 'schreyen', 'hefftig', 'darzu']"
800,micke,,,,,,LSch,positiv,125311,CATMA_05BA3D39-4373-4E70-96BE-ED7FA25AD335,17,Emotionen der Zuneigung,positiv,125238,Verehrung,Nu das war recht / so sehen wir doch / daß er ein Fürstliches Hertze hat.,"['Nu', 'das', 'war', 'recht', '/', 'so', 'sehen', 'wir', 'doch', '/', 'daß', 'er', 'ein', 'Fürstliches', 'Hertze', 'hat', '.']"
801,breit,,,,,,LSch,positiv,125437,CATMA_0B2DAA4F-2017-4EBD-87BC-DC5A325D61F3,2,Emotionen der Zuneigung,positiv,125427,Verehrung,Ihr Gnaden,"['Ihr', 'Gnaden']"
802,,impliziter Autor,,,,,LSch,Emotionale Bewegtheit,125728,CATMA_96510A9A-5DD5-42EB-946B-CFAF7A046884,16,Emotionale Bewegtheit,Emotionale Bewegtheit,125651,Emotionale Bewegtheit,Sie schreyen alle: ja ja er hat getruncken / Ihr Gnaden müssen bescheid thun.,"['Sie', 'schreyen', 'alle', ':', 'ja', 'ja', 'er', 'hat', 'getruncken', '/', 'Ihr', 'Gnaden', 'müssen', 'bescheid', 'thun', '.']"
803,"['breit', 'karsten', 'micke', 'stax']",impliziter Autor,,,,,LSch,positiv,125706,CATMA_7A310F96-A66D-48AB-9205-A8C24E9FDC66,2,Emotionen der Zuneigung,positiv,125696,Verehrung,Ihr Gnaden,"['Ihr', 'Gnaden']"
804,,,,,,,LSch,positiv,126268,CATMA_37993451-761A-4C91-904A-B294E0C686F6,7,Emotionen der Zuneigung,positiv,126223,Verehrung,Nu ich habe mein Frauenzimmer redlich gewehrt,"['Nu', 'ich', 'habe', 'mein', 'Frauenzimmer', 'redlich', 'gewehrt']"
805,,,,,,,LSch,negativ,126364,CATMA_2B5E03E4-BF44-4466-A24F-EA472D2856FB,29,Emotionen des Leids,negativ,126223,Leid,"Nu ich habe mein Frauenzimmer redlich gewehrt / wo ich heinte noch soll zu ihm gehn / so muß ich reiten / die Füsse werden mir gar ringlich.
","['Nu', 'ich', 'habe', 'mein', 'Frauenzimmer', 'redlich', 'gewehrt', '/', 'wo', 'ich', 'heinte', 'noch', 'soll', 'zu', 'ihm', 'gehn', '/', 'so', 'muß', 'ich', 'reiten', '/', 'die', 'Füsse', 'werden', 'mir', 'gar', 'ringlich', '.']"
806,,,,,,,LSch,negativ,126551,CATMA_2D5BA300-7A10-4A30-96A2-20FD84F4DB66,20,Emotionen der Ablehnung,negativ,126451,Ärger,Du rede mir nicht / wenn die Fürsten meines gleichen gesoffen haben / so fangen sie gerne Handel an.,"['Du', 'rede', 'mir', 'nicht', '/', 'wenn', 'die', 'Fürsten', 'meines', 'gleichen', 'gesoffen', 'haben', '/', 'so', 'fangen', 'sie', 'gerne', 'Handel', 'an', '.']"
807,,,,,,,LSch,negativ,126552,CATMA_4125D163-E3DA-4CE0-8C35-9C9401E01551,20,Emotionen der Ablehnung,negativ,126451,Ärger,"Du rede mir nicht / wenn die Fürsten meines gleichen gesoffen haben / so fangen sie gerne Handel an.
","['Du', 'rede', 'mir', 'nicht', '/', 'wenn', 'die', 'Fürsten', 'meines', 'gleichen', 'gesoffen', 'haben', '/', 'so', 'fangen', 'sie', 'gerne', 'Handel', 'an', '.']"
808,mierten,,,,,,LSch,negativ,126606,CATMA_DFF609CF-6E5A-4DD7-BC25-78FCD9183844,10,Emotionen der Ablehnung,negativ,126560,Ärger,Was hab ich denn gethan / das Handel verdient?,"['Was', 'hab', 'ich', 'denn', 'gethan', '/', 'das', 'Handel', 'verdient', '?']"
809,,,,,,,LSch,negativ,126676,CATMA_1DA56200-F4EC-4D31-B051-CBB3916EF9CF,15,Emotionen der Ablehnung,negativ,126617,Ärger,"Es mag mir einer thun was er will / so fang ich Handel an.
","['Es', 'mag', 'mir', 'einer', 'thun', 'was', 'er', 'will', '/', 'so', 'fang', 'ich', 'Handel', 'an', '.']"
810,mierten,micke,,,,,LSch,negativ,126740,CATMA_ABE0BBB8-AAB3-4A8D-B02F-D90DDB2E1540,12,Emotionen der Ablehnung,negativ,126684,Ärger,Wir wollen hoffen / es wird nicht so böse gemeinet seyn.,"['Wir', 'wollen', 'hoffen', '/', 'es', 'wird', 'nicht', 'so', 'böse', 'gemeinet', 'seyn', '.']"
811,,,,,,,LSch,negativ,126983,CATMA_EB41FF3C-8999-4339-A5ED-87C95B95CEDB,45,Emotionen der Ablehnung,negativ,126751,Abscheu,"Ich will euch wohl die bose Meynung weisen / ihr Hunde. Denckt ihr nicht / daß ich von freyen Stücken kan Handel anfangen? Packt euch aus meinem Gesichte / oder ich will mein Schwerd ausziehen / daß die gantze Stube erzittern soll.
","['Ich', 'will', 'euch', 'wohl', 'die', 'bose', 'Meynung', 'weisen', '/', 'ihr', 'Hunde', '.', 'Denckt', 'ihr', 'nicht', '/', 'daß', 'ich', 'von', 'freyen', 'Stücken', 'kan', 'Handel', 'anfangen', '?', 'Packt', 'euch', 'aus', 'meinem', 'Gesichte', '/', 'oder', 'ich', 'will', 'mein', 'Schwerd', 'ausziehen', '/', 'daß', 'die', 'gantze', 'Stube', 'erzittern', 'soll', '.']"
812,,micke,,,,,LSch,negativ,127087,CATMA_E8F720EC-B959-4F04-96BE-DB009F6758BD,19,Emotionen der Ablehnung,negativ,126991,Abscheu,"Wenn wir gleichwohl einen blosen Degen sehn sollen / so thut doch / was ihr nicht lassen könnt.
","['Wenn', 'wir', 'gleichwohl', 'einen', 'blosen', 'Degen', 'sehn', 'sollen', '/', 'so', 'thut', 'doch', '/', 'was', 'ihr', 'nicht', 'lassen', 'könnt', '.']"
813,,,,,,,LSch,negativ,127161,CATMA_2397F558-D5E2-40BB-B3C1-95E357B749AE,13,Emotionen der Ablehnung,negativ,127097,Abscheu,Ich wils auch thun / seht ihr Hunde da steckt meine Grimmigkeit.,"['Ich', 'wils', 'auch', 'thun', '/', 'seht', 'ihr', 'Hunde', 'da', 'steckt', 'meine', 'Grimmigkeit', '.']"
814,,,,,,,LSch,negativ,127837,CATMA_328F666C-6871-4C9E-90F2-C63B9967652B,82,Emotionen der Ablehnung,negativ,127461,Abscheu,"seyd ihr hin / ihr Raben ä ser? Seht ihr / was ein Fürste für einen blossen Degen hat? Nun ich muß noch weiter dran / den Tag muß ich noch einen Todschlag begehen / was wäre ich vor ein Fürste / wenn ich nicht Blut vergiessen k ö nte? Rauß ihr Schelmen / ihr Diebe rauß / und schafft mir einen Kerlen / den ich todtschlagen kan / sonst bin ich vor euer eigen Leben nicht gut.
","['seyd', 'ihr', 'hin', '/', 'ihr', 'Raben', 'ä', 'ser', '?', 'Seht', 'ihr', '/', 'was', 'ein', 'Fürste', 'für', 'einen', 'blossen', 'Degen', 'hat', '?', 'Nun', 'ich', 'muß', 'noch', 'weiter', 'dran', '/', 'den', 'Tag', 'muß', 'ich', 'noch', 'einen', 'Todschlag', 'begehen', '/', 'was', 'wäre', 'ich', 'vor', 'ein', 'Fürste', '/', 'wenn', 'ich', 'nicht', 'Blut', 'vergiessen', 'k', 'ö', 'nte', '?', 'Rauß', 'ihr', 'Schelmen', '/', 'ihr', 'Diebe', 'rauß', '/', 'und', 'schafft', 'mir', 'einen', 'Kerlen', '/', 'den', 'ich', 'todtschlagen', 'kan', '/', 'sonst', 'bin', 'ich', 'vor', 'euer', 'eigen', 'Leben', 'nicht', 'gut', '.']"
815,philippus,,,,,,LSch,positiv,127963,CATMA_4FE55F45-553A-4B3F-B648-AEA14502450B,17,Emotionen der Zuneigung,positiv,127858,Freundschaft,"Wie stehts guter Freund? Die Gasterey wird gewiß mit einer scharffen Gesundheit seyn beschlossen worden.
","['Wie', 'stehts', 'guter', 'Freund', '?', 'Die', 'Gasterey', 'wird', 'gewiß', 'mit', 'einer', 'scharffen', 'Gesundheit', 'seyn', 'beschlossen', 'worden', '.']"
816,mierten,,,,,,LSch,negativ,127986,CATMA_68CE2F48-734E-4D4A-B6AC-BF865FBEB2DE,4,Emotionen der Ablehnung,negativ,127973,Ärger,Wer seyd ihr?,"['Wer', 'seyd', 'ihr', '?']"
817,,,,,,,LSch,Emotionale Bewegtheit,128046,CATMA_9E5E8583-CB6C-49D5-8801-6F7FFAA23B47,9,Emotionale Bewegtheit,Emotionale Bewegtheit,127999,Emotionale Bewegtheit,Herr Fürste / könnt ihr euren Wohlthlter nicht?,"['Herr', 'Fürste', '/', 'könnt', 'ihr', 'euren', 'Wohlthlter', 'nicht', '?']"
818,,,,,,,LSch,negativ,128178,CATMA_E59EA3AA-D7FE-4BC8-AC6B-CDBDA1457DFB,25,Emotionen der Ablehnung,negativ,128057,Ärger,"Ich thate was auff meinen Wohlthater / ich gehe rum und suche Handel / wer mir keine zuweisen will / der ist mein Feind.
","['Ich', 'thate', 'was', 'auff', 'meinen', 'Wohlthater', '/', 'ich', 'gehe', 'rum', 'und', 'suche', 'Handel', '/', 'wer', 'mir', 'keine', 'zuweisen', 'will', '/', 'der', 'ist', 'mein', 'Feind', '.']"
819,,,,,,,LSch,negativ,128306,CATMA_1F9A56D1-612C-4382-97BC-056A71C78DE6,14,Emotionen der Ablehnung,negativ,128238,Ärger,"Warum nicht / ihr seyd mir auch wohl nicht zu hoch geschoren darzu.
","['Warum', 'nicht', '/', 'ihr', 'seyd', 'mir', 'auch', 'wohl', 'nicht', 'zu', 'hoch', 'geschoren', 'darzu', '.']"
820,,,,,,,LSch,negativ,128681,CATMA_99824771-2F46-4C0D-89F0-E90A0022E633,61,Emotionen der Ablehnung,negativ,128384,Ärger,"Was? Wer soll mir befehlen / daß ich sachte rede / soll ich meine helle Stimme verlaugnen / Heysa sa sa sa sa / das geschieht dir zum BRAVAde / und willstu es nicht leiden / so will ich die Stücke von meinen fünff Fingern unter die Nase reiben / daß dir die Rede auff vierzehn Tage vergehen soll.
","['Was', '?', 'Wer', 'soll', 'mir', 'befehlen', '/', 'daß', 'ich', 'sachte', 'rede', '/', 'soll', 'ich', 'meine', 'helle', 'Stimme', 'verlaugnen', '/', 'Heysa', 'sa', 'sa', 'sa', 'sa', '/', 'das', 'geschieht', 'dir', 'zum', 'BRAVAde', '/', 'und', 'willstu', 'es', 'nicht', 'leiden', '/', 'so', 'will', 'ich', 'die', 'Stücke', 'von', 'meinen', 'fünff', 'Fingern', 'unter', 'die', 'Nase', 'reiben', '/', 'daß', 'dir', 'die', 'Rede', 'auff', 'vierzehn', 'Tage', 'vergehen', 'soll', '.']"
821,,,,,,,LSch,positiv,129077,CATMA_BB012560-1BD8-4F3B-8809-F36EE73BC1AE,21,Emotionen der Freude,positiv,128949,Freude,"doch das Exempel soll uns zu einer guten Nachricht dienen / daß wir ins künftige keiner Bauer-Lust sonderlich verlangen werden.
","['doch', 'das', 'Exempel', 'soll', 'uns', 'zu', 'einer', 'guten', 'Nachricht', 'dienen', '/', 'daß', 'wir', 'ins', 'künftige', 'keiner', 'Bauer-Lust', 'sonderlich', 'verlangen', 'werden', '.']"
822,,,,,,,LSch,Emotionale Bewegtheit,130014,CATMA_CA8496E8-11A7-42C0-A9F6-0EB73733B1E7,31,Emotionale Bewegtheit,Emotionale Bewegtheit,129852,Emotionale Bewegtheit,"Ich halte davor / sie sind zu ehrlich / sie geden- cken der Affect, der im Hertzen verborgen liegt / der muß auch alsobald im euserlichen Wercke gewiesen werden.
","['Ich', 'halte', 'davor', '/', 'sie', 'sind', 'zu', 'ehrlich', '/', 'sie', 'geden-', 'cken', 'der', 'Affect', ',', 'der', 'im', 'Hertzen', 'verborgen', 'liegt', '/', 'der', 'muß', 'auch', 'alsobald', 'im', 'euserlichen', 'Wercke', 'gewiesen', 'werden', '.']"
823,,heinrich,,,,,LSch,negativ,130661,CATMA_9FBBBCAC-99EC-433A-8018-525E6DBE8514,31,Emotionen des Leids,negativ,130510,Leid,In allen Dingen muß die Übung was ausrichten / wer in voller weise manches mahl zu Schaden kommt / der weiß sich mit der Zeit besser in acht zu nehmen.,"['In', 'allen', 'Dingen', 'muß', 'die', 'Übung', 'was', 'ausrichten', '/', 'wer', 'in', 'voller', 'weise', 'manches', 'mahl', 'zu', 'Schaden', 'kommt', '/', 'der', 'weiß', 'sich', 'mit', 'der', 'Zeit', 'besser', 'in', 'acht', 'zu', 'nehmen', '.']"
824,robert,,,,,,LSch,positiv,130762,CATMA_833D45B1-0CFE-4916-8174-407F05B5AA1A,2,Emotionen der Zuneigung,positiv,130747,Verehrung,Gnädigster Herr,"['Gnädigster', 'Herr']"
825,,,,,,,LSch,positiv,131439,CATMA_7E841D50-4C23-45AF-A393-A16B6D98F5CA,24,Emotionen der Freude,positiv,131320,Freude,"Wir freuen uns auff den morgenden Tag / da müssen wir sehen / daß der Bauer den Traum in unser Gegenwart erzehlen muß.
","['Wir', 'freuen', 'uns', 'auff', 'den', 'morgenden', 'Tag', '/', 'da', 'müssen', 'wir', 'sehen', '/', 'daß', 'der', 'Bauer', 'den', 'Traum', 'in', 'unser', 'Gegenwart', 'erzehlen', 'muß', '.']"
826,unpersönlich,robert,,,,,LSch,positiv,131777,CATMA_9E35382B-BBED-4BA6-AA72-8BC06F535F00,11,Emotionen der Freude,positiv,131698,Freude,"Nach Euer Durchlaucht Gefallen wird das lustige Nachspiel eingerichtet werden.
","['Nach', 'Euer', 'Durchlaucht', 'Gefallen', 'wird', 'das', 'lustige', 'Nachspiel', 'eingerichtet', 'werden', '.']"
827,robert,,,,,,LSch,positiv,131777,CATMA_BB3BB328-0D30-4719-B08B-A5330933FA74,11,Emotionen der Zuneigung,positiv,131698,Verehrung,"Nach Euer Durchlaucht Gefallen wird das lustige Nachspiel eingerichtet werden.
","['Nach', 'Euer', 'Durchlaucht', 'Gefallen', 'wird', 'das', 'lustige', 'Nachspiel', 'eingerichtet', 'werden', '.']"
828,,karsten,,,,,LSch,negativ,132330,CATMA_E92B7483-9974-4443-9E04-FA5BC8777A8C,30,Emotionen des Leids,negativ,132166,Leid,"Man muß sich nach den Betten richten / wenn unten harte Steine / und oben kalte Morgen-Lufft zusammen kommen / so will sich das Hertze im Leibe manchmahl umdrehen.
","['Man', 'muß', 'sich', 'nach', 'den', 'Betten', 'richten', '/', 'wenn', 'unten', 'harte', 'Steine', '/', 'und', 'oben', 'kalte', 'Morgen-Lufft', 'zusammen', 'kommen', '/', 'so', 'will', 'sich', 'das', 'Hertze', 'im', 'Leibe', 'manchmahl', 'umdrehen', '.']"
829,,,,,,,LSch,negativ,132460,CATMA_6584EE74-666D-4846-8FF8-565EE7D514FF,27,Emotionen des Leids,negativ,132338,Leid,Ich halte immer sein Hertze wird sich gar zu sehr umkehren / doch es war ja um die Gegend / da wird er wohl liegen müssen.,"['Ich', 'halte', 'immer', 'sein', 'Hertze', 'wird', 'sich', 'gar', 'zu', 'sehr', 'umkehren', '/', 'doch', 'es', 'war', 'ja', 'um', 'die', 'Gegend', '/', 'da', 'wird', 'er', 'wohl', 'liegen', 'müssen', '.']"
830,karsten,,,,,,LSch,negativ,132806,CATMA_46F5FCD9-E4C4-4DD6-8C32-4CAB5C5F7A6C,4,Emotionen der Ablehnung,negativ,132789,Ärger,Auff du Bohuncke.,"['Auff', 'du', 'Bohuncke', '.']"
831,,,,,,,LSch,negativ,132941,CATMA_30C049E9-FAB2-4966-BD87-2A4F6A6EB9ED,13,Emotionen der Ablehnung,negativ,132876,Ärger,"Ja ich will dir trincken / du solst mir des Trinckens vergessen.
","['Ja', 'ich', 'will', 'dir', 'trincken', '/', 'du', 'solst', 'mir', 'des', 'Trinckens', 'vergessen', '.']"
832,micke,,,,,,LSch,positiv,132956,CATMA_277296B0-E471-424F-BCCB-26D801395DAA,1,Emotionen der Zuneigung,positiv,132949,Freundschaft,Bruder ,['Bruder']
833,micke,,,,,,LSch,negativ,133023,CATMA_734A9236-A326-4064-9760-A806991306E3,16,Emotionen der Angst,negativ,132949,Angst,"Bruder / wo uns der Kerle kennt / daß wir gestern mit ihm gesoffen haben.
","['Bruder', '/', 'wo', 'uns', 'der', 'Kerle', 'kennt', '/', 'daß', 'wir', 'gestern', 'mit', 'ihm', 'gesoffen', 'haben', '.']"
834,,,,,,,LSch,negativ,133233,CATMA_DF94F2B8-6DFB-4879-8ED4-DFF8E7C1F006,21,Emotionen der Ablehnung,negativ,133137,Ärger,"Bauer / finde dich aus dem Schlaffe / sonst geb ich dir eins vorm Schlaff / daß du genung hast.
","['Bauer', '/', 'finde', 'dich', 'aus', 'dem', 'Schlaffe', '/', 'sonst', 'geb', 'ich', 'dir', 'eins', 'vorm', 'Schlaff', '/', 'daß', 'du', 'genung', 'hast', '.']"
835,,,,,,,LSch,Emotionale Bewegtheit,133352,CATMA_60A3527D-2DA9-4FBF-A077-7594B7B52DE9,20,Emotionale Bewegtheit,Emotionale Bewegtheit,133264,Emotionale Bewegtheit,"Je wo bin ich jetzund / da greiff ich auff Steine / und da greiff ich in was garstiges.
","['Je', 'wo', 'bin', 'ich', 'jetzund', '/', 'da', 'greiff', 'ich', 'auff', 'Steine', '/', 'und', 'da', 'greiff', 'ich', 'in', 'was', 'garstiges', '.']"
836,micke,,,,,,LSch,negativ,133493,CATMA_CE2FB7BA-236A-445A-B392-C81374F1C842,28,Emotionen der Ablehnung,negativ,133360,Ärger,"Du Ertz-Vogel / du solst gar bald erfahren wo du bist / richte dich nur auff / daß man dir ins Gesichte sehen kan / du Strauch-Dieb.
","['Du', 'Ertz-Vogel', '/', 'du', 'solst', 'gar', 'bald', 'erfahren', 'wo', 'du', 'bist', '/', 'richte', 'dich', 'nur', 'auff', '/', 'daß', 'man', 'dir', 'ins', 'Gesichte', 'sehen', 'kan', '/', 'du', 'Strauch-Dieb', '.']"
837,karsten,,,,,,LSch,negativ,133686,CATMA_DF1DE636-3BA5-41C3-A2C6-A4FF978ECA08,16,Emotionen der Ablehnung,negativ,133601,Ärger,"Du wirst noch mehr thun müssen / wenn deine Schelm-Stücken werden an den Tag kommen.
","['Du', 'wirst', 'noch', 'mehr', 'thun', 'müssen', '/', 'wenn', 'deine', 'Schelm-Stücken', 'werden', 'an', 'den', 'Tag', 'kommen', '.']"
838,,,,,,,LSch,Emotionale Bewegtheit,133896,CATMA_50C0CE86-5D17-4635-9347-71E335C5D23E,29,Emotionale Bewegtheit,Emotionale Bewegtheit,133756,Emotionale Bewegtheit,"Aber Botztausend / guten Morgen ihr Herrn / kommen wir da auff der Gasse zusammen / ein andermahl gebt mir
(nicht)
mehr so viel zu sauffen.
","['Aber', 'Botztausend', '/', 'guten', 'Morgen', 'ihr', 'Herrn', '/', 'kommen', 'wir', 'da', 'auff', 'der', 'Gasse', 'zusammen', '/', 'ein', 'andermahl', 'gebt', 'mir', '(', 'nicht', ')', 'mehr', 'so', 'viel', 'zu', 'sauffen', '.']"
839,micke,,,,,,LSch,negativ,133957,CATMA_1979DC7E-0C72-467C-84FF-94CE8E7CA033,11,Emotionen der Ablehnung,negativ,133904,Abscheu,Bauer du schwermst / wo haben wir mit dir getruncken?,"['Bauer', 'du', 'schwermst', '/', 'wo', 'haben', 'wir', 'mit', 'dir', 'getruncken', '?']"
840,mierten,,,,,,LSch,Emotionale Bewegtheit,134094,CATMA_7F1BBA74-425C-475C-9A41-34C2AE8FEE7D,25,Emotionale Bewegtheit,Emotionale Bewegtheit,133968,Emotionale Bewegtheit,Je wist ihr nicht gestern Carle morle Puff sechs aus einem? Ihr wäret schone Hertzgen / es galt falsch und alles mit einander.,"['Je', 'wist', 'ihr', 'nicht', 'gestern', 'Carle', 'morle', 'Puff', 'sechs', 'aus', 'einem', '?', 'Ihr', 'wäret', 'schone', 'Hertzgen', '/', 'es', 'galt', 'falsch', 'und', 'alles', 'mit', 'einander', '.']"
841,,micke,,,,,LSch,negativ,134240,CATMA_F4F550E5-5F44-4C77-BFB6-01DF14D20AC7,27,Emotionen der Ablehnung,negativ,134103,Abscheu,"Bruder dencke nur / was sich der Bauer-Flegel einbildet. Wir wollen ihn so gut achten / daß wir ihn in der Compagnie mit sauffen lassen.
","['Bruder', 'dencke', 'nur', '/', 'was', 'sich', 'der', 'Bauer-Flegel', 'einbildet', '.', 'Wir', 'wollen', 'ihn', 'so', 'gut', 'achten', '/', 'daß', 'wir', 'ihn', 'in', 'der', 'Compagnie', 'mit', 'sauffen', 'lassen', '.']"
