,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Emotionsbezug_falls_nötig
752,,BECTAS,DIE JANITSCHAREN,,,,LSch,positiv,175721,CATMA_75128848-F1A8-4194-B4C2-514B3FAC6113,9,Emotionen der Freude,positiv,175667,Schadenfreude,"wie Ibrahim Schimpf und Schertz
Auß euren Klagen macht","['wie', 'Ibrahim', 'Schimpf', 'und', 'Schertz', 'Auß', 'euren', 'Klagen', 'macht']",
753,BECTAS,,,,,,LSch,negativ,176755,CATMA_4FDDFFDE-15C1-4300-92A1-33A7F5E39589,88,Emotionen der Ablehnung,negativ,176306,Abscheu,"die / die geneigt uns sind /
Als Feinde rottet auß / und derer Kinder schändet /
Die uns der Mahumed zu Hohen-Priestern sendet.
Ihr Helden / hört und starrt ob dieser grausen That:
Daß unsers Mufti Kind sich selbst ermordet hat;
Weil sie vom Ibrahim durch Noth-Zucht ward beflecket.
In ihren Brüsten hat hier dieser Dolch gestecket;
Sagt: ob hier mit mehr Fug die Thrän / ihr Blutt abwischt;
Als man mit's Thäters Blutt der Todten Leich auffrischt.
","['die', '/', 'die', 'geneigt', 'uns', 'sind', '/', 'Als', 'Feinde', 'rottet', 'auß', '/', 'und', 'derer', 'Kinder', 'schändet', '/', 'Die', 'uns', 'der', 'Mahumed', 'zu', 'Hohen-Priestern', 'sendet', '.', 'Ihr', 'Helden', '/', 'hört', 'und', 'starrt', 'ob', 'dieser', 'grausen', 'That', ':', 'Daß', 'unsers', 'Mufti', 'Kind', 'sich', 'selbst', 'ermordet', 'hat', ';', 'Weil', 'sie', 'vom', 'Ibrahim', 'durch', 'Noth-Zucht', 'ward', 'beflecket', '.', 'In', 'ihren', 'Brüsten', 'hat', 'hier', 'dieser', 'Dolch', 'gestecket', ';', 'Sagt', ':', 'ob', 'hier', 'mit', 'mehr', 'Fug', 'die', 'Thrän', '/', 'ihr', 'Blutt', 'abwischt', ';', 'Als', 'man', 'mit', ""'s"", 'Thäters', 'Blutt', 'der', 'Todten', 'Leich', 'auffrischt', '.']",
754,KIUPERLI,,,,,,LSch,negativ,177388,CATMA_53AEB349-D6C0-409F-A44A-69311BE54034,118,Emotionen der Ablehnung,negativ,176767,Abscheu,"Verfluchte Greuelthat! wolln nicht die Wolcken blitzen?
Kan's Mufti Heiligkeit nicht Hauß und Tochter schützen /
Wer wird uns einen Tag für unsre Bürge seyn?
Tyrannen bilden sich / ihr Brüder / glaubt es / ein;
Daß ihre Häupter sind die hohen Riesen-Berge /
Auf derer Gipfel wir als Ohnmachts-volle Zwerge
Mit rechten Straffen nicht zu klimmen mächtig sind /
Die über Wolck und Luft sich strecken: daß kein Wind
Kein Schnee / kein Hagel kan auch ihren Staub verwehen.
Allein im Fall ihr stimmt / sol bald der Blutthund sehen:
Daß hohen Eichen sey der schnelle Blitz verwand;
Sein Leben und sein Tod besteh in unser Hand.
","['Verfluchte', 'Greuelthat', '!', 'wolln', 'nicht', 'die', 'Wolcken', 'blitzen', '?', 'Kan', ""'s"", 'Mufti', 'Heiligkeit', 'nicht', 'Hauß', 'und', 'Tochter', 'schützen', '/', 'Wer', 'wird', 'uns', 'einen', 'Tag', 'für', 'unsre', 'Bürge', 'seyn', '?', 'Tyrannen', 'bilden', 'sich', '/', 'ihr', 'Brüder', '/', 'glaubt', 'es', '/', 'ein', ';', 'Daß', 'ihre', 'Häupter', 'sind', 'die', 'hohen', 'Riesen-Berge', '/', 'Auf', 'derer', 'Gipfel', 'wir', 'als', 'Ohnmachts-volle', 'Zwerge', 'Mit', 'rechten', 'Straffen', 'nicht', 'zu', 'klimmen', 'mächtig', 'sind', '/', 'Die', 'über', 'Wolck', 'und', 'Luft', 'sich', 'strecken', ':', 'daß', 'kein', 'Wind', 'Kein', 'Schnee', '/', 'kein', 'Hagel', 'kan', 'auch', 'ihren', 'Staub', 'verwehen', '.', 'Allein', 'im', 'Fall', 'ihr', 'stimmt', '/', 'sol', 'bald', 'der', 'Blutthund', 'sehen', ':', 'Daß', 'hohen', 'Eichen', 'sey', 'der', 'schnelle', 'Blitz', 'verwand', ';', 'Sein', 'Leben', 'und', 'sein', 'Tod', 'besteh', 'in', 'unser', 'Hand', '.']",
755,,,,,,,LSch,negativ,178194,CATMA_3FB20EB8-4814-4284-B0E6-9F3A2B5ACBAD,155,Emotionen der Ablehnung,negativ,177400,Abscheu,"Ich stimme seinen Fall. Kan er auf schlecht Verbrechen /
Ja oft der Unschuld selbst Gutt / Ehr / und Halß absprechen;
So sol des Blutthunds Schuld / der die Gesätze braucht /
Wie eine Schlang ihr Gift / das / wenn sie Frembd' anhaucht /
Ist tödlich / aber ihr zu süsser Nahrung dienet /
Unstraffbar nicht mehr seyn. Hat sich der Hund erkühnet
Auf der Polacken Heisch uns zu Schmach / Trotz und Hohn /
Ein ihm fast gleiches Haupt den Tarter Cham vom Thron
Und Zepter abzuthun /156

 so düncks ihn auch nicht frembde /

Wenn ihm sein Purper-Kleid ein Hanffen Sclaven-Hämbde /
Sein Halßband auß Rubin / auß Perl und Diamant /
Damit er wie ein Weib behengt Haupt / Halß und Hand /
Ein hären Strick wird seyn / und ihm die Kehl einschlingen:
Daß Seel und Bluttjäscht muß auß Mund und Nase springen.
","['Ich', 'stimme', 'seinen', 'Fall', '.', 'Kan', 'er', 'auf', 'schlecht', 'Verbrechen', '/', 'Ja', 'oft', 'der', 'Unschuld', 'selbst', 'Gutt', '/', 'Ehr', '/', 'und', 'Halß', 'absprechen', ';', 'So', 'sol', 'des', 'Blutthunds', 'Schuld', '/', 'der', 'die', 'Gesätze', 'braucht', '/', 'Wie', 'eine', 'Schlang', 'ihr', 'Gift', '/', 'das', '/', 'wenn', 'sie', 'Frembd', ""'"", 'anhaucht', '/', 'Ist', 'tödlich', '/', 'aber', 'ihr', 'zu', 'süsser', 'Nahrung', 'dienet', '/', 'Unstraffbar', 'nicht', 'mehr', 'seyn', '.', 'Hat', 'sich', 'der', 'Hund', 'erkühnet', 'Auf', 'der', 'Polacken', 'Heisch', 'uns', 'zu', 'Schmach', '/', 'Trotz', 'und', 'Hohn', '/', 'Ein', 'ihm', 'fast', 'gleiches', 'Haupt', 'den', 'Tarter', 'Cham', 'vom', 'Thron', 'Und', 'Zepter', 'abzuthun', '/156', 'so', 'düncks', 'ihn', 'auch', 'nicht', 'frembde', '/', 'Wenn', 'ihm', 'sein', 'Purper-Kleid', 'ein', 'Hanffen', 'Sclaven-Hämbde', '/', 'Sein', 'Halßband', 'auß', 'Rubin', '/', 'auß', 'Perl', 'und', 'Diamant', '/', 'Damit', 'er', 'wie', 'ein', 'Weib', 'behengt', 'Haupt', '/', 'Halß', 'und', 'Hand', '/', 'Ein', 'hären', 'Strick', 'wird', 'seyn', '/', 'und', 'ihm', 'die', 'Kehl', 'einschlingen', ':', 'Daß', 'Seel', 'und', 'Bluttjäscht', 'muß', 'auß', 'Mund', 'und', 'Nase', 'springen', '.']",
756,,,,,,,LSch,negativ,179245,CATMA_55C2919D-C32F-419E-B9D4-A602DAD70ACD,206,Emotionen der Ablehnung,negativ,178209,Abscheu,"Ich lobe / was ihr schlüßt. Er hat an uns allein
Den ärgsten Tod verdient; der / was das Reich trägt ein /
Was seiner Vorfahrn Witz hat in den Schatz geleget /
Verschwendende wirfft weg. Der Schweiß der Länder träget
Kaum / was an Narden / Mosch / Oel / Balsam und Zibeth /
Als Würtzen seiner Brunst und Geilheit / auf ihn geht.
Das Gold / das Tunis zinßt /157

 schickt er für Zobel-fähle /
Wormit er überzeucht die Böden gantzer Säle /
Den Moscowitern heim. Der Held Abdalla nam
Ein gantz Pfund Mosch in sich /158

 wenn es zum Treffen kam /
Und er an seinen Feind die Kräfte solte strecken:
Der Sultan / umb nur Brunst und Geilheit zu erwecken /
Schluckt täglich so viel Mosch und Ambra in sich ein /
Als Honam uns kaum schickt.159

 Kein kostbar Edelstein
Ist für ein geiles Weib dem Ibrahim zu theuer.
Uns aber / derer Spiel muß Feind / Sturm /Welle / Feuer /
Schwerdt / Hitze / Kälte seyn / entzeucht er und verkürtzt
Das saure Brodt / den Sold. So werd er denn gestürtzt /
Und das verschrenckte Recht durch eigne Faust erhalten.
","['Ich', 'lobe', '/', 'was', 'ihr', 'schlüßt', '.', 'Er', 'hat', 'an', 'uns', 'allein', 'Den', 'ärgsten', 'Tod', 'verdient', ';', 'der', '/', 'was', 'das', 'Reich', 'trägt', 'ein', '/', 'Was', 'seiner', 'Vorfahrn', 'Witz', 'hat', 'in', 'den', 'Schatz', 'geleget', '/', 'Verschwendende', 'wirfft', 'weg', '.', 'Der', 'Schweiß', 'der', 'Länder', 'träget', 'Kaum', '/', 'was', 'an', 'Narden', '/', 'Mosch', '/', 'Oel', '/', 'Balsam', 'und', 'Zibeth', '/', 'Als', 'Würtzen', 'seiner', 'Brunst', 'und', 'Geilheit', '/', 'auf', 'ihn', 'geht', '.', 'Das', 'Gold', '/', 'das', 'Tunis', 'zinßt', '/157', 'schickt', 'er', 'für', 'Zobel-fähle', '/', 'Wormit', 'er', 'überzeucht', 'die', 'Böden', 'gantzer', 'Säle', '/', 'Den', 'Moscowitern', 'heim', '.', 'Der', 'Held', 'Abdalla', 'nam', 'Ein', 'gantz', 'Pfund', 'Mosch', 'in', 'sich', '/158', 'wenn', 'es', 'zum', 'Treffen', 'kam', '/', 'Und', 'er', 'an', 'seinen', 'Feind', 'die', 'Kräfte', 'solte', 'strecken', ':', 'Der', 'Sultan', '/', 'umb', 'nur', 'Brunst', 'und', 'Geilheit', 'zu', 'erwecken', '/', 'Schluckt', 'täglich', 'so', 'viel', 'Mosch', 'und', 'Ambra', 'in', 'sich', 'ein', '/', 'Als', 'Honam', 'uns', 'kaum', 'schickt.159', 'Kein', 'kostbar', 'Edelstein', 'Ist', 'für', 'ein', 'geiles', 'Weib', 'dem', 'Ibrahim', 'zu', 'theuer', '.', 'Uns', 'aber', '/', 'derer', 'Spiel', 'muß', 'Feind', '/', 'Sturm', '/Welle', '/', 'Feuer', '/', 'Schwerdt', '/', 'Hitze', '/', 'Kälte', 'seyn', '/', 'entzeucht', 'er', 'und', 'verkürtzt', 'Das', 'saure', 'Brodt', '/', 'den', 'Sold', '.', 'So', 'werd', 'er', 'denn', 'gestürtzt', '/', 'Und', 'das', 'verschrenckte', 'Recht', 'durch', 'eigne', 'Faust', 'erhalten', '.']",
757,,,,,,,LSch,negativ,179160,CATMA_AA182EE0-50BF-4007-B2C9-9D1B50E46D49,31,Emotionen des Leids,negativ,179016,Leid,"Uns aber / derer Spiel muß Feind / Sturm /Welle / Feuer /
Schwerdt / Hitze / Kälte seyn / entzeucht er und verkürtzt
Das saure Brodt / den Sold.","['Uns', 'aber', '/', 'derer', 'Spiel', 'muß', 'Feind', '/', 'Sturm', '/Welle', '/', 'Feuer', '/', 'Schwerdt', '/', 'Hitze', '/', 'Kälte', 'seyn', '/', 'entzeucht', 'er', 'und', 'verkürtzt', 'Das', 'saure', 'Brodt', '/', 'den', 'Sold', '.']",
758,unbekannt,,,,,,LSch,negativ,179346,CATMA_912BF66B-69F3-4848-B9C0-1CBB72953239,17,Emotionen der Ablehnung,negativ,179259,Abscheu,"Mein Wunsch nichts minder ist: der Blutthund sol erkalten;
Und nicht mehr Käyser seyn. ","['Mein', 'Wunsch', 'nichts', 'minder', 'ist', ':', 'der', 'Blutthund', 'sol', 'erkalten', ';', 'Und', 'nicht', 'mehr', 'Käyser', 'seyn', '.']",
759,unbekannt,,,,,,LSch,negativ,179827,CATMA_05ED8A93-3B22-4ED2-A76E-4315DA21ECD0,93,Emotionen der Angst,negativ,179346,Angst,"Allein ist unsre Hand
Gewachsen diesem Werck? Euch Brüdern ist bekand /
Wie viel ihr außer uns aufs Sultans Seite stehen /
Wie Achmet keinen leicht ins innre Schloß läßt gehen /
Der nicht ist sein Geschöpf und Werckzeug böser That /
Wie er die Spahi meist in seinen Händen hat /
Wie vielen unter uns sey Hertz und Muth gebrochen /
Seit Oßmanns Tod an uns so grausam ward gerochen.
Ja wagt er sich den Schwarm des Pöfels anzuflehn /
Wird morgen man von uns kein gantz Gebeine sehn.
","['Allein', 'ist', 'unsre', 'Hand', 'Gewachsen', 'diesem', 'Werck', '?', 'Euch', 'Brüdern', 'ist', 'bekand', '/', 'Wie', 'viel', 'ihr', 'außer', 'uns', 'aufs', 'Sultans', 'Seite', 'stehen', '/', 'Wie', 'Achmet', 'keinen', 'leicht', 'ins', 'innre', 'Schloß', 'läßt', 'gehen', '/', 'Der', 'nicht', 'ist', 'sein', 'Geschöpf', 'und', 'Werckzeug', 'böser', 'That', '/', 'Wie', 'er', 'die', 'Spahi', 'meist', 'in', 'seinen', 'Händen', 'hat', '/', 'Wie', 'vielen', 'unter', 'uns', 'sey', 'Hertz', 'und', 'Muth', 'gebrochen', '/', 'Seit', 'Oßmanns', 'Tod', 'an', 'uns', 'so', 'grausam', 'ward', 'gerochen', '.', 'Ja', 'wagt', 'er', 'sich', 'den', 'Schwarm', 'des', 'Pöfels', 'anzuflehn', '/', 'Wird', 'morgen', 'man', 'von', 'uns', 'kein', 'gantz', 'Gebeine', 'sehn', '.']",
760,,,,,,,LSch,negativ,179726,CATMA_BC84D65E-4182-4CD7-AEF7-B9DE3E346B72,20,Emotionen des Leids,negativ,179625,Leid,"Wie vielen unter uns sey Hertz und Muth gebrochen /
Seit Oßmanns Tod an uns so grausam ward gerochen.","['Wie', 'vielen', 'unter', 'uns', 'sey', 'Hertz', 'und', 'Muth', 'gebrochen', '/', 'Seit', 'Oßmanns', 'Tod', 'an', 'uns', 'so', 'grausam', 'ward', 'gerochen', '.']",
761,,BECTAS,,,,,LSch,negativ,179983,CATMA_7D262A23-758C-4AD4-BD4D-1357E52F773D,27,Emotionen der Angst,negativ,179837,Angst,"Welch Traum mag in dir Furcht / welch Schatten Zagheit hecken?
Läßt sich ein Janitschar so schlechte Blendung schrecken /
Für dem die Welt erbebt?","['Welch', 'Traum', 'mag', 'in', 'dir', 'Furcht', '/', 'welch', 'Schatten', 'Zagheit', 'hecken', '?', 'Läßt', 'sich', 'ein', 'Janitschar', 'so', 'schlechte', 'Blendung', 'schrecken', '/', 'Für', 'dem', 'die', 'Welt', 'erbebt', '?']",
762,"['BECTAS', 'DIE JANITSCHAREN']",,,,,,LSch,negativ,180286,CATMA_2748D084-0A16-435A-9BD0-1F5394784753,40,Emotionen der Ablehnung,negativ,180086,Abscheu,"Laß ihn den Pöfel schützen /
Die Spahi bey ihm stehn; wenn unsre Wolcken blitzen /
Wird / durch was unser Strahl nicht unverhindert fährt /
Obs Stein und Ertzt schon ist / in Asch und Staub verkehrt.
","['Laß', 'ihn', 'den', 'Pöfel', 'schützen', '/', 'Die', 'Spahi', 'bey', 'ihm', 'stehn', ';', 'wenn', 'unsre', 'Wolcken', 'blitzen', '/', 'Wird', '/', 'durch', 'was', 'unser', 'Strahl', 'nicht', 'unverhindert', 'fährt', '/', 'Obs', 'Stein', 'und', 'Ertzt', 'schon', 'ist', '/', 'in', 'Asch', 'und', 'Staub', 'verkehrt', '.']",
763,,MOLLAH,,,,,LSch,negativ,180790,CATMA_7326613E-14F6-4EBF-A042-4B476277133A,28,Emotionen der Angst,negativ,180658,Angst,"Mein Herr / der Groß-Visir kommt zitternd in das Hauß /
Und bittet: daß wir ihn in ein Gemach verstecken /
Biß daß der Mufti kommt.
","['Mein', 'Herr', '/', 'der', 'Groß-Visir', 'kommt', 'zitternd', 'in', 'das', 'Hauß', '/', 'Und', 'bittet', ':', 'daß', 'wir', 'ihn', 'in', 'ein', 'Gemach', 'verstecken', '/', 'Biß', 'daß', 'der', 'Mufti', 'kommt', '.']",
764,ACHMET,unbekannt,,,,,LSch,negativ,180834,CATMA_7DE07571-59DE-4EE5-838A-EFEB066E469B,6,Emotionen der Angst,negativ,180802,Angst,Was wahrsagt uns sein Schrecken?,"['Was', 'wahrsagt', 'uns', 'sein', 'Schrecken', '?']",
765,BECTAS,,,,,,LSch,negativ,181017,CATMA_B83C63D7-7616-44BB-800D-D4A34AA6A78A,8,Emotionen der Ablehnung,negativ,180970,Abscheu,Dem Hund unzweifelbar die Würde schon genommen.,"['Dem', 'Hund', 'unzweifelbar', 'die', 'Würde', 'schon', 'genommen', '.']",
766,KIUPERLI,,,,,,LSch,negativ,181544,CATMA_A70DA128-1390-4611-A223-1160C177ADC5,28,Emotionen der Ablehnung,negativ,181403,Abscheu,"Ihr Brüder / kommt und brecht
Dem Bösewicht den Halß / den Gott und Himmel bländen:
Daß er ins Garn selbst rennt sich liefernd unsern Händen.","['Ihr', 'Brüder', '/', 'kommt', 'und', 'brecht', 'Dem', 'Bösewicht', 'den', 'Halß', '/', 'den', 'Gott', 'und', 'Himmel', 'bländen', ':', 'Daß', 'er', 'ins', 'Garn', 'selbst', 'rennt', 'sich', 'liefernd', 'unsern', 'Händen', '.']",
767,BECTAS,,,,,,LSch,negativ,181710,CATMA_8CA00DAD-9C04-43E3-9C3C-008014641D33,29,Emotionen der Ablehnung,negativ,181545,Abscheu,"Wenn diese That vollbracht / so rennt mit gleichem Muth
Auch selbst den Blutthund an? stoßt die durch Achmets Blutt
Erwärmte Sebel ihm durch sein verzweifelt Hertze.","['Wenn', 'diese', 'That', 'vollbracht', '/', 'so', 'rennt', 'mit', 'gleichem', 'Muth', 'Auch', 'selbst', 'den', 'Blutthund', 'an', '?', 'stoßt', 'die', 'durch', 'Achmets', 'Blutt', 'Erwärmte', 'Sebel', 'ihm', 'durch', 'sein', 'verzweifelt', 'Hertze', '.']",
768,KARA CHIAUS,,,,,,LSch,negativ,181845,CATMA_83E71AF3-DFBB-48C7-B384-3822A4B5B3AA,4,Emotionen der Ablehnung,negativ,181824,Abscheu,"Den Achmet abzuthun.
","['Den', 'Achmet', 'abzuthun', '.']",
769,unbekannt,,,,,,LSch,negativ,182091,CATMA_55EAACCA-0176-4169-BCC5-043039DEAA1F,10,Emotionen der Ablehnung,negativ,182043,Abscheu,Doch ist dem Hunde nicht das Leben noch geraubt.,"['Doch', 'ist', 'dem', 'Hunde', 'nicht', 'das', 'Leben', 'noch', 'geraubt', '.']",
770,MUFTI,,,,,,LSch,negativ,182536,CATMA_666E8046-FBD1-455D-BB2F-A3B9D20E2941,2,Emotionen der Ablehnung,negativ,182528,Abscheu,Der Hund,"['Der', 'Hund']",
771,,,,,,,LSch,Emotionale Bewegtheit,182557,CATMA_6AF3A62D-6922-4929-9BD9-6503321722DD,9,Emotionale Bewegtheit,Emotionale Bewegtheit,182528,Emotionale Bewegtheit,Der Hund? bey mir? mein Hauß?,"['Der', 'Hund', '?', 'bey', 'mir', '?', 'mein', 'Hauß', '?']",
772,,,,,,,LSch,negativ,182629,CATMA_CB0B5E56-5635-45A5-95C3-5E80231ECF25,7,Emotionen der Ablehnung,negativ,182591,Abscheu,Jagt mir stracks den Bösewicht hinauß.,"['Jagt', 'mir', 'stracks', 'den', 'Bösewicht', 'hinauß', '.']",
773,BECTAS,,,,,,LSch,negativ,182688,CATMA_39816BF0-C586-42BA-A5AC-205EA3A1FB02,10,Emotionen der Ablehnung,negativ,182639,Abscheu,"Laßt uns den Hund allhier vorher zu Rede setzen.
","['Laßt', 'uns', 'den', 'Hund', 'allhier', 'vorher', 'zu', 'Rede', 'setzen', '.']",
774,KIUPERLI,,ACHMET,,,,LSch,negativ,182749,CATMA_71D42562-F63A-42D9-9FE9-69F4E9CB805E,9,Emotionen der Ablehnung,negativ,182699,Abscheu,In seinem Blutte vor die kalten Schwerdter netzen.,"['In', 'seinem', 'Blutte', 'vor', 'die', 'kalten', 'Schwerdter', 'netzen', '.']",
775,,CADILESCHIER,,,,,LSch,positiv,182989,CATMA_C448E7F7-F063-4D0B-973E-DA1DF60C4E79,30,Emotionen der Freude,positiv,182824,Freude,"Wie kans Verhängnüß nicht des Glückes süsses Spiel /
Der Boßheit Freuden-Klang / der Laster Lied verstimmen!
Der früh vom Balsam trof / sol itzt im Blutte schwimmen!","['Wie', 'kans', 'Verhängnüß', 'nicht', 'des', 'Glückes', 'süsses', 'Spiel', '/', 'Der', 'Boßheit', 'Freuden-Klang', '/', 'der', 'Laster', 'Lied', 'verstimmen', '!', 'Der', 'früh', 'vom', 'Balsam', 'trof', '/', 'sol', 'itzt', 'im', 'Blutte', 'schwimmen', '!']",
776,CADILESCHIER,,,,,,LSch,positiv,182989,CATMA_D2B525F3-DC96-4D17-A2AF-ACD5F26779AC,30,Emotionen der Freude,positiv,182824,Schadenfreude,"Wie kans Verhängnüß nicht des Glückes süsses Spiel /
Der Boßheit Freuden-Klang / der Laster Lied verstimmen!
Der früh vom Balsam trof / sol itzt im Blutte schwimmen!","['Wie', 'kans', 'Verhängnüß', 'nicht', 'des', 'Glückes', 'süsses', 'Spiel', '/', 'Der', 'Boßheit', 'Freuden-Klang', '/', 'der', 'Laster', 'Lied', 'verstimmen', '!', 'Der', 'früh', 'vom', 'Balsam', 'trof', '/', 'sol', 'itzt', 'im', 'Blutte', 'schwimmen', '!']",
777,BECTAS,,,,,,LSch,positiv,183111,CATMA_D7EC91CA-EC07-4F3B-A750-16FD705A2EF1,23,Emotionen der Freude,positiv,183000,Schadenfreude,"Ja sicher bald erfahrn: daß / wer auf Laster thürmt
Sein Glücks-Rad / sich bald siht mit ihm in Grund gestürmt.","['Ja', 'sicher', 'bald', 'erfahrn', ':', 'daß', '/', 'wer', 'auf', 'Laster', 'thürmt', 'Sein', 'Glücks-Rad', '/', 'sich', 'bald', 'siht', 'mit', 'ihm', 'in', 'Grund', 'gestürmt', '.']",
778,,BECTAS,,,,,LSch,negativ,183111,CATMA_0C15E35E-FC6E-45CD-AE38-26714C03E076,23,Emotionen des Leids,negativ,183000,Leid,"Ja sicher bald erfahrn: daß / wer auf Laster thürmt
Sein Glücks-Rad / sich bald siht mit ihm in Grund gestürmt.","['Ja', 'sicher', 'bald', 'erfahrn', ':', 'daß', '/', 'wer', 'auf', 'Laster', 'thürmt', 'Sein', 'Glücks-Rad', '/', 'sich', 'bald', 'siht', 'mit', 'ihm', 'in', 'Grund', 'gestürmt', '.']",
779,,,,,,,LSch,negativ,183297,CATMA_817782CD-7B07-47FF-98E7-30D5BA23C50D,11,Emotionen der Angst,negativ,183247,Angst,Hilf Himmel! träumet mir? wo werd ich hingeführet?,"['Hilf', 'Himmel', '!', 'träumet', 'mir', '?', 'wo', 'werd', 'ich', 'hingeführet', '?']",
780,MUFTI,,,,,nur auf Sprachebene,LSch,positiv,183345,CATMA_B9165D81-056A-45F5-8140-DE7395BCE85B,6,Emotionen der Zuneigung,positiv,183306,Freundschaft,Willkommen grosser Freund / willkommen!,"['Willkommen', 'grosser', 'Freund', '/', 'willkommen', '!']",
781,ACHMET,MUFTI,,,,,LSch,negativ,183383,CATMA_586DCA93-3EC7-46E2-B9F9-F3F7092A062D,7,Emotionen der Angst,negativ,183346,Angst,"woher rühret
Diß sein Entsetzen her?
","['woher', 'rühret', 'Diß', 'sein', 'Entsetzen', 'her', '?']",
782,,BECTAS,,,,,LSch,negativ,183476,CATMA_ECE927B2-2C58-4229-8015-EE432EAB316F,17,Emotionen der Angst,negativ,183393,Angst,"Der / den's Gewissen schreckt /
Meynt: daß auch klare Luft voll Donnerkeile steckt.","['Der', '/', 'den', ""'s"", 'Gewissen', 'schreckt', '/', 'Meynt', ':', 'daß', 'auch', 'klare', 'Luft', 'voll', 'Donnerkeile', 'steckt', '.']",
783,,,,,,,LSch,negativ,183635,CATMA_FD13429F-1B1F-43AA-A622-1648DC867EE3,16,Emotionen der Angst,negativ,183549,Verzweiflung,"Der / den's Verhängnüß drückt / muß hohe Schutz-Säuln ehren /
Zu Gnaden-Bildern flihn.","['Der', '/', 'den', ""'s"", 'Verhängnüß', 'drückt', '/', 'muß', 'hohe', 'Schutz-Säuln', 'ehren', '/', 'Zu', 'Gnaden-Bildern', 'flihn', '.']",
784,,,,,,,LSch,positiv,183779,CATMA_0252C5CB-776E-478F-B400-A2E3B623C8D0,29,Emotionen der Freude,positiv,183645,Schadenfreude,"Hört / was itzt Mufti gilt!
Den er vor angespien / ist itzt sein Gnaden-Bild /

Dem er die Tochter nam / der sol ihn itzt beschirmen!
","['Hört', '/', 'was', 'itzt', 'Mufti', 'gilt', '!', 'Den', 'er', 'vor', 'angespien', '/', 'ist', 'itzt', 'sein', 'Gnaden-Bild', '/', 'Dem', 'er', 'die', 'Tochter', 'nam', '/', 'der', 'sol', 'ihn', 'itzt', 'beschirmen', '!']",
785,ACHMET,,,,,,LSch,negativ,183922,CATMA_513F3DEC-88E6-40E1-963F-1E39C36EA964,29,Emotionen des Leids,negativ,183789,Leid,"Diß lehre dich / mein Freund: daß auß Coloß- und Thürmen
Grauß / Asche / Thal und Pful / auß Riesen einen Zwerg
Der Abend machen kan.","['Diß', 'lehre', 'dich', '/', 'mein', 'Freund', ':', 'daß', 'auß', 'Coloß-', 'und', 'Thürmen', 'Grauß', '/', 'Asche', '/', 'Thal', 'und', 'Pful', '/', 'auß', 'Riesen', 'einen', 'Zwerg', 'Der', 'Abend', 'machen', 'kan', '.']",
786,ACHMET,,,,,,LSch,positiv,183818,CATMA_81DE9458-96C3-4591-A0E1-AB9FE7298A85,3,Emotionen der Zuneigung,positiv,183806,Freundschaft,mein Freund:,"['mein', 'Freund', ':']",
787,,,,,,,LSch,negativ,184109,CATMA_DD92CF5B-3387-4130-B33F-9D2B1138F11C,34,Emotionen der Angst,negativ,183923,Angst,"Der gestern-grosse Berg
Sucht Schatten itzt bey dir; und der Gefallne bittet;
Weil Glück und Himmel meist nicht einen Keil außschüttet:
Er woll ein Lorberbaum ihm für mehr Blitzen seyn.
","['Der', 'gestern-grosse', 'Berg', 'Sucht', 'Schatten', 'itzt', 'bey', 'dir', ';', 'und', 'der', 'Gefallne', 'bittet', ';', 'Weil', 'Glück', 'und', 'Himmel', 'meist', 'nicht', 'einen', 'Keil', 'außschüttet', ':', 'Er', 'woll', 'ein', 'Lorberbaum', 'ihm', 'für', 'mehr', 'Blitzen', 'seyn', '.']",
788,CADILESCHIER,,,,,,LSch,positiv,184180,CATMA_5771FD7E-486B-446D-B036-380CA0C39E8E,12,Emotionen der Freude,positiv,184126,Schadenfreude,Hört: was für Furcht ihm schon jagt seine Boßheit ein!,"['Hört', ':', 'was', 'für', 'Furcht', 'ihm', 'schon', 'jagt', 'seine', 'Boßheit', 'ein', '!']",
789,,CADILESCHIER,,,,,LSch,negativ,184180,CATMA_CFBD1B70-833F-463A-AB76-F210DC89E8BB,12,Emotionen der Angst,negativ,184126,Angst,Hört: was für Furcht ihm schon jagt seine Boßheit ein!,"['Hört', ':', 'was', 'für', 'Furcht', 'ihm', 'schon', 'jagt', 'seine', 'Boßheit', 'ein', '!']",
790,,,,,,,LSch,Emotionale Bewegtheit,184247,CATMA_687FE902-06AB-400A-9220-1339C8CFCCE1_0,12,Emotionale Bewegtheit,Emotionale Bewegtheit,184191,Emotionale Bewegtheit,Ihr Freunde / sagt: was ist des Achmets groß Verbrechen?,"['Ihr', 'Freunde', '/', 'sagt', ':', 'was', 'ist', 'des', 'Achmets', 'groß', 'Verbrechen', '?']",
791,,,,,,,LSch,Emotionale Bewegtheit,184306,CATMA_687FE902-06AB-400A-9220-1339C8CFCCE1_1,12,Emotionale Bewegtheit,Emotionale Bewegtheit,184248,Emotionale Bewegtheit,Wolt ihr nach's Pöfels Arth auf mich ein Urtheil sprechen?,"['Wolt', 'ihr', 'nach', ""'s"", 'Pöfels', 'Arth', 'auf', 'mich', 'ein', 'Urtheil', 'sprechen', '?']",
