,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
202,erastus,,,,,LSch,negativ,32111,CATMA_566EDF96-DBB8-412A-9F44-2E7F1408327E,14,Emotionen des Leids,negativ,32058,Leid,"Nein, aber wer will sagen, daß sie noch am Leben seÿ?","['Nein', ',', 'aber', 'wer', 'will', 'sagen', ',', 'daß', 'sie', 'noch', 'am', 'Leben', 'seÿ', '?']",
203,,,,,,LSch,Emotionale Bewegtheit,32271,CATMA_18F97C99-CA05-4ECD-A278-AAFDD50F6ED1,30,Emotionale Bewegtheit,Emotionale Bewegtheit,32122,Emotionale Bewegtheit,"Und wer will ihren Todt vor gewiß schätzen? Vieleicht hat sie gantz einen andern Weg vor sich genommen; Ich suche sie noch, und bin voller Hoffnung.
","['Und', 'wer', 'will', 'ihren', 'Todt', 'vor', 'gewiß', 'schätzen', '?', 'Vieleicht', 'hat', 'sie', 'gantz', 'einen', 'andern', 'Weg', 'vor', 'sich', 'genommen', ';', 'Ich', 'suche', 'sie', 'noch', ',', 'und', 'bin', 'voller', 'Hoffnung', '.']",
204,,,,,,LSch,positiv,32547,CATMA_73735A0A-E4D0-4E83-9081-CBB62B4B537B,23,Emotionen der Zuneigung,positiv,32438,Verehrung,"Ich bitte mein Freund Erastus, wans euch nicht zu wieder ist, mich zu euch an den königlichen Hoff zu nehmen.","['Ich', 'bitte', 'mein', 'Freund', 'Erastus', ',', 'wans', 'euch', 'nicht', 'zu', 'wieder', 'ist', ',', 'mich', 'zu', 'euch', 'an', 'den', 'königlichen', 'Hoff', 'zu', 'nehmen', '.']",
205,,,,,,LSch,negativ,33091,CATMA_3CD40754-B24F-4E69-AC43-6694C8A82D30,56,Emotionen des Leids,negativ,32794,Leid,"Wie hart und schwehr wird einen doch das Hoffen,
Wan niehmahls wird das rechte Ziehl getroffen,
Man hoffet Tag und Nacht,
Und ist dahin bedacht,
Mit eüßersten Verlangen,
Den liebsten zu empfangen,
Doch weil sein Hertz noch niehmahls recht getroffen,
Bleibt er verstockt, vergebens ist das Hoffen.
","['Wie', 'hart', 'und', 'schwehr', 'wird', 'einen', 'doch', 'das', 'Hoffen', ',', 'Wan', 'niehmahls', 'wird', 'das', 'rechte', 'Ziehl', 'getroffen', ',', 'Man', 'hoffet', 'Tag', 'und', 'Nacht', ',', 'Und', 'ist', 'dahin', 'bedacht', ',', 'Mit', 'eüßersten', 'Verlangen', ',', 'Den', 'liebsten', 'zu', 'empfangen', ',', 'Doch', 'weil', 'sein', 'Hertz', 'noch', 'niehmahls', 'recht', 'getroffen', ',', 'Bleibt', 'er', 'verstockt', ',', 'vergebens', 'ist', 'das', 'Hoffen', '.']",
206,,,,,,LSch,positiv,32990,CATMA_39758B01-2DB1-48A2-98CB-40013B2F3D1F,20,Emotionen der Zuneigung,positiv,32890,Liebe,"Man hoffet Tag und Nacht,
Und ist dahin bedacht,
Mit eüßersten Verlangen,
Den liebsten zu empfangen,","['Man', 'hoffet', 'Tag', 'und', 'Nacht', ',', 'Und', 'ist', 'dahin', 'bedacht', ',', 'Mit', 'eüßersten', 'Verlangen', ',', 'Den', 'liebsten', 'zu', 'empfangen', ',']",
207,unpersönlich,doris,,,,LSch,positiv,33204,CATMA_83812E4A-2477-40E7-B07A-AB9C5E800FC6,13,Emotionen der Freude,positiv,33120,Freude,"Die Hoffnung führt offt zu erwünschten Freuden,
Versüßet das vorhergegangne Leÿden!
","['Die', 'Hoffnung', 'führt', 'offt', 'zu', 'erwünschten', 'Freuden', ',', 'Versüßet', 'das', 'vorhergegangne', 'Leÿden', '!']",
208,unbekannt,doris,,,,LSch,negativ,33203,CATMA_D90FCCD4-8D6D-4FDF-99D2-CAC0144C1823,5,Emotionen des Leids,negativ,33168,Leid,Versüßet das vorhergegangne Leÿden!,"['Versüßet', 'das', 'vorhergegangne', 'Leÿden', '!']",
209,unpersönlich,doris,,,,LSch,negativ,33394,CATMA_063BD116-3EDA-4CF6-8AA5-64F4AA6DBD20,38,Emotionen des Leids,negativ,33204,Leid,"Dem aber der nur Wind,
Anstadt der Hoffnung findt,
Der ihr zuviel vertraut,
Und in die Lüffte baut,
Ist Hoffnung nichts als ein vermumtes Leÿden,
Die Wanckel Muth und Treu zu unterscheiden.
","['Dem', 'aber', 'der', 'nur', 'Wind', ',', 'Anstadt', 'der', 'Hoffnung', 'findt', ',', 'Der', 'ihr', 'zuviel', 'vertraut', ',', 'Und', 'in', 'die', 'Lüffte', 'baut', ',', 'Ist', 'Hoffnung', 'nichts', 'als', 'ein', 'vermumtes', 'Leÿden', ',', 'Die', 'Wanckel', 'Muth', 'und', 'Treu', 'zu', 'unterscheiden', '.']",
210,,,,,,LSch,negativ,33969,CATMA_FC31C967-1907-4E9F-94D4-72AFDD0DF7F8,112,Emotionen des Leids,negativ,33405,Leid,"Ach Hali, mein getreuer Hali, wie hart und schwer ist eine so lang wierige Hoffnung? Mich dünckt für wahr, daß mein Zustandt, dem jenigen, nehmlich dem deinigen nicht ungleich ist. Du bist ein Sclav, Ich eine Gefangene, du bist traurig, ich weine, du dienest einer die dich liebet, ich bete einen an, der mich verachtet. Die Menschen haben dir Feßel angeleget, und ein Gott hat mein Hertz mit ein Pfeil durchschoßen. Aber in unsern Leÿden haben wir einen ungleichen Zweck, du wirst dermahl einst frei werden, und ich bleibe in meiner immerwehrenden Dienstbarkeit.
","['Ach', 'Hali', ',', 'mein', 'getreuer', 'Hali', ',', 'wie', 'hart', 'und', 'schwer', 'ist', 'eine', 'so', 'lang', 'wierige', 'Hoffnung', '?', 'Mich', 'dünckt', 'für', 'wahr', ',', 'daß', 'mein', 'Zustandt', ',', 'dem', 'jenigen', ',', 'nehmlich', 'dem', 'deinigen', 'nicht', 'ungleich', 'ist', '.', 'Du', 'bist', 'ein', 'Sclav', ',', 'Ich', 'eine', 'Gefangene', ',', 'du', 'bist', 'traurig', ',', 'ich', 'weine', ',', 'du', 'dienest', 'einer', 'die', 'dich', 'liebet', ',', 'ich', 'bete', 'einen', 'an', ',', 'der', 'mich', 'verachtet', '.', 'Die', 'Menschen', 'haben', 'dir', 'Feßel', 'angeleget', ',', 'und', 'ein', 'Gott', 'hat', 'mein', 'Hertz', 'mit', 'ein', 'Pfeil', 'durchschoßen', '.', 'Aber', 'in', 'unsern', 'Leÿden', 'haben', 'wir', 'einen', 'ungleichen', 'Zweck', ',', 'du', 'wirst', 'dermahl', 'einst', 'frei', 'werden', ',', 'und', 'ich', 'bleibe', 'in', 'meiner', 'immerwehrenden', 'Dienstbarkeit', '.']",
211,,,,,,LSch,negativ,33913,CATMA_C5F32212-C851-4E7F-A445-77289F6B0C4B,86,Emotionen des Leids,negativ,33490,Leid,"Mich dünckt für wahr, daß mein Zustandt, dem jenigen, nehmlich dem deinigen nicht ungleich ist. Du bist ein Sclav, Ich eine Gefangene, du bist traurig, ich weine, du dienest einer die dich liebet, ich bete einen an, der mich verachtet. Die Menschen haben dir Feßel angeleget, und ein Gott hat mein Hertz mit ein Pfeil durchschoßen. Aber in unsern Leÿden haben wir einen ungleichen Zweck, du wirst dermahl einst frei werden,","['Mich', 'dünckt', 'für', 'wahr', ',', 'daß', 'mein', 'Zustandt', ',', 'dem', 'jenigen', ',', 'nehmlich', 'dem', 'deinigen', 'nicht', 'ungleich', 'ist', '.', 'Du', 'bist', 'ein', 'Sclav', ',', 'Ich', 'eine', 'Gefangene', ',', 'du', 'bist', 'traurig', ',', 'ich', 'weine', ',', 'du', 'dienest', 'einer', 'die', 'dich', 'liebet', ',', 'ich', 'bete', 'einen', 'an', ',', 'der', 'mich', 'verachtet', '.', 'Die', 'Menschen', 'haben', 'dir', 'Feßel', 'angeleget', ',', 'und', 'ein', 'Gott', 'hat', 'mein', 'Hertz', 'mit', 'ein', 'Pfeil', 'durchschoßen', '.', 'Aber', 'in', 'unsern', 'Leÿden', 'haben', 'wir', 'einen', 'ungleichen', 'Zweck', ',', 'du', 'wirst', 'dermahl', 'einst', 'frei', 'werden', ',']",
212,arsinoe,,,,,LSch,positiv,33685,CATMA_C7AEAA41-DC8C-419E-97B8-3E3FF475F4D9,6,Emotionen der Zuneigung,positiv,33653,Liebe,du dienest einer die dich liebet,"['du', 'dienest', 'einer', 'die', 'dich', 'liebet']",
213,,,orontes,,,LSch,positiv,33725,CATMA_D9BDA9B7-D085-4C1F-82F7-3E0BFC684025,9,Emotionen der Zuneigung,positiv,33687,Liebe,"ich bete einen an, der mich verachtet.","['ich', 'bete', 'einen', 'an', ',', 'der', 'mich', 'verachtet', '.']",
214,orontes,,,,,LSch,negativ,33724,CATMA_A755CB53-A348-4E0D-8326-116340AAB17B,8,Emotionen der Ablehnung,negativ,33687,Abscheu,"ich bete einen an, der mich verachtet","['ich', 'bete', 'einen', 'an', ',', 'der', 'mich', 'verachtet']",
215,,,,,,LSch,positiv,34160,CATMA_456F53BC-3032-462E-B516-A30F3959524D,33,Emotionen der Zuneigung,positiv,33977,Verehrung,"Gebt euch einmahl zufrieden, schönste Printzeßin, und laßet euch nicht mißfallen, euren getreuen Sclaven, der beÿ euren Füßen auf seinen Knien lieget, gehör und Glauben zu ertheilen.
","['Gebt', 'euch', 'einmahl', 'zufrieden', ',', 'schönste', 'Printzeßin', ',', 'und', 'laßet', 'euch', 'nicht', 'mißfallen', ',', 'euren', 'getreuen', 'Sclaven', ',', 'der', 'beÿ', 'euren', 'Füßen', 'auf', 'seinen', 'Knien', 'lieget', ',', 'gehör', 'und', 'Glauben', 'zu', 'ertheilen', '.']",
216,,,,,,LSch,positiv,34415,CATMA_B564E472-8A14-4622-96B5-136393A49450,19,Emotionen der Freude,positiv,34331,Freude,"Ach Hali! Wie offt wolte ich dich davor küßen, wan du mir dieses zu Wege bringtest! ","['Ach', 'Hali', '!', 'Wie', 'offt', 'wolte', 'ich', 'dich', 'davor', 'küßen', ',', 'wan', 'du', 'mir', 'dieses', 'zu', 'Wege', 'bringtest', '!']",
217,,,,,,LSch,negativ,34573,CATMA_15419F83-47BB-4E1B-93E9-97438ED00EC9,8,Emotionen des Leids,negativ,34523,Leid,"und mich meiner Schmertzen dadurch zu entledigen?
","['und', 'mich', 'meiner', 'Schmertzen', 'dadurch', 'zu', 'entledigen', '?']",
218,,,,,,LSch,positiv,34890,CATMA_FCE3E5F1-0643-4A98-8E4C-D432D2E93CF9,38,Emotionen der Zuneigung,positiv,34657,Verehrung,"Ihr werdet heute durch ein wohlerfundenes Geheimnüß, welches ich in Egÿpten noch in meinen Kinder Jahren erlernet, den Orontes nicht allein als euren Bräutigam umpfangen, sondern ihm auch in einen demüthigen Diener verwandelt sehen.
","['Ihr', 'werdet', 'heute', 'durch', 'ein', 'wohlerfundenes', 'Geheimnüß', ',', 'welches', 'ich', 'in', 'Egÿpten', 'noch', 'in', 'meinen', 'Kinder', 'Jahren', 'erlernet', ',', 'den', 'Orontes', 'nicht', 'allein', 'als', 'euren', 'Bräutigam', 'umpfangen', ',', 'sondern', 'ihm', 'auch', 'in', 'einen', 'demüthigen', 'Diener', 'verwandelt', 'sehen', '.']",
219,,,,,,LSch,Emotionale Bewegtheit,34926,CATMA_5F897DF1-3FCC-4D93-9E26-3BF5B98E4FF9,6,Emotionale Bewegtheit,Emotionale Bewegtheit,34900,Emotionale Bewegtheit,Ach du vexirest mich Hali!,"['Ach', 'du', 'vexirest', 'mich', 'Hali', '!']",
220,arsinoe,,,,,LSch,Emotionale Bewegtheit,35389,CATMA_02B69716-159A-424E-8D94-AB3459642B29,9,Emotionale Bewegtheit,Emotionale Bewegtheit,35360,Emotionale Bewegtheit,"O! Himmel, daß es wahr wäre!
","['O', '!', 'Himmel', ',', 'daß', 'es', 'wahr', 'wäre', '!']",
221,,,,,,LSch,negativ,35457,CATMA_6BD22F29-3FA7-412D-B1A9-6FEDF981FEF1_0,6,Emotionen der Angst,negativ,35433,Angst,"Ich glaube es, aber ...
","['Ich', 'glaube', 'es', ',', 'aber', '...']",
222,,,,,,LSch,negativ,35501,CATMA_6BD22F29-3FA7-412D-B1A9-6FEDF981FEF1_1,3,Emotionen der Angst,negativ,35485,Angst,"Ich fürchte ...
","['Ich', 'fürchte', '...']",
223,,,,,,LSch,negativ,35580,CATMA_6BD22F29-3FA7-412D-B1A9-6FEDF981FEF1_2,6,Emotionen der Angst,negativ,35533,Angst,"Die Ungütigkeit meines wiederwärtigen Sternes.
","['Die', 'Ungütigkeit', 'meines', 'wiederwärtigen', 'Sternes', '.']",
224,,,,,,LSch,negativ,35831,CATMA_85066F39-05D1-4A4F-8AA2-9657486D5EFF,6,Emotionen des Leids,negativ,35808,Leid,"Du tröstest mich, Hali.","['Du', 'tröstest', 'mich', ',', 'Hali', '.']",
225,,,,,,LSch,negativ,38217,CATMA_EFE79B76-D741-4D3A-BCA8-A14977FA1A35,408,Emotionen der Angst,negativ,35983,Verzweiflung,"Und ich bereite mich, das Werck auszuführen. ... Ach Liebe, was rathestu mir? Kan die unveränderliche Treue, die ich Orontes geschwohren, zulaßen, der Ungedult Raum zu geben, und aus Antrieb unerträglicher Schmertzen mir selbst das Leben zu benehmen? Würde es die Ehre gebiethen, daß ich, o Himmel! einer andern übergebe, was mir gar zu viel mein Eigen ist? Will ich brennen, eine andere zu löschen? Soll ich nach so vielfältig ausgestandener Gefahr, meinen wiedergefundenen Liebsten abtretten, und mein eigen Hertz ertödten? Kan mir solches die Lieb rathen? Will meine Beständigkeit ja darzu sagen? Nein, nein. Ist Doris schon eine Sclavin, eine Frembde, eine Ausländerin, so wird sie doch niemand heißen, um eine andere zu erhöhen, sich selbst in den Abgrund der Verzweÿfelung zu stürtzen. Es ist wahr, ich bin eine Liebhaberin, getreu und beständig, und einer solchen gebührts auch mit Gefahr des Lebens, die geliebte Person nicht in frembde Hände kommen zu laßen. Aber ich bin auch ein Königs Kind, und hochgebohrne Gemüther müßen ihr Versprechen niehmahls zurück ziehen. Es seÿ den so, ich muß Orontes dahin bewegen, der Arsinoë Verlangen zu vergnügen, habe ich auf dem wilden Meer, unter den Winden, durch Grausamkeit der See Rauber  oder von der unehrlichen Hand eines ungerechten Scharffrichters, nicht mein Leben und Schmertzen endigen können, so geschehe es durch Anschauung einer glückseligen Verbündnüß, ein freudenvolles Beÿlager wird Arsinoë aus aller Betrübnüß, und mich von der Welt reißen. Arsinoë hat mir das Leben gegeben, durch Arsinoë will ich es verliehren; es sehe alhier die Liebe, daß die Strenge eines so starcken Affects der aufrichtigen Treue und Freundschafft in einen königlichen Hertzen weichen müße, es gehe alles zu Grunde, wann nur die Ehre erhalten wird. Halt ein, unglückselige Doris, ruhe auf diesen Sandichten Boden. Laß deinen müden Leib, biß Orontes selber kommt, einiger Gemächlichkeit genießen! Freundliche Mutter, allnehrendes Erd Reich, das eine immerwehrende Fruchtbarkeit deine Gräser und Pflantzen wachsen mache, ich bitte, laß dir nicht zu wieder seÿn, daß eine liebhabende und getreue Printzeßin auf dir ihren Gliedern Ruhe und ihrer Seelen Friede verschaffe.
Fält nieder und schläft.
","['Und', 'ich', 'bereite', 'mich', ',', 'das', 'Werck', 'auszuführen', '.', '...', 'Ach', 'Liebe', ',', 'was', 'rathestu', 'mir', '?', 'Kan', 'die', 'unveränderliche', 'Treue', ',', 'die', 'ich', 'Orontes', 'geschwohren', ',', 'zulaßen', ',', 'der', 'Ungedult', 'Raum', 'zu', 'geben', ',', 'und', 'aus', 'Antrieb', 'unerträglicher', 'Schmertzen', 'mir', 'selbst', 'das', 'Leben', 'zu', 'benehmen', '?', 'Würde', 'es', 'die', 'Ehre', 'gebiethen', ',', 'daß', 'ich', ',', 'o', 'Himmel', '!', 'einer', 'andern', 'übergebe', ',', 'was', 'mir', 'gar', 'zu', 'viel', 'mein', 'Eigen', 'ist', '?', 'Will', 'ich', 'brennen', ',', 'eine', 'andere', 'zu', 'löschen', '?', 'Soll', 'ich', 'nach', 'so', 'vielfältig', 'ausgestandener', 'Gefahr', ',', 'meinen', 'wiedergefundenen', 'Liebsten', 'abtretten', ',', 'und', 'mein', 'eigen', 'Hertz', 'ertödten', '?', 'Kan', 'mir', 'solches', 'die', 'Lieb', 'rathen', '?', 'Will', 'meine', 'Beständigkeit', 'ja', 'darzu', 'sagen', '?', 'Nein', ',', 'nein', '.', 'Ist', 'Doris', 'schon', 'eine', 'Sclavin', ',', 'eine', 'Frembde', ',', 'eine', 'Ausländerin', ',', 'so', 'wird', 'sie', 'doch', 'niemand', 'heißen', ',', 'um', 'eine', 'andere', 'zu', 'erhöhen', ',', 'sich', 'selbst', 'in', 'den', 'Abgrund', 'der', 'Verzweÿfelung', 'zu', 'stürtzen', '.', 'Es', 'ist', 'wahr', ',', 'ich', 'bin', 'eine', 'Liebhaberin', ',', 'getreu', 'und', 'beständig', ',', 'und', 'einer', 'solchen', 'gebührts', 'auch', 'mit', 'Gefahr', 'des', 'Lebens', ',', 'die', 'geliebte', 'Person', 'nicht', 'in', 'frembde', 'Hände', 'kommen', 'zu', 'laßen', '.', 'Aber', 'ich', 'bin', 'auch', 'ein', 'Königs', 'Kind', ',', 'und', 'hochgebohrne', 'Gemüther', 'müßen', 'ihr', 'Versprechen', 'niehmahls', 'zurück', 'ziehen', '.', 'Es', 'seÿ', 'den', 'so', ',', 'ich', 'muß', 'Orontes', 'dahin', 'bewegen', ',', 'der', 'Arsinoë', 'Verlangen', 'zu', 'vergnügen', ',', 'habe', 'ich', 'auf', 'dem', 'wilden', 'Meer', ',', 'unter', 'den', 'Winden', ',', 'durch', 'Grausamkeit', 'der', 'See', 'Rauber', 'oder', 'von', 'der', 'unehrlichen', 'Hand', 'eines', 'ungerechten', 'Scharffrichters', ',', 'nicht', 'mein', 'Leben', 'und', 'Schmertzen', 'endigen', 'können', ',', 'so', 'geschehe', 'es', 'durch', 'Anschauung', 'einer', 'glückseligen', 'Verbündnüß', ',', 'ein', 'freudenvolles', 'Beÿlager', 'wird', 'Arsinoë', 'aus', 'aller', 'Betrübnüß', ',', 'und', 'mich', 'von', 'der', 'Welt', 'reißen', '.', 'Arsinoë', 'hat', 'mir', 'das', 'Leben', 'gegeben', ',', 'durch', 'Arsinoë', 'will', 'ich', 'es', 'verliehren', ';', 'es', 'sehe', 'alhier', 'die', 'Liebe', ',', 'daß', 'die', 'Strenge', 'eines', 'so', 'starcken', 'Affects', 'der', 'aufrichtigen', 'Treue', 'und', 'Freundschafft', 'in', 'einen', 'königlichen', 'Hertzen', 'weichen', 'müße', ',', 'es', 'gehe', 'alles', 'zu', 'Grunde', ',', 'wann', 'nur', 'die', 'Ehre', 'erhalten', 'wird', '.', 'Halt', 'ein', ',', 'unglückselige', 'Doris', ',', 'ruhe', 'auf', 'diesen', 'Sandichten', 'Boden', '.', 'Laß', 'deinen', 'müden', 'Leib', ',', 'biß', 'Orontes', 'selber', 'kommt', ',', 'einiger', 'Gemächlichkeit', 'genießen', '!', 'Freundliche', 'Mutter', ',', 'allnehrendes', 'Erd', 'Reich', ',', 'das', 'eine', 'immerwehrende', 'Fruchtbarkeit', 'deine', 'Gräser', 'und', 'Pflantzen', 'wachsen', 'mache', ',', 'ich', 'bitte', ',', 'laß', 'dir', 'nicht', 'zu', 'wieder', 'seÿn', ',', 'daß', 'eine', 'liebhabende', 'und', 'getreue', 'Printzeßin', 'auf', 'dir', 'ihren', 'Gliedern', 'Ruhe', 'und', 'ihrer', 'Seelen', 'Friede', 'verschaffe', '.', 'Fält', 'nieder', 'und', 'schläft', '.']",
226,,,,,,LSch,positiv,36060,CATMA_C69E4021-5A89-43C9-944E-6C279FE54B7B_0,7,Emotionen der Zuneigung,positiv,36032,Liebe,"Ach Liebe, was rathestu mir?","['Ach', 'Liebe', ',', 'was', 'rathestu', 'mir', '?']",
227,,,,,,LSch,positiv,36119,CATMA_C69E4021-5A89-43C9-944E-6C279FE54B7B_1,9,Emotionen der Zuneigung,positiv,36061,Liebe,"Kan die unveränderliche Treue, die ich Orontes geschwohren","['Kan', 'die', 'unveränderliche', 'Treue', ',', 'die', 'ich', 'Orontes', 'geschwohren']",
228,,,,,,LSch,positiv,36508,CATMA_C69E4021-5A89-43C9-944E-6C279FE54B7B_2,19,Emotionen der Zuneigung,positiv,36383,Liebe,"Soll ich nach so vielfältig ausgestandener Gefahr, meinen wiedergefundenen Liebsten abtretten, und mein eigen Hertz ertödten?","['Soll', 'ich', 'nach', 'so', 'vielfältig', 'ausgestandener', 'Gefahr', ',', 'meinen', 'wiedergefundenen', 'Liebsten', 'abtretten', ',', 'und', 'mein', 'eigen', 'Hertz', 'ertödten', '?']",
229,,,,,,LSch,positiv,36541,CATMA_C69E4021-5A89-43C9-944E-6C279FE54B7B_3,7,Emotionen der Zuneigung,positiv,36509,Liebe,Kan mir solches die Lieb rathen?,"['Kan', 'mir', 'solches', 'die', 'Lieb', 'rathen', '?']",
230,,,,,,LSch,positiv,36950,CATMA_C69E4021-5A89-43C9-944E-6C279FE54B7B_4,30,Emotionen der Zuneigung,positiv,36788,Liebe,"ich bin eine Liebhaberin, getreu und beständig, und einer solchen gebührts auch mit Gefahr des Lebens, die geliebte Person nicht in frembde Hände kommen zu laßen.","['ich', 'bin', 'eine', 'Liebhaberin', ',', 'getreu', 'und', 'beständig', ',', 'und', 'einer', 'solchen', 'gebührts', 'auch', 'mit', 'Gefahr', 'des', 'Lebens', ',', 'die', 'geliebte', 'Person', 'nicht', 'in', 'frembde', 'Hände', 'kommen', 'zu', 'laßen', '.']",
231,,,,,,LSch,positiv,37714,CATMA_C69E4021-5A89-43C9-944E-6C279FE54B7B_5,25,Emotionen der Zuneigung,positiv,37563,Liebe,"es sehe alhier die Liebe, daß die Strenge eines so starcken Affects der aufrichtigen Treue und Freundschafft in einen königlichen Hertzen weichen müße,","['es', 'sehe', 'alhier', 'die', 'Liebe', ',', 'daß', 'die', 'Strenge', 'eines', 'so', 'starcken', 'Affects', 'der', 'aufrichtigen', 'Treue', 'und', 'Freundschafft', 'in', 'einen', 'königlichen', 'Hertzen', 'weichen', 'müße', ',']",
232,,,,,,LSch,positiv,37488,CATMA_493B0FF4-8E0A-4DC1-A4A3-F24EE919139C,19,Emotionen der Freude,positiv,37368,Freude,"einer glückseligen Verbündnüß, ein freudenvolles Beÿlager wird Arsinoë aus aller Betrübnüß, und mich von der Welt reißen","['einer', 'glückseligen', 'Verbündnüß', ',', 'ein', 'freudenvolles', 'Beÿlager', 'wird', 'Arsinoë', 'aus', 'aller', 'Betrübnüß', ',', 'und', 'mich', 'von', 'der', 'Welt', 'reißen']",
233,,,,,,LSch,positiv,37772,CATMA_AD3B5F86-CD89-4FB2-9393-0818A154E141,52,Emotionen der Zuneigung,positiv,37490,Freundschaft,"Arsinoë hat mir das Leben gegeben, durch Arsinoë will ich es verliehren; es sehe alhier die Liebe, daß die Strenge eines so starcken Affects der aufrichtigen Treue und Freundschafft in einen königlichen Hertzen weichen müße, es gehe alles zu Grunde, wann nur die Ehre erhalten wird.","['Arsinoë', 'hat', 'mir', 'das', 'Leben', 'gegeben', ',', 'durch', 'Arsinoë', 'will', 'ich', 'es', 'verliehren', ';', 'es', 'sehe', 'alhier', 'die', 'Liebe', ',', 'daß', 'die', 'Strenge', 'eines', 'so', 'starcken', 'Affects', 'der', 'aufrichtigen', 'Treue', 'und', 'Freundschafft', 'in', 'einen', 'königlichen', 'Hertzen', 'weichen', 'müße', ',', 'es', 'gehe', 'alles', 'zu', 'Grunde', ',', 'wann', 'nur', 'die', 'Ehre', 'erhalten', 'wird', '.']",
234,,golo,,,,LSch,Emotionale Bewegtheit,38530,CATMA_B93D9E71-1EAE-4D60-8A3F-F05B80E9D08A,59,Emotionale Bewegtheit,Emotionale Bewegtheit,38244,Emotionale Bewegtheit,"Wie sich die Planeten in Himmel verändern, also thun auch die Menschen herunten auf Erden; der gestern jenes wolte, will heute dieses, der gestern weinte, will sich heute zu Todte lachen. Eine Seele, die bald traurig, bald lustig ist, die freuet sich in Friede, und schwitzet im Kriege;","['Wie', 'sich', 'die', 'Planeten', 'in', 'Himmel', 'verändern', ',', 'also', 'thun', 'auch', 'die', 'Menschen', 'herunten', 'auf', 'Erden', ';', 'der', 'gestern', 'jenes', 'wolte', ',', 'will', 'heute', 'dieses', ',', 'der', 'gestern', 'weinte', ',', 'will', 'sich', 'heute', 'zu', 'Todte', 'lachen', '.', 'Eine', 'Seele', ',', 'die', 'bald', 'traurig', ',', 'bald', 'lustig', 'ist', ',', 'die', 'freuet', 'sich', 'in', 'Friede', ',', 'und', 'schwitzet', 'im', 'Kriege', ';']",
235,golo,,,,,LSch,negativ,40371,CATMA_2474E72A-40BC-4712-AC6F-E7DB4C12CC1A,41,Emotionen der Ablehnung,negativ,40185,Ärger,"Aber schau, da ist einer der nichts will zu thun haben, der Ehrlose Sclav, damit er nicht arbeiten darff, machet er sich kranck. Hali! Hali! Hörestu nicht? Stehe auf du unbendiger Hund.
","['Aber', 'schau', ',', 'da', 'ist', 'einer', 'der', 'nichts', 'will', 'zu', 'thun', 'haben', ',', 'der', 'Ehrlose', 'Sclav', ',', 'damit', 'er', 'nicht', 'arbeiten', 'darff', ',', 'machet', 'er', 'sich', 'kranck', '.', 'Hali', '!', 'Hali', '!', 'Hörestu', 'nicht', '?', 'Stehe', 'auf', 'du', 'unbendiger', 'Hund', '.']",
236,,,,,,LSch,negativ,40440,CATMA_54D2CFAA-D02B-4BA0-8599-2C7264DA18B2,11,Emotionen des Leids,negativ,40379,Leid,Wer verstöhret meine Ruh? Wer müßgönnet mir meine Vergnügung?,"['Wer', 'verstöhret', 'meine', 'Ruh', '?', 'Wer', 'müßgönnet', 'mir', 'meine', 'Vergnügung', '?']",
237,,,,,,LSch,positiv,40440,CATMA_CFDF9EE3-2B6A-41FE-831A-85E1FD79174E,6,Emotionen der Freude,positiv,40405,Freude,Wer müßgönnet mir meine Vergnügung?,"['Wer', 'müßgönnet', 'mir', 'meine', 'Vergnügung', '?']",
238,golo,,,,,LSch,negativ,40545,CATMA_E27E4E13-8D06-466F-A808-EE33E46A8464,18,Emotionen der Ablehnung,negativ,40448,Ärger,"Was machstu Faulentzer? Stehe auf, dann das weiche Kräutter Bette ist kein Lager vor Leibeigene.
","['Was', 'machstu', 'Faulentzer', '?', 'Stehe', 'auf', ',', 'dann', 'das', 'weiche', 'Kräutter', 'Bette', 'ist', 'kein', 'Lager', 'vor', 'Leibeigene', '.']",
239,,,,,,LSch,negativ,40743,CATMA_5A2D980D-4535-4D1D-9EC1-0E59F9E21756,36,Emotionen des Leids,negativ,40553,Leid,"Laß mich, lieber Freund Golo, ach laß mich zu frieden, ich bin von bitterer Bemühung schläfrig worden, und habe mich deßwegen ein wenig außzurasten, in die Schooß der Kräuter niedergeleget.
","['Laß', 'mich', ',', 'lieber', 'Freund', 'Golo', ',', 'ach', 'laß', 'mich', 'zu', 'frieden', ',', 'ich', 'bin', 'von', 'bitterer', 'Bemühung', 'schläfrig', 'worden', ',', 'und', 'habe', 'mich', 'deßwegen', 'ein', 'wenig', 'außzurasten', ',', 'in', 'die', 'Schooß', 'der', 'Kräuter', 'niedergeleget', '.']",
240,doris,,,,,LSch,positiv,40581,CATMA_A167BC5B-93E1-4265-B53B-802F1A092D61,3,Emotionen der Zuneigung,positiv,40563,Freundschaft,lieber Freund Golo,"['lieber', 'Freund', 'Golo']","['Abscheu', 'nur auf Sprachebene']"
