,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
787,irene,,,,,CE,positiv,172342,CATMA_D24772BF-A47C-4195-8AFF-214D42D8C9E7,10,Emotionen der Zuneigung,positiv,172294,Liebe,"Nun weiß ich von keiner fessel als ewrer liebe.
","['Nun', 'weiß', 'ich', 'von', 'keiner', 'fessel', 'als', 'ewrer', 'liebe', '.']",
788,,,,,,CE,negativ,172416,CATMA_A3C60358-D965-4357-BB35-75018A432F7E,14,Emotionen des Leids,negativ,172350,Leid,"Nun weiß ich von keinen schmertzen, in dem ich euch befrewet sehe.","['Nun', 'weiß', 'ich', 'von', 'keinen', 'schmertzen', ',', 'in', 'dem', 'ich', 'euch', 'befrewet', 'sehe', '.']",
789,,,,,,CE,positiv,172632,CATMA_4CFD31CE-3298-4C13-B4EC-DFC00F5A7AA1,8,Emotionen der Freude,positiv,172577,Freude,"Bedanckhe mich gehorsambist für dise vnverdiente gnad.
","['Bedanckhe', 'mich', 'gehorsambist', 'für', 'dise', 'vnverdiente', 'gnad', '.']",
790,,honoria,,,,CE,negativ,173926,CATMA_E126E255-1B8E-462E-862C-7DA2157A31CC,9,Emotionen der Angst,negativ,173870,Angst,Der schröckhen diser welt wird keinen mehr erschröckhen.,"['Der', 'schröckhen', 'diser', 'welt', 'wird', 'keinen', 'mehr', 'erschröckhen', '.']",
791,,ondego,attila,,,CE,negativ,173987,CATMA_F9FEB0A5-DCA5-4D78-805C-2D3072F7E03D,9,Emotionen der Angst,negativ,173936,Angst,"Sein nahm wird keinem mehr hinfüro forchtsam sein.
","['Sein', 'nahm', 'wird', 'keinem', 'mehr', 'hinfüro', 'forchtsam', 'sein', '.']",
0,,,,,,VH,negativ,1080,CATMA_D71FEA9C-B653-426D-96C8-7DB842A989FC,28,Emotionen der Angst,negativ,907,Angst,"Also müßen gleich diesem alle Könige der Welt, Attilae Sclauen werdten, also muß die gesamte Erden Kugel unsere Irrdische gottheit anbeten und ob unserer Tapfferkeit erbeben","['Also', 'müßen', 'gleich', 'diesem', 'alle', 'Könige', 'der', 'Welt', ',', 'Attilae', 'Sclauen', 'werdten', ',', 'also', 'muß', 'die', 'gesamte', 'Erden', 'Kugel', 'unsere', 'Irrdische', 'gottheit', 'anbeten', 'und', 'ob', 'unserer', 'Tapfferkeit', 'erbeben']",
1,attila,,,,,VH,positiv,1708,CATMA_E694B96B-2069-48C4-8854-07C7B9C7DD2E,15,Emotionen der Freude,positiv,1626,Schadenfreude,"Unter diese würdigste rechnestu dich sonder Zweiffel auch mit, ist dem nicht also?","['Unter', 'diese', 'würdigste', 'rechnestu', 'dich', 'sonder', 'Zweiffel', 'auch', 'mit', ',', 'ist', 'dem', 'nicht', 'also', '?']",
2,,,,,,VH,negativ,2423,CATMA_AA23010F-C724-41BB-A86A-7916D680069A,19,Emotionen der Angst,negativ,2297,Angst,"Nimmermehr wirstu dich nicht wüterich rühmen können, das Theodoricus seinen Rücken dir zu einen fußschemel unterbreitet habe.
","['Nimmermehr', 'wirstu', 'dich', 'nicht', 'wüterich', 'rühmen', 'können', ',', 'das', 'Theodoricus', 'seinen', 'Rücken', 'dir', 'zu', 'einen', 'fußschemel', 'unterbreitet', 'habe', '.']",
3,,,,,,VH,negativ,2618,CATMA_A55A8CD0-70BA-4A46-833E-C42AFEAA4B47,34,Emotionen der Ablehnung,negativ,2432,Ärger,"Holla. Redet man also dem Jenigen, welcher bloßer anblick länder und König Reiche, ja dessen bloß angehörter Nahm alle theile der Welt und fast den Himmel selbst mit schrecken anfüllet.
","['Holla', '.', 'Redet', 'man', 'also', 'dem', 'Jenigen', ',', 'welcher', 'bloßer', 'anblick', 'länder', 'und', 'König', 'Reiche', ',', 'ja', 'dessen', 'bloß', 'angehörter', 'Nahm', 'alle', 'theile', 'der', 'Welt', 'und', 'fast', 'den', 'Himmel', 'selbst', 'mit', 'schrecken', 'anfüllet', '.']",
4,,,,,,VH,negativ,2958,CATMA_3EDFB1B8-AF0F-47E8-A65B-DDA34D49AE85,53,Emotionen der Ablehnung,negativ,2632,Abscheu,"Also rede ich mit dem jenigen, welcher mit beÿhülff eines aufrührischen Pöbelß nicht alß ein Soldat, sondern alß ein Raub gieriger Tÿrann frembder Völcker herrschafften und länder sich bemächtigt und gegen die überwundene nicht alß ein sieges held, sondern alß ein unuernünfftig und unmittleÿden loses thier zu wütden pflegt.
","['Also', 'rede', 'ich', 'mit', 'dem', 'jenigen', ',', 'welcher', 'mit', 'beÿhülff', 'eines', 'aufrührischen', 'Pöbelß', 'nicht', 'alß', 'ein', 'Soldat', ',', 'sondern', 'alß', 'ein', 'Raub', 'gieriger', 'Tÿrann', 'frembder', 'Völcker', 'herrschafften', 'und', 'länder', 'sich', 'bemächtigt', 'und', 'gegen', 'die', 'überwundene', 'nicht', 'alß', 'ein', 'sieges', 'held', ',', 'sondern', 'alß', 'ein', 'unuernünfftig', 'und', 'unmittleÿden', 'loses', 'thier', 'zu', 'wütden', 'pflegt', '.']",
5,,,,,,VH,negativ,3205,CATMA_F17D03AE-8C0F-49AE-8712-710876ECC8C5,41,Emotionen der Ablehnung,negativ,2967,Ärger,"Eÿ dieses ist zuuiell gesaget von einem Sclauen gegen einen König aller könige, man bringe ihm alsobald von hinnen, und lasse ihn lebendig verbrennen, allen,  welche unsere geboth wiederstreben wollen, zu einer Erschrökung und beÿspiell.
","['Eÿ', 'dieses', 'ist', 'zuuiell', 'gesaget', 'von', 'einem', 'Sclauen', 'gegen', 'einen', 'König', 'aller', 'könige', ',', 'man', 'bringe', 'ihm', 'alsobald', 'von', 'hinnen', ',', 'und', 'lasse', 'ihn', 'lebendig', 'verbrennen', ',', 'allen', ',', 'welche', 'unsere', 'geboth', 'wiederstreben', 'wollen', ',', 'zu', 'einer', 'Erschrökung', 'und', 'beÿspiell', '.']",
6,,,,,,VH,positiv,3205,CATMA_7AB47BFC-E65D-4F3D-8348-5AE883AFD15F,41,Emotionen der Freude,positiv,2967,Schadenfreude,"Eÿ dieses ist zuuiell gesaget von einem Sclauen gegen einen König aller könige, man bringe ihm alsobald von hinnen, und lasse ihn lebendig verbrennen, allen,  welche unsere geboth wiederstreben wollen, zu einer Erschrökung und beÿspiell.
","['Eÿ', 'dieses', 'ist', 'zuuiell', 'gesaget', 'von', 'einem', 'Sclauen', 'gegen', 'einen', 'König', 'aller', 'könige', ',', 'man', 'bringe', 'ihm', 'alsobald', 'von', 'hinnen', ',', 'und', 'lasse', 'ihn', 'lebendig', 'verbrennen', ',', 'allen', ',', 'welche', 'unsere', 'geboth', 'wiederstreben', 'wollen', ',', 'zu', 'einer', 'Erschrökung', 'und', 'beÿspiell', '.']",
7,theodoricus,,,,,VH,negativ,3311,CATMA_635DDCB3-5B97-425F-A214-56913DA99882,16,Emotionen der Ablehnung,negativ,3219,Ärger,"O du ungeheüer aller grausamkeit, du, von den furien und keinen Menschen erzeigte Misgeburth","['O', 'du', 'ungeheüer', 'aller', 'grausamkeit', ',', 'du', ',', 'von', 'den', 'furien', 'und', 'keinen', 'Menschen', 'erzeigte', 'Misgeburth']",
8,attila,,,,,VH,negativ,3379,CATMA_6B793089-1516-457D-9B89-824DDB7094FD,10,Emotionen der Ablehnung,negativ,3322,Ärger,"Wie ist man so saumseelig in vollziehung meines befehlß?
","['Wie', 'ist', 'man', 'so', 'saumseelig', 'in', 'vollziehung', 'meines', 'befehlß', '?']",
9,,,,,,VH,negativ,3657,CATMA_AFC09BD7-3801-4692-876D-C3CDE3BD96FC,25,Emotionen der Angst,negativ,3516,Angst,"Der tod in waß für grausammere gestalt Er mir auch begegnet, wirdt mir angenehmer seÿn alß das leben der Sclauereÿ eineß solchen wütderichs.
","['Der', 'tod', 'in', 'waß', 'für', 'grausammere', 'gestalt', 'Er', 'mir', 'auch', 'begegnet', ',', 'wirdt', 'mir', 'angenehmer', 'seÿn', 'alß', 'das', 'leben', 'der', 'Sclauereÿ', 'eineß', 'solchen', 'wütderichs', '.']",
10,,,,,,VH,positiv,4685,CATMA_9FDB2AA1-6406-480C-8329-E464F7AED81D,106,Emotionen der Freude,positiv,4037,Freude,"So recht Attilens füsse sind würdig durch Eure gecrönte Staffel auf den thron der besiegten welt zu schreiten. Die hochwachsende lillien deß stoltzen franckreichs haben wir unter unsere füsse getretten und das gantze Europa fast eher besiegt als bestritten. Der Römische Adler allein will seine flügl durch unsere gewalt ihm nicht wollen binden lassen, jedoch soll die vermählung mit Honoria deß keÿsers schwester uns bald einen weg bahnen  die Königs Crone auf unser haupt zubringen. Denn sobaldt wir mit Honoria getrauet, soll Valentinianus der Keÿser ermordet werden, wer wirdt alsdenn den Römischen Scepter unß streitig zu machen sich erkühnen.","['So', 'recht', 'Attilens', 'füsse', 'sind', 'würdig', 'durch', 'Eure', 'gecrönte', 'Staffel', 'auf', 'den', 'thron', 'der', 'besiegten', 'welt', 'zu', 'schreiten', '.', 'Die', 'hochwachsende', 'lillien', 'deß', 'stoltzen', 'franckreichs', 'haben', 'wir', 'unter', 'unsere', 'füsse', 'getretten', 'und', 'das', 'gantze', 'Europa', 'fast', 'eher', 'besiegt', 'als', 'bestritten', '.', 'Der', 'Römische', 'Adler', 'allein', 'will', 'seine', 'flügl', 'durch', 'unsere', 'gewalt', 'ihm', 'nicht', 'wollen', 'binden', 'lassen', ',', 'jedoch', 'soll', 'die', 'vermählung', 'mit', 'Honoria', 'deß', 'keÿsers', 'schwester', 'uns', 'bald', 'einen', 'weg', 'bahnen', 'die', 'Königs', 'Crone', 'auf', 'unser', 'haupt', 'zubringen', '.', 'Denn', 'sobaldt', 'wir', 'mit', 'Honoria', 'getrauet', ',', 'soll', 'Valentinianus', 'der', 'Keÿser', 'ermordet', 'werden', ',', 'wer', 'wirdt', 'alsdenn', 'den', 'Römischen', 'Scepter', 'unß', 'streitig', 'zu', 'machen', 'sich', 'erkühnen', '.']",
11,attila,,,,,VH,negativ,4805,CATMA_B3ECACC6-56C2-4C10-823B-253618BDFE6E,20,Emotionen der Ablehnung,negativ,4685,Ärger, Aber waß für ein abscheulicher Comet Stern ist dieses. Er breitet seinen dunkel strahlenden schweiff über unser gezelt.,"['Aber', 'waß', 'für', 'ein', 'abscheulicher', 'Comet', 'Stern', 'ist', 'dieses', '.', 'Er', 'breitet', 'seinen', 'dunkel', 'strahlenden', 'schweiff', 'über', 'unser', 'gezelt', '.']",
12,,,,,,VH,negativ,5691,CATMA_AF476434-2734-451A-8A1C-FAC774606CE4,50,Emotionen der Ablehnung,negativ,5348,Ärger,"O torrechte wahnsinnikeiten, solte ein leben loses geschöpff die krafft haben dem Jenigen dem Todt zuthrohen, deßen Vnvmbschränckliche gewalt und dapferkeit selbst mit seinen donner gewaffneten Jupiter forcht vndt eÿfersucht vervrsachet. Soll der vor welchen alle sterbliche sich entsezen heute selbst die wermuth der sterblichkeit verkosten.
","['O', 'torrechte', 'wahnsinnikeiten', ',', 'solte', 'ein', 'leben', 'loses', 'geschöpff', 'die', 'krafft', 'haben', 'dem', 'Jenigen', 'dem', 'Todt', 'zuthrohen', ',', 'deßen', 'Vnvmbschränckliche', 'gewalt', 'und', 'dapferkeit', 'selbst', 'mit', 'seinen', 'donner', 'gewaffneten', 'Jupiter', 'forcht', 'vndt', 'eÿfersucht', 'vervrsachet', '.', 'Soll', 'der', 'vor', 'welchen', 'alle', 'sterbliche', 'sich', 'entsezen', 'heute', 'selbst', 'die', 'wermuth', 'der', 'sterblichkeit', 'verkosten', '.']",
13,,,,,,VH,negativ,5691,CATMA_86ADE364-237F-44AA-B404-2948F6440487,50,Emotionen der Angst,negativ,5348,Angst,"O torrechte wahnsinnikeiten, solte ein leben loses geschöpff die krafft haben dem Jenigen dem Todt zuthrohen, deßen Vnvmbschränckliche gewalt und dapferkeit selbst mit seinen donner gewaffneten Jupiter forcht vndt eÿfersucht vervrsachet. Soll der vor welchen alle sterbliche sich entsezen heute selbst die wermuth der sterblichkeit verkosten.
","['O', 'torrechte', 'wahnsinnikeiten', ',', 'solte', 'ein', 'leben', 'loses', 'geschöpff', 'die', 'krafft', 'haben', 'dem', 'Jenigen', 'dem', 'Todt', 'zuthrohen', ',', 'deßen', 'Vnvmbschränckliche', 'gewalt', 'und', 'dapferkeit', 'selbst', 'mit', 'seinen', 'donner', 'gewaffneten', 'Jupiter', 'forcht', 'vndt', 'eÿfersucht', 'vervrsachet', '.', 'Soll', 'der', 'vor', 'welchen', 'alle', 'sterbliche', 'sich', 'entsezen', 'heute', 'selbst', 'die', 'wermuth', 'der', 'sterblichkeit', 'verkosten', '.']",
14,attila,,,,,VH,positiv,5898,CATMA_D6EAD163-CA76-457B-BD22-864387910D21,25,Emotionen der Freude,positiv,5753,Schadenfreude,"Vndt waß Vrtheillest du dan auß dem lauff der sterne von deinen Todt soll selber kürtzlich oder langsam, gewaltsam oder natürlich dier begegnen?
","['Vndt', 'waß', 'Vrtheillest', 'du', 'dan', 'auß', 'dem', 'lauff', 'der', 'sterne', 'von', 'deinen', 'Todt', 'soll', 'selber', 'kürtzlich', 'oder', 'langsam', ',', 'gewaltsam', 'oder', 'natürlich', 'dier', 'begegnen', '?']",
15,attila,,,,,VH,negativ,6182,CATMA_C0B3983F-17F6-4797-B855-3717FADB0924,42,Emotionen der Ablehnung,negativ,5945,Ärger,"Dir zu bezeigen, das das gestürn sambt dir lige, sollstu noch heute Vndt zwar eines gewaltsammen Todtes sterben, Holla  ihr Soldaten greiffet ihm, Vndt lasset ihm also bald sein Mond= Vndt gestirn=sichtiges Haubt zu seinen füssen legen.
","['Dir', 'zu', 'bezeigen', ',', 'das', 'das', 'gestürn', 'sambt', 'dir', 'lige', ',', 'sollstu', 'noch', 'heute', 'Vndt', 'zwar', 'eines', 'gewaltsammen', 'Todtes', 'sterben', ',', 'Holla', 'ihr', 'Soldaten', 'greiffet', 'ihm', ',', 'Vndt', 'lasset', 'ihm', 'also', 'bald', 'sein', 'Mond=', 'Vndt', 'gestirn=sichtiges', 'Haubt', 'zu', 'seinen', 'füssen', 'legen', '.']",
16,attila,,,,,VH,positiv,6182,CATMA_597D99A6-AFD1-4FE1-945F-BC133A06D054,42,Emotionen der Freude,positiv,5945,Schadenfreude,"Dir zu bezeigen, das das gestürn sambt dir lige, sollstu noch heute Vndt zwar eines gewaltsammen Todtes sterben, Holla  ihr Soldaten greiffet ihm, Vndt lasset ihm also bald sein Mond= Vndt gestirn=sichtiges Haubt zu seinen füssen legen.
","['Dir', 'zu', 'bezeigen', ',', 'das', 'das', 'gestürn', 'sambt', 'dir', 'lige', ',', 'sollstu', 'noch', 'heute', 'Vndt', 'zwar', 'eines', 'gewaltsammen', 'Todtes', 'sterben', ',', 'Holla', 'ihr', 'Soldaten', 'greiffet', 'ihm', ',', 'Vndt', 'lasset', 'ihm', 'also', 'bald', 'sein', 'Mond=', 'Vndt', 'gestirn=sichtiges', 'Haubt', 'zu', 'seinen', 'füssen', 'legen', '.']",
17,philistenes,,,,,VH,negativ,6326,CATMA_0FA7A1D3-D4DD-4BD1-8ED0-ABB61ACDA248,21,Emotionen der Angst,negativ,6196,Angst,"Dise Vngerechtigkeit ô Attila! mit der du gegen mir verfahrest, wird deinen wohlverdienten Todt villmehr befördern als verhindern.","['Dise', 'Vngerechtigkeit', 'ô', 'Attila', '!', 'mit', 'der', 'du', 'gegen', 'mir', 'verfahrest', ',', 'wird', 'deinen', 'wohlverdienten', 'Todt', 'villmehr', 'befördern', 'als', 'verhindern', '.']",
18,attila,,philistenes,,,VH,negativ,6396,CATMA_1527A080-7BD8-4AC7-B192-BA6D0F45C08D,10,Emotionen der Ablehnung,negativ,6336,Ärger,"Kein worth mehr, man vollführe augenblicklich vnsern befehl.","['Kein', 'worth', 'mehr', ',', 'man', 'vollführe', 'augenblicklich', 'vnsern', 'befehl', '.']",
19,attila,,,,,VH,positiv,6900,CATMA_4A540454-748B-4B2D-BC89-12F13506A4A8,7,Emotionen der Freude,positiv,6848,Freude,"Aber hier kombt meine Hertzenserquickhung Lerianna.
","['Aber', 'hier', 'kombt', 'meine', 'Hertzenserquickhung', 'Lerianna', '.']",
20,,,,,,VH,positiv,7173,CATMA_2B170B76-1C40-41E9-A103-2FE228CF6534,37,Emotionen der Zuneigung,positiv,6935,Verehrung,"Mächtiger welt bezwünger. Hier erscheinet Lerianna vor dem gnaden Thron ewer Vnüberwindlichen Maÿestät sich zu vernaygen, vnd euch als ein einzige Gottheit, welche sie in den liebes=tempel ihrers Hertzens anbettet demüttigst zu verehren.
","['Mächtiger', 'welt', 'bezwünger', '.', 'Hier', 'erscheinet', 'Lerianna', 'vor', 'dem', 'gnaden', 'Thron', 'ewer', 'Vnüberwindlichen', 'Maÿestät', 'sich', 'zu', 'vernaygen', ',', 'vnd', 'euch', 'als', 'ein', 'einzige', 'Gottheit', ',', 'welche', 'sie', 'in', 'den', 'liebes=tempel', 'ihrers', 'Hertzens', 'anbettet', 'demüttigst', 'zu', 'verehren', '.']",
21,,,,,,VH,positiv,7288,CATMA_B0578966-EB11-46EB-A4A0-20687AD65C18_0,17,Emotionen der Zuneigung,positiv,7205,Liebe,"Eine solche schönheit als die ewrige, Meine seel kan sich wol einen Gott zu lieben,","['Eine', 'solche', 'schönheit', 'als', 'die', 'ewrige', ',', 'Meine', 'seel', 'kan', 'sich', 'wol', 'einen', 'Gott', 'zu', 'lieben', ',']",
22,,,,,,VH,positiv,7518,CATMA_B0578966-EB11-46EB-A4A0-20687AD65C18_1,32,Emotionen der Zuneigung,positiv,7323,Liebe,"Machet mich meine Tapfferkeit dem Gott Mars gleich, So machet euch ewere Göttliche schönheit zu einer Venus. Lasse vns derowegen vnsere Hertzen gleich den ihrigen durch ewige liebe vereinbahren.
","['Machet', 'mich', 'meine', 'Tapfferkeit', 'dem', 'Gott', 'Mars', 'gleich', ',', 'So', 'machet', 'euch', 'ewere', 'Göttliche', 'schönheit', 'zu', 'einer', 'Venus', '.', 'Lasse', 'vns', 'derowegen', 'vnsere', 'Hertzen', 'gleich', 'den', 'ihrigen', 'durch', 'ewige', 'liebe', 'vereinbahren', '.']",
23,attila,,lerianna,,,VH,positiv,7322,CATMA_A20E3434-E1B2-4B71-A320-C15F2601C304,5,Emotionen der Zuneigung,positiv,7289,Verehrung,nicht aber anzubetten ernidrigen.,"['nicht', 'aber', 'anzubetten', 'ernidrigen', '.']",
24,,,,,,VH,positiv,7636,CATMA_0857C07F-BC16-4A5D-8243-58805A7BCE61,20,Emotionen der Zuneigung,positiv,7529,Liebe,"O das Eüer Mayestät liebe so heis brennend als die meinige wäre, wie überglüklich wurde ich mich schätzen.
","['O', 'das', 'Eüer', 'Mayestät', 'liebe', 'so', 'heis', 'brennend', 'als', 'die', 'meinige', 'wäre', ',', 'wie', 'überglüklich', 'wurde', 'ich', 'mich', 'schätzen', '.']",
25,attila,,,,,VH,positiv,7690,CATMA_08B3A686-6A8A-4364-94A3-A64B724939AB,7,Emotionen der Zuneigung,positiv,7645,Liebe,"Zweifflet nicht daran mein werthistes leben.
","['Zweifflet', 'nicht', 'daran', 'mein', 'werthistes', 'leben', '.']",
26,,,,,,VH,negativ,7821,CATMA_F6F3A847-0A1F-4B45-9A69-965B6F9486AC,20,Emotionen des Leids,negativ,7701,Leid,"Wie solte ich nicht zweifflen, indem ewere Maÿestät eine andere schönheit zu dero liebsten vnd gemahlin erwehlet haben.
","['Wie', 'solte', 'ich', 'nicht', 'zweifflen', ',', 'indem', 'ewere', 'Maÿestät', 'eine', 'andere', 'schönheit', 'zu', 'dero', 'liebsten', 'vnd', 'gemahlin', 'erwehlet', 'haben', '.']",
27,,,,,,VH,negativ,7821,CATMA_5033E449-7D44-4F95-AA89-1BD6E204860D,20,Emotionen der Angst,negativ,7701,Angst,"Wie solte ich nicht zweifflen, indem ewere Maÿestät eine andere schönheit zu dero liebsten vnd gemahlin erwehlet haben.
","['Wie', 'solte', 'ich', 'nicht', 'zweifflen', ',', 'indem', 'ewere', 'Maÿestät', 'eine', 'andere', 'schönheit', 'zu', 'dero', 'liebsten', 'vnd', 'gemahlin', 'erwehlet', 'haben', '.']",
28,attila,,lerianna,,,VH,positiv,7971,CATMA_B39C4536-D3B7-4B39-BFD7-1A3A9C69289F,22,Emotionen der Zuneigung,positiv,7830,Liebe,"Vnzeitige Eÿffersucht! wisset ô Liebste das vnter Grossen Potentaten vill mehr beÿlager auß stantts Vrsachen alß auß liebe gestüftet werden.
","['Vnzeitige', 'Eÿffersucht', '!', 'wisset', 'ô', 'Liebste', 'das', 'vnter', 'Grossen', 'Potentaten', 'vill', 'mehr', 'beÿlager', 'auß', 'stantts', 'Vrsachen', 'alß', 'auß', 'liebe', 'gestüftet', 'werden', '.']",
29,attila,,lerianna,,,VH,negativ,7971,CATMA_F37131B9-A64A-4315-A7BC-5B049850ECC9,22,Emotionen des Leids,negativ,7830,Mitleid,"Vnzeitige Eÿffersucht! wisset ô Liebste das vnter Grossen Potentaten vill mehr beÿlager auß stantts Vrsachen alß auß liebe gestüftet werden.
","['Vnzeitige', 'Eÿffersucht', '!', 'wisset', 'ô', 'Liebste', 'das', 'vnter', 'Grossen', 'Potentaten', 'vill', 'mehr', 'beÿlager', 'auß', 'stantts', 'Vrsachen', 'alß', 'auß', 'liebe', 'gestüftet', 'werden', '.']",
30,attila,,honoria,,,VH,positiv,7971,CATMA_A8929CA4-808B-4EF1-B4FF-0ABB59436CCA,15,Emotionen der Zuneigung,positiv,7874,Liebe,"vnter Grossen Potentaten vill mehr beÿlager auß stantts Vrsachen alß auß liebe gestüftet werden.
","['vnter', 'Grossen', 'Potentaten', 'vill', 'mehr', 'beÿlager', 'auß', 'stantts', 'Vrsachen', 'alß', 'auß', 'liebe', 'gestüftet', 'werden', '.']",
31,attila,lerianna,honoria,,,VH,positiv,8151,CATMA_9E8D0F49-5886-4784-8177-D96B6C6C466B,27,Emotionen der Zuneigung,positiv,7982,Liebe,"Eine so vollkommene schönheit, welche Honoria zu besizen gerühmet wird, scheinet nicht allein ewer Vermählung, sondern auch ewer wahrhafften liebe höchstwürdig zu sein.
","['Eine', 'so', 'vollkommene', 'schönheit', ',', 'welche', 'Honoria', 'zu', 'besizen', 'gerühmet', 'wird', ',', 'scheinet', 'nicht', 'allein', 'ewer', 'Vermählung', ',', 'sondern', 'auch', 'ewer', 'wahrhafften', 'liebe', 'höchstwürdig', 'zu', 'sein', '.']",
32,attila,,lerianna,,,VH,positiv,8258,CATMA_857409DD-FB91-42C6-8BF8-8D33EC77C086_0,17,Emotionen der Zuneigung,positiv,8160,Liebe,"Nein Lerianna, ihre schönheit seÿ so liebreizend, ia noch liebreizender als sie beschrieben würd, ","['Nein', 'Lerianna', ',', 'ihre', 'schönheit', 'seÿ', 'so', 'liebreizend', ',', 'ia', 'noch', 'liebreizender', 'als', 'sie', 'beschrieben', 'würd', ',']",
33,attila,,lerianna,,,VH,positiv,8345,CATMA_857409DD-FB91-42C6-8BF8-8D33EC77C086_1,10,Emotionen der Zuneigung,positiv,8292,Liebe,"ihr aber den genus meiner königin vnd gemahlin haben,","['ihr', 'aber', 'den', 'genus', 'meiner', 'königin', 'vnd', 'gemahlin', 'haben', ',']",
34,attila,,,,,VH,positiv,8291,CATMA_DAFCC459-B11D-4D62-B053-9D079007DAB5,8,Emotionen der Zuneigung,positiv,8258,Liebe,"so soll sie doch bloß den nahmen,","['so', 'soll', 'sie', 'doch', 'bloß', 'den', 'nahmen', ',']",
35,,,,,,VH,negativ,9020,CATMA_60D4D3FB-0DA4-4EF2-B212-008EB47FB997,26,Emotionen der Ablehnung,negativ,8903,Ärger,"Waß nein? wilstu mich lugenstraffen? Ich sag dir halt das Maul, oder ich gib dir eine, die einen halben Zentner wegt,","['Waß', 'nein', '?', 'wilstu', 'mich', 'lugenstraffen', '?', 'Ich', 'sag', 'dir', 'halt', 'das', 'Maul', ',', 'oder', 'ich', 'gib', 'dir', 'eine', ',', 'die', 'einen', 'halben', 'Zentner', 'wegt', ',']",
36,,,,,,VH,negativ,9237,CATMA_6E5782DA-AF9C-4C4E-9CD8-48E7FA303692,12,Emotionen der Ablehnung,negativ,9174,Ärger,"Wie kanstu laugnen, das ich dich Gebunden vnd hieher geführet.
","['Wie', 'kanstu', 'laugnen', ',', 'das', 'ich', 'dich', 'Gebunden', 'vnd', 'hieher', 'geführet', '.']",
37,,,,,,VH,positiv,9479,CATMA_5B75BDEC-5A56-402D-BC93-06DD067C2367,20,Emotionen der Zuneigung,positiv,9372,Verehrung,"wan nicht der streithbahre Arsantes, dessen Heldenmueth ob er schon mein feind ist, ich dennoch rühmen muß,","['wan', 'nicht', 'der', 'streithbahre', 'Arsantes', ',', 'dessen', 'Heldenmueth', 'ob', 'er', 'schon', 'mein', 'feind', 'ist', ',', 'ich', 'dennoch', 'rühmen', 'muß', ',']",
38,,,,,,VH,negativ,9685,CATMA_5314F691-8D6E-49E9-9637-59162F69BE66,27,Emotionen der Ablehnung,negativ,9562,Ärger,"Warte du kerl, ich muß ein wenig mit dir Philosophiren. Sag mir wahrestu nicht, Ehe ich dich gebunden hab, frey vnd lädig?
","['Warte', 'du', 'kerl', ',', 'ich', 'muß', 'ein', 'wenig', 'mit', 'dir', 'Philosophiren', '.', 'Sag', 'mir', 'wahrestu', 'nicht', ',', 'Ehe', 'ich', 'dich', 'gebunden', 'hab', ',', 'frey', 'vnd', 'lädig', '?']",
39,,,,,,VH,negativ,9926,CATMA_DCC5E740-87BB-48CB-BA93-251211E53E41,22,Emotionen der Ablehnung,negativ,9816,Ärger,"Ergo hab ich dich, als dich gebunden auch gefangen genohmen, antworte mir in forma. Hörstu es du Lumpenhundt.
","['Ergo', 'hab', 'ich', 'dich', ',', 'als', 'dich', 'gebunden', 'auch', 'gefangen', 'genohmen', ',', 'antworte', 'mir', 'in', 'forma', '.', 'Hörstu', 'es', 'du', 'Lumpenhundt', '.']",
40,attila,,,Ereignis,negativ,VH,Emotionale Bewegtheit,10746,CATMA_09AB8D14-BE36-416C-9047-61E3C368B2A1,13,Emotionale Bewegtheit,negativ,10678,Emotionale Bewegtheit,"Wie? ist Honoria den wüttenden meeres wehlen zu einen raube worden?
","['Wie', '?', 'ist', 'Honoria', 'den', 'wüttenden', 'meeres', 'wehlen', 'zu', 'einen', 'raube', 'worden', '?']",
41,attila,,,Ereignis,,VH,negativ,11006,CATMA_CB61473C-B81B-4586-89C1-62FA1307B661,8,Emotionen des Leids,negativ,10956,Leid,"O für meine liebe allzu unglükhseelig Potschafft!
","['O', 'für', 'meine', 'liebe', 'allzu', 'unglükhseelig', 'Potschafft', '!']",
42,,,,,,VH,positiv,11057,CATMA_43FA4121-ACDC-45DE-97A0-09F21BE433EE,7,Emotionen der Freude,positiv,11017,Freude,"O für mein Hertz allzubeglükte Zeitung.
","['O', 'für', 'mein', 'Hertz', 'allzubeglükte', 'Zeitung', '.']",
