,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
334,villanella,,,,,,ER,negativ,78709,CATMA_CB1E23CE-63FC-4934-BEC1-A935809CD617,7,Emotionen der Ablehnung,negativ,78673,Ärger,"Wir werden das nicht leiden können.
","['Wir', 'werden', 'das', 'nicht', 'leiden', 'können', '.']"
335,,,allegro,,,,ER,negativ,79088,CATMA_85619B23-4BC6-40D3-83E4-AA3DC493F819,25,Emotionen der Ablehnung,negativ,78947,Abscheu,Wer mich angreifft / dem kan ichs nach meinem Gefallen verzeihen. Aber was meiner Frau Schwieger-Mutter geschieht / dabey laß ich mein Leben.,"['Wer', 'mich', 'angreifft', '/', 'dem', 'kan', 'ichs', 'nach', 'meinem', 'Gefallen', 'verzeihen', '.', 'Aber', 'was', 'meiner', 'Frau', 'Schwieger-Mutter', 'geschieht', '/', 'dabey', 'laß', 'ich', 'mein', 'Leben', '.']"
336,,,,,,,ER,positiv,79088,CATMA_066394B2-13CB-41DC-A2E7-6A47643F548A,13,Emotionen der Zuneigung,positiv,79013,Liebe,Aber was meiner Frau Schwieger-Mutter geschieht / dabey laß ich mein Leben.,"['Aber', 'was', 'meiner', 'Frau', 'Schwieger-Mutter', 'geschieht', '/', 'dabey', 'laß', 'ich', 'mein', 'Leben', '.']"
337,,,,,,,ER,negativ,79329,CATMA_204F0541-35B0-4138-885D-DA498F1F0703,16,Emotionen der Ablehnung,negativ,79242,Abscheu,"Bin ich eine finstere Laterne / so bistu ein Querbalcken an den hellen lichten Galgen.
","['Bin', 'ich', 'eine', 'finstere', 'Laterne', '/', 'so', 'bistu', 'ein', 'Querbalcken', 'an', 'den', 'hellen', 'lichten', 'Galgen', '.']"
338,allegro,,zeppa,,,,ER,positiv,79461,CATMA_A5CFB8E7-84F9-4B5A-89BE-171B9436DB35,24,Emotionen der Freude,positiv,79340,Schadenfreude,hr Kinder / geht mit euren Fackeln nein / daß ihr nicht schaden nehmt: denn es ist eine gefährliche Schlacht vor der Thür,"['hr', 'Kinder', '/', 'geht', 'mit', 'euren', 'Fackeln', 'nein', '/', 'daß', 'ihr', 'nicht', 'schaden', 'nehmt', ':', 'denn', 'es', 'ist', 'eine', 'gefährliche', 'Schlacht', 'vor', 'der', 'Thür']"
339,pasquella,,,,,,ER,negativ,79546,CATMA_6390F8F4-3598-446A-BB8D-AF9294EAC688,16,Emotionen der Ablehnung,negativ,79475,Abscheu,"Du Hund / gläubstu nicht / daß mein Mann der Oberste in der Welt ist ?
","['Du', 'Hund', '/', 'gläubstu', 'nicht', '/', 'daß', 'mein', 'Mann', 'der', 'Oberste', 'in', 'der', 'Welt', 'ist', '?']"
340,pasquella,,,,,,ER,positiv,79546,CATMA_7C6379EC-ACF9-407F-BCC4-057826424B1D,16,Emotionen der Zuneigung,positiv,79475,Verehrung,"Du Hund / gläubstu nicht / daß mein Mann der Oberste in der Welt ist ?
","['Du', 'Hund', '/', 'gläubstu', 'nicht', '/', 'daß', 'mein', 'Mann', 'der', 'Oberste', 'in', 'der', 'Welt', 'ist', '?']"
341,zeppa,,,,,,ER,negativ,79660,CATMA_792FBFFF-4A35-442E-92D0-3ADEBA16F7EA,20,Emotionen der Ablehnung,negativ,79554,Abscheu,"Du Bernheuter / gläubstu nicht / daß mein Mann nach den Obersten der vornehmste in der gantzen Welt ist ?
","['Du', 'Bernheuter', '/', 'gläubstu', 'nicht', '/', 'daß', 'mein', 'Mann', 'nach', 'den', 'Obersten', 'der', 'vornehmste', 'in', 'der', 'gantzen', 'Welt', 'ist', '?']"
342,zeppa,,,,,,ER,positiv,79660,CATMA_9E4A30C8-0A10-49B0-A72F-06D700D1E378,20,Emotionen der Zuneigung,positiv,79554,Verehrung,"Du Bernheuter / gläubstu nicht / daß mein Mann nach den Obersten der vornehmste in der gantzen Welt ist ?
","['Du', 'Bernheuter', '/', 'gläubstu', 'nicht', '/', 'daß', 'mein', 'Mann', 'nach', 'den', 'Obersten', 'der', 'vornehmste', 'in', 'der', 'gantzen', 'Welt', 'ist', '?']"
343,,,,,,,ER,negativ,79726,CATMA_097AEA7E-3CC4-4038-8BA1-1B07927CABC0,11,Emotionen der Ablehnung,negativ,79673,Abscheu,"Du Schelm gläubstu nicht / daß ich eine Matrone bin?
","['Du', 'Schelm', 'gläubstu', 'nicht', '/', 'daß', 'ich', 'eine', 'Matrone', 'bin', '?']"
344,,,,,,,ER,positiv,79726,CATMA_4B953310-DE5B-4E74-9198-BA25B3383970,11,Emotionen der Zuneigung,positiv,79673,Verehrung,"Du Schelm gläubstu nicht / daß ich eine Matrone bin?
","['Du', 'Schelm', 'gläubstu', 'nicht', '/', 'daß', 'ich', 'eine', 'Matrone', 'bin', '?']"
345,,,,,,,ER,positiv,79935,CATMA_5F45ADB1-238B-4821-B7D2-43ECF53ABDDD,20,Emotionen der Zuneigung,positiv,79837,Verehrung,"Das soltu wissen / wenn ich mit meinem Manne zu Bette gehe / so schlifft ein Staats-Mann bey mir.
","['Das', 'soltu', 'wissen', '/', 'wenn', 'ich', 'mit', 'meinem', 'Manne', 'zu', 'Bette', 'gehe', '/', 'so', 'schlifft', 'ein', 'Staats-Mann', 'bey', 'mir', '.']"
346,,,,,,,ER,negativ,80027,CATMA_A51F167A-58A9-4E20-A0A9-D66CBEAE1198,18,Emotionen der Ablehnung,negativ,79945,Abscheu,"Und wenn ich mit eurem Manne zu Bette gehe / so schiäfft ein Narr bey dem ändern.
","['Und', 'wenn', 'ich', 'mit', 'eurem', 'Manne', 'zu', 'Bette', 'gehe', '/', 'so', 'schiäfft', 'ein', 'Narr', 'bey', 'dem', 'ändern', '.']"
347,pasquella,,,,,,ER,negativ,80380,CATMA_E8AF56D5-5EF0-435C-B0AC-6CBBA42B19F7,8,Emotionen der Ablehnung,negativ,80340,Abscheu,Du tummer Kerl / laß dich doch berichten,"['Du', 'tummer', 'Kerl', '/', 'laß', 'dich', 'doch', 'berichten']"
348,pasquella,,,,,,ER,positiv,80427,CATMA_B027D8B7-14BB-4C65-A263-5CC76BA1B4B2,7,Emotionen der Zuneigung,positiv,80382,Verehrung,"Der Durchläuchtige Masaniello ist mein Mann.
","['Der', 'Durchläuchtige', 'Masaniello', 'ist', 'mein', 'Mann', '.']"
349,,,,,,,ER,Emotionale Bewegtheit,80484,CATMA_F7B92920-8F11-46B8-AAC9-CF99CCB19B18_0,8,Emotionale Bewegtheit,Emotionale Bewegtheit,80437,Emotionale Bewegtheit,Aber ihr seid nicht seine Durchlauchtige Frau ?,"['Aber', 'ihr', 'seid', 'nicht', 'seine', 'Durchlauchtige', 'Frau', '?']"
350,,,,,,,ER,Emotionale Bewegtheit,80628,CATMA_F7B92920-8F11-46B8-AAC9-CF99CCB19B18_1,18,Emotionale Bewegtheit,Emotionale Bewegtheit,80542,Emotionale Bewegtheit, aber daß mir seine Frau coMMANDiren soll / das glaub ich nicht. Wer lange Hosen hat /,"['aber', 'daß', 'mir', 'seine', 'Frau', 'coMMANDiren', 'soll', '/', 'das', 'glaub', 'ich', 'nicht', '.', 'Wer', 'lange', 'Hosen', 'hat', '/']"
351,,,,,,,ER,Emotionale Bewegtheit,80661,CATMA_F7B92920-8F11-46B8-AAC9-CF99CCB19B18_2,6,Emotionale Bewegtheit,Emotionale Bewegtheit,80629,Emotionale Bewegtheit,"der ist nicht meine Obrigkeit.

","['der', 'ist', 'nicht', 'meine', 'Obrigkeit', '.']"
352,,,,,,,ER,positiv,80543,CATMA_2407283D-93A8-4747-903F-2767F44202A8,11,Emotionen der Zuneigung,positiv,80485,Verehrung,ich hab ihm geschworen als einen Obersten getreu zu seyn: ,"['ich', 'hab', 'ihm', 'geschworen', 'als', 'einen', 'Obersten', 'getreu', 'zu', 'seyn', ':']"
353,formaggio,,,,,,ER,negativ,81053,CATMA_1312585D-D58A-469D-AE6E-2E66A3AF9626,73,Emotionen des Leids,negativ,80690,Leid,"Frau Schwägerin / Frau Mutter / Frau Schwester / ach sie kommen so bald es möglich ist: es giebt in den Häusern so schöne Beute von Geld und ändern Sachen / und doch wil der Herr Schwager alles verbrennen lassen. O helfft doch retten / es ist ja besser / daß wir und unsre Kinder was davon gemessen / als daß das schöne Reichthum mit einander vor die Hunde geht.
","['Frau', 'Schwägerin', '/', 'Frau', 'Mutter', '/', 'Frau', 'Schwester', '/', 'ach', 'sie', 'kommen', 'so', 'bald', 'es', 'möglich', 'ist', ':', 'es', 'giebt', 'in', 'den', 'Häusern', 'so', 'schöne', 'Beute', 'von', 'Geld', 'und', 'ändern', 'Sachen', '/', 'und', 'doch', 'wil', 'der', 'Herr', 'Schwager', 'alles', 'verbrennen', 'lassen', '.', 'O', 'helfft', 'doch', 'retten', '/', 'es', 'ist', 'ja', 'besser', '/', 'daß', 'wir', 'und', 'unsre', 'Kinder', 'was', 'davon', 'gemessen', '/', 'als', 'daß', 'das', 'schöne', 'Reichthum', 'mit', 'einander', 'vor', 'die', 'Hunde', 'geht', '.']"
354,,,,,,,ER,negativ,81230,CATMA_D70A1743-D1B1-447B-AD36-F57F0AFC4B70,8,Emotionen der Ablehnung,negativ,81183,Abscheu,Ich muß zuvor diesen Buben hier straffen lassen,"['Ich', 'muß', 'zuvor', 'diesen', 'Buben', 'hier', 'straffen', 'lassen']"
355,allegro,,,,,,ER,negativ,81952,CATMA_6DD9BE84-396C-465B-A09C-60F90A6AC65F,60,Emotionen des Leids,negativ,81668,Leid,Ach wie wohl weiß der Hebe GOtt sein Regiment zu führen! daß er in der Welt so viel arme Leute leben läst: denn er sieht wohl / wie so gar wenig Leute sich in das Reichthum schicken können / und wie stoltz eine arme Frau werden kan / wenn sie nur zwey Tage was vornehmes gerochen hat.,"['Ach', 'wie', 'wohl', 'weiß', 'der', 'Hebe', 'GOtt', 'sein', 'Regiment', 'zu', 'führen', '!', 'daß', 'er', 'in', 'der', 'Welt', 'so', 'viel', 'arme', 'Leute', 'leben', 'läst', ':', 'denn', 'er', 'sieht', 'wohl', '/', 'wie', 'so', 'gar', 'wenig', 'Leute', 'sich', 'in', 'das', 'Reichthum', 'schicken', 'können', '/', 'und', 'wie', 'stoltz', 'eine', 'arme', 'Frau', 'werden', 'kan', '/', 'wenn', 'sie', 'nur', 'zwey', 'Tage', 'was', 'vornehmes', 'gerochen', 'hat', '.']"
356,allegro,,,,,,ER,positiv,81953,CATMA_E25F2D12-9E20-40A2-BCDF-F7018B66291F,60,Emotionen der Zuneigung,positiv,81668,Verehrung,Ach wie wohl weiß der Hebe GOtt sein Regiment zu führen! daß er in der Welt so viel arme Leute leben läst: denn er sieht wohl / wie so gar wenig Leute sich in das Reichthum schicken können / und wie stoltz eine arme Frau werden kan / wenn sie nur zwey Tage was vornehmes gerochen hat. ,"['Ach', 'wie', 'wohl', 'weiß', 'der', 'Hebe', 'GOtt', 'sein', 'Regiment', 'zu', 'führen', '!', 'daß', 'er', 'in', 'der', 'Welt', 'so', 'viel', 'arme', 'Leute', 'leben', 'läst', ':', 'denn', 'er', 'sieht', 'wohl', '/', 'wie', 'so', 'gar', 'wenig', 'Leute', 'sich', 'in', 'das', 'Reichthum', 'schicken', 'können', '/', 'und', 'wie', 'stoltz', 'eine', 'arme', 'Frau', 'werden', 'kan', '/', 'wenn', 'sie', 'nur', 'zwey', 'Tage', 'was', 'vornehmes', 'gerochen', 'hat', '.']"
357,ferrante,,,,,,ER,positiv,82358,CATMA_00131C4F-5A3C-42F5-A174-50B27AD0FEF7,27,Emotionen der Zuneigung,positiv,82194,Verehrung,"Hierdurch erweisen ihr ExcELLENtz eine Bestendigkeit / welche von der Nach-Welt soll verwundert werden / in dem sie dem rasenden Volcke nicht alles zu Willen thun.
","['Hierdurch', 'erweisen', 'ihr', 'ExcELLENtz', 'eine', 'Bestendigkeit', '/', 'welche', 'von', 'der', 'Nach-Welt', 'soll', 'verwundert', 'werden', '/', 'in', 'dem', 'sie', 'dem', 'rasenden', 'Volcke', 'nicht', 'alles', 'zu', 'Willen', 'thun', '.']"
358,philomarini,,,,,,ER,negativ,82585,CATMA_0740E31F-26AA-466B-93C7-0402AC8A903C,22,Emotionen des Leids,negativ,82472,Leid,"Doch gewiß / wir werden auf eine Probe gesetzt / dabey die Poli tique mit ihren alten Regeln nicht zulangen wil.
","['Doch', 'gewiß', '/', 'wir', 'werden', 'auf', 'eine', 'Probe', 'gesetzt', '/', 'dabey', 'die', 'Poli', 'tique', 'mit', 'ihren', 'alten', 'Regeln', 'nicht', 'zulangen', 'wil', '.']"
359,ferrante,,,,,,ER,positiv,83134,CATMA_B04F7BAB-998E-4A9A-AF80-3501BE364B43,12,Emotionen der Zuneigung,positiv,83058,Verehrung,Unser Vice-Roy darff aber mit keinem so geringen Gewächse verglichen werden.,"['Unser', 'Vice-Roy', 'darff', 'aber', 'mit', 'keinem', 'so', 'geringen', 'Gewächse', 'verglichen', 'werden', '.']"
360,,carlo,,,,,ER,negativ,83219,CATMA_E2A4D0DF-E478-4BD2-AD0A-56E3A6C8758B,13,Emotionen der Ablehnung,negativ,83143,Abscheu,Nachdem die gantze Stadt seine Autorität verachtet / so ist er kein Vice-Roy,"['Nachdem', 'die', 'gantze', 'Stadt', 'seine', 'Autorität', 'verachtet', '/', 'so', 'ist', 'er', 'kein', 'Vice-Roy']"
361,carlo,,,,,,ER,negativ,83557,CATMA_B114F281-8D86-42BB-B3B8-F3CA28651D71,21,Emotionen der Ablehnung,negativ,83444,Abscheu,"Wenn er auch den Pöbel zu der vollen Raserey kommen läst / so wird er die Königliche Gnade schwerlich verdienen.
","['Wenn', 'er', 'auch', 'den', 'Pöbel', 'zu', 'der', 'vollen', 'Raserey', 'kommen', 'läst', '/', 'so', 'wird', 'er', 'die', 'Königliche', 'Gnade', 'schwerlich', 'verdienen', '.']"
362,ferrante,,,,,,ER,positiv,83622,CATMA_8756CA4F-8951-403D-88D6-5BF839199323,11,Emotionen der Zuneigung,positiv,83568,Verehrung,"Was er nicht verwehren kan / daran ist er unschuldig.
","['Was', 'er', 'nicht', 'verwehren', 'kan', '/', 'daran', 'ist', 'er', 'unschuldig', '.']"
363,,,,,,,ER,positiv,84089,CATMA_98AB50F7-903D-4646-A90B-49F8AFC94000,23,Emotionen der Zuneigung,positiv,83965,Verehrung,hr ExcELLENtz / so dann auch der gantze Adel / mögen versichert seyn / daß ich von ihrer Parthey nimmermehr abstehen werde. ,"['hr', 'ExcELLENtz', '/', 'so', 'dann', 'auch', 'der', 'gantze', 'Adel', '/', 'mögen', 'versichert', 'seyn', '/', 'daß', 'ich', 'von', 'ihrer', 'Parthey', 'nimmermehr', 'abstehen', 'werde', '.']"
364,ferrante,,,,,,ER,negativ,84768,CATMA_F43C58D7-127C-41F2-9EA5-BE1039ABDBBD,15,Emotionen der Angst,negativ,84673,Angst,und wir müsten uns hoch versündigen / wenn unser Ungehorsam sich wiederspenstig erzeigen solte.,"['und', 'wir', 'müsten', 'uns', 'hoch', 'versündigen', '/', 'wenn', 'unser', 'Ungehorsam', 'sich', 'wiederspenstig', 'erzeigen', 'solte', '.']"
365,,,,,,,ER,negativ,85464,CATMA_7BEA3CC7-F947-45CD-9ECA-75522331E3E2,86,Emotionen des Leids,negativ,84994,Leid,"Was vor Mühwaltung muß eine Person über sich nehmen / welche sich zwischen ungeduldigen Partheyen in das Mittel schlagen soll! Das Volck wil alles haben: der Hoff wil in keinem Stücke weichen / und beyde wollen sich auf meine Autorität beruffen. Und wofern ich bey den Grossen nichts erhalten kan / so werden mir die Gemeinen ins künfftige wenig Zutrauen. Doch was bringen diese Freunde guts? Aus ihren Angesichte kan ich sehen / daß ich etwas neues zu sorgen bekomme.

","['Was', 'vor', 'Mühwaltung', 'muß', 'eine', 'Person', 'über', 'sich', 'nehmen', '/', 'welche', 'sich', 'zwischen', 'ungeduldigen', 'Partheyen', 'in', 'das', 'Mittel', 'schlagen', 'soll', '!', 'Das', 'Volck', 'wil', 'alles', 'haben', ':', 'der', 'Hoff', 'wil', 'in', 'keinem', 'Stücke', 'weichen', '/', 'und', 'beyde', 'wollen', 'sich', 'auf', 'meine', 'Autorität', 'beruffen', '.', 'Und', 'wofern', 'ich', 'bey', 'den', 'Grossen', 'nichts', 'erhalten', 'kan', '/', 'so', 'werden', 'mir', 'die', 'Gemeinen', 'ins', 'künfftige', 'wenig', 'Zutrauen', '.', 'Doch', 'was', 'bringen', 'diese', 'Freunde', 'guts', '?', 'Aus', 'ihren', 'Angesichte', 'kan', 'ich', 'sehen', '/', 'daß', 'ich', 'etwas', 'neues', 'zu', 'sorgen', 'bekomme', '.']"
366,rossi,,,,,nur auf Sprachebene,ER,negativ,85657,CATMA_DF395E61-2065-4454-9165-00E2B1919D7A,18,Emotionen des Leids,negativ,85540,Leid,"Ihr EMiNENtz / wir kommen zurücke / weil numehr lauter traurige Spectacul durch gantz Neapolis auffgestellet werden.
","['Ihr', 'EMiNENtz', '/', 'wir', 'kommen', 'zurücke', '/', 'weil', 'numehr', 'lauter', 'traurige', 'Spectacul', 'durch', 'gantz', 'Neapolis', 'auffgestellet', 'werden', '.']"
367,ghirardini,,,,,,ER,negativ,85897,CATMA_3FB2A163-5312-4F27-BA96-6048507CC58B,18,Emotionen des Leids,negativ,85789,Mitleid,"Ach du armes Neapolis, mit wie viel kostbaren Millionen wird sich dieser Schade wiederum erkauffen lassen ?
","['Ach', 'du', 'armes', 'Neapolis', ',', 'mit', 'wie', 'viel', 'kostbaren', 'Millionen', 'wird', 'sich', 'dieser', 'Schade', 'wiederum', 'erkauffen', 'lassen', '?']"
368,rossi,,,,,,ER,negativ,86180,CATMA_223F865C-2887-479D-80EB-0E18F59ECEB1,26,Emotionen des Leids,negativ,86025,Leid,"Ach! die schönsten Palliste stehen in vollen Flammen. Raub / Plündern und Verwüsten ist bey dem verfluchten Gesinde gleichsam ein freyes Handwerck worden.
","['Ach', '!', 'die', 'schönsten', 'Palliste', 'stehen', 'in', 'vollen', 'Flammen', '.', 'Raub', '/', 'Plündern', 'und', 'Verwüsten', 'ist', 'bey', 'dem', 'verfluchten', 'Gesinde', 'gleichsam', 'ein', 'freyes', 'Handwerck', 'worden', '.']"
369,ghirardini,,,,,,ER,negativ,86403,CATMA_B1D189A1-C48F-4293-AD4B-47923189CB99,36,Emotionen des Leids,negativ,86193,Leid,"Ach / was vor RARitäten werden auf einmahl zu schänden gehen? und was unsere Vorfahren dieser Stadt zum Nachruhm mit grossem Geld erkauffet haben / das soll durch diese Unmenschen auf einmahl verwüstet werden!
","['Ach', '/', 'was', 'vor', 'RARitäten', 'werden', 'auf', 'einmahl', 'zu', 'schänden', 'gehen', '?', 'und', 'was', 'unsere', 'Vorfahren', 'dieser', 'Stadt', 'zum', 'Nachruhm', 'mit', 'grossem', 'Geld', 'erkauffet', 'haben', '/', 'das', 'soll', 'durch', 'diese', 'Unmenschen', 'auf', 'einmahl', 'verwüstet', 'werden', '!']"
370,,,,,,,ER,negativ,86802,CATMA_DE64EF82-BF8A-4E92-BD12-6715AF70BC80,36,Emotionen des Leids,negativ,86603,Leid,"Ich bin ein Geistlicher / und habe mich deswegen aus der Welt begeben / daß ich mein Reichthum ausser der Welt suchen soll / sonst würde mich der Verlust so vieler Wunderwercke von Hertzen betrüben.
","['Ich', 'bin', 'ein', 'Geistlicher', '/', 'und', 'habe', 'mich', 'deswegen', 'aus', 'der', 'Welt', 'begeben', '/', 'daß', 'ich', 'mein', 'Reichthum', 'ausser', 'der', 'Welt', 'suchen', 'soll', '/', 'sonst', 'würde', 'mich', 'der', 'Verlust', 'so', 'vieler', 'Wunderwercke', 'von', 'Hertzen', 'betrüben', '.']"
371,,ghirardini,,,,,ER,negativ,87031,CATMA_85806696-3A83-4C4A-A7F3-F1F1105F6032,40,Emotionen des Leids,negativ,86815,Leid,"Doch wer so weit in die Welt gelassen ist / daß er vor die Weltlichen Einwohner Sorge tragen soll / der muß sich gleichwohl betrüben / wenn die Göttlichen Gaben und die kostbaren Güter so gar übel angewendet werden.
","['Doch', 'wer', 'so', 'weit', 'in', 'die', 'Welt', 'gelassen', 'ist', '/', 'daß', 'er', 'vor', 'die', 'Weltlichen', 'Einwohner', 'Sorge', 'tragen', 'soll', '/', 'der', 'muß', 'sich', 'gleichwohl', 'betrüben', '/', 'wenn', 'die', 'Göttlichen', 'Gaben', 'und', 'die', 'kostbaren', 'Güter', 'so', 'gar', 'übel', 'angewendet', 'werden', '.']"
372,laudato,,,,,,ER,negativ,87310,CATMA_3268A81A-22D1-484C-A8D2-CDF313D9DEBB,13,Emotionen des Leids,negativ,87242,Leid,"Ach ihr Eminenz / ist alle Hülffe bey GOtt und Menschen verlohren ?
","['Ach', 'ihr', 'Eminenz', '/', 'ist', 'alle', 'Hülffe', 'bey', 'GOtt', 'und', 'Menschen', 'verlohren', '?']"
373,laudato,,,,,,ER,negativ,87614,CATMA_9B059C8D-AF28-49BC-95BC-E9BC5ED08C4D,42,Emotionen des Leids,negativ,87381,Leid,"Die gantze Stadt wird in einen
Stein-
Hauffen verwandelt. Der schöne Pallast des Herren Fetitia ist in Grund verstöret; was von Mobilien und ändern Reichthum darinnen ist / das wird auf einen Hauffen gelegt / daß es verbrennen soll. ","['Die', 'gantze', 'Stadt', 'wird', 'in', 'einen', 'Stein-', 'Hauffen', 'verwandelt', '.', 'Der', 'schöne', 'Pallast', 'des', 'Herren', 'Fetitia', 'ist', 'in', 'Grund', 'verstöret', ';', 'was', 'von', 'Mobilien', 'und', 'ändern', 'Reichthum', 'darinnen', 'ist', '/', 'das', 'wird', 'auf', 'einen', 'Hauffen', 'gelegt', '/', 'daß', 'es', 'verbrennen', 'soll', '.']"
374,,laudato,,,,,ER,negativ,87792,CATMA_893BB06A-56BC-40E5-BC24-9F44C9FF7223,32,Emotionen der Ablehnung,negativ,87614,Abscheu,Und jemehr die Flamme herum lodert / desto mehr ruffen die rasenden Buben: Das ist unser Schweiß und Blut: Also sollen die Seelen dieser Bluthunde in dem Höllischen Feuer brennen,"['Und', 'jemehr', 'die', 'Flamme', 'herum', 'lodert', '/', 'desto', 'mehr', 'ruffen', 'die', 'rasenden', 'Buben', ':', 'Das', 'ist', 'unser', 'Schweiß', 'und', 'Blut', ':', 'Also', 'sollen', 'die', 'Seelen', 'dieser', 'Bluthunde', 'in', 'dem', 'Höllischen', 'Feuer', 'brennen']"
375,philomarini,,,,,,ER,negativ,88086,CATMA_9E096CE8-2430-4203-B959-D9CABB5C0BD9,34,Emotionen der Angst,negativ,87903,Verzweiflung,"Ach du lieber GOtt / nun heist es: wie gewonnen/ so zerronnen; Wer den Kalck zu seinem Pallaste mit fremden Thränen einweicht / der darff solchen der Nachwelt gar selten versprechen.
","['Ach', 'du', 'lieber', 'GOtt', '/', 'nun', 'heist', 'es', ':', 'wie', 'gewonnen/', 'so', 'zerronnen', ';', 'Wer', 'den', 'Kalck', 'zu', 'seinem', 'Pallaste', 'mit', 'fremden', 'Thränen', 'einweicht', '/', 'der', 'darff', 'solchen', 'der', 'Nachwelt', 'gar', 'selten', 'versprechen', '.']"
376,laudato,,,,,,ER,negativ,88269,CATMA_21E3AE36-E392-46B9-A91C-2190F2324C0A,31,Emotionen des Leids,negativ,88097,Leid,"ngleichen hat Herr Dasila eben an einen solchen Tantz gemust / da nur fünff und zwantzig Kasten / so mit den köstlichsten Reichthum erfüllet gewesen / in der Asche liegen.
","['ngleichen', 'hat', 'Herr', 'Dasila', 'eben', 'an', 'einen', 'solchen', 'Tantz', 'gemust', '/', 'da', 'nur', 'fünff', 'und', 'zwantzig', 'Kasten', '/', 'so', 'mit', 'den', 'köstlichsten', 'Reichthum', 'erfüllet', 'gewesen', '/', 'in', 'der', 'Asche', 'liegen', '.']"
377,,rossi,unbekannt,,,,ER,negativ,88538,CATMA_76A9D5CA-88E2-470B-B236-DFC2CE9D43F2,13,Emotionen der Ablehnung,negativ,88469,Abscheu,"Also wird das Volck die Rache an solchen Orten am meisten auslassen.
","['Also', 'wird', 'das', 'Volck', 'die', 'Rache', 'an', 'solchen', 'Orten', 'am', 'meisten', 'auslassen', '.']"
378,angelo,,,,,,ER,negativ,88879,CATMA_5FC1CBA7-FB3C-4E3B-9D40-2CF33B9054DA,12,Emotionen des Leids,negativ,88810,Leid,"Ach ist niemand / der uns den erbärmlichen Schaden beklagen hilfft ?
","['Ach', 'ist', 'niemand', '/', 'der', 'uns', 'den', 'erbärmlichen', 'Schaden', 'beklagen', 'hilfft', '?']"
379,philomarini,,,,,,ER,negativ,88941,CATMA_5D8AFB98-6D1D-49D9-B995-CA3C57E66CFF,10,Emotionen des Leids,negativ,88893,Mitleid,"Mein Freund / giebt es wieder ein neu Unglück ?
","['Mein', 'Freund', '/', 'giebt', 'es', 'wieder', 'ein', 'neu', 'Unglück', '?']"
380,angelo,,,,,,ER,negativ,89143,CATMA_0228E865-842B-4197-AADA-C32E476224F8,30,Emotionen des Leids,negativ,88950,Leid,"Ach / der wunderschöne Pallast / welchen der Spanische Rathsherr Antonius de Angelo hat aufführen lassen / der fällt nunmehr unter den muthwillen des Pöbels in einen schädlichen Stein-Hauffen.
","['Ach', '/', 'der', 'wunderschöne', 'Pallast', '/', 'welchen', 'der', 'Spanische', 'Rathsherr', 'Antonius', 'de', 'Angelo', 'hat', 'aufführen', 'lassen', '/', 'der', 'fällt', 'nunmehr', 'unter', 'den', 'muthwillen', 'des', 'Pöbels', 'in', 'einen', 'schädlichen', 'Stein-Hauffen', '.']"
381,angelo,,,,,,ER,negativ,89498,CATMA_76825871-A092-4961-952C-61EB622989D7,38,Emotionen des Leids,negativ,89283,Mitleid,Der ehrliche Mann muß nunmehr vor seine Sicherheit büssen. Gestern hatten ihm etliche verwegene Buben die Thür eingeschlagen / und da mangelt es ihm an Zeit nicht / wenn er seine beste Sachen hätte sALViren wollen. ,"['Der', 'ehrliche', 'Mann', 'muß', 'nunmehr', 'vor', 'seine', 'Sicherheit', 'büssen', '.', 'Gestern', 'hatten', 'ihm', 'etliche', 'verwegene', 'Buben', 'die', 'Thür', 'eingeschlagen', '/', 'und', 'da', 'mangelt', 'es', 'ihm', 'an', 'Zeit', 'nicht', '/', 'wenn', 'er', 'seine', 'beste', 'Sachen', 'hätte', 'sALViren', 'wollen', '.']"
382,angelo,,,,,,ER,negativ,90090,CATMA_9FD22B47-0F08-4D8A-AC48-5AF1662AA7B3,53,Emotionen des Leids,negativ,89796,Leid,"Es muß alles auf den Holtz-Hauffen; so gar seine zwo schöne Carossen / samt vier köstlichen Pferden und zwey Maul-Eseln / denen sie das Eingeweide auß dem Leibe rissen / und solches nebst den todten Aessern in die Gluth worffen / welche mit etlichen Fässern Oel zu guter Nahrung gebracht ward.
","['Es', 'muß', 'alles', 'auf', 'den', 'Holtz-Hauffen', ';', 'so', 'gar', 'seine', 'zwo', 'schöne', 'Carossen', '/', 'samt', 'vier', 'köstlichen', 'Pferden', 'und', 'zwey', 'Maul-Eseln', '/', 'denen', 'sie', 'das', 'Eingeweide', 'auß', 'dem', 'Leibe', 'rissen', '/', 'und', 'solches', 'nebst', 'den', 'todten', 'Aessern', 'in', 'die', 'Gluth', 'worffen', '/', 'welche', 'mit', 'etlichen', 'Fässern', 'Oel', 'zu', 'guter', 'Nahrung', 'gebracht', 'ward', '.']"
383,ghirardini,,,,,,ER,negativ,90126,CATMA_85C67505-89A5-46A0-A3DA-8A05171FA3D0,5,Emotionen des Leids,negativ,90103,Leid,"Es ist grausam genung.
","['Es', 'ist', 'grausam', 'genung', '.']"
