,start,end,id,tag_type_id,tag_type_speech,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,path,text,base_polarity,main_emotion_class,tag_type,Drama
968,119867,119910,CATMA_82EF8B03-9A69-44B0-B8BF-88A082384567,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.169+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Nein, es ist nur sein lieber Wachtmeister.
",positiv,Emotionen der Zuneigung,Liebe,Minna
971,120132,120189,CATMA_59911885-CBC8-4ABE-BDE9-28222194C37E,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.170+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"geht, ohne auf die Franziska zu achten, an das Fräulein.
",positiv,Emotionen der Zuneigung,Verehrung,Minna
972,120189,120402,CATMA_9954B097-0876-4D9F-B0D9-8E3FF177CB64,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.170+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Der Major von Tellheim läßt an das gnädige Fräulein von Barnhelm durch mich, den
              Wachtmeister Werner, seinen untertänigen Respekt vermelden, und sagen, daß er sogleich
              hier sein werde.
",positiv,Emotionen der Zuneigung,Verehrung,Minna
985,121711,122272,CATMA_5B145235-3DC3-4CAA-B275-5897EDF0EEC7,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.170+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Wegen des spöttischen Tones habe ich nicht Zeit, dieses Dein nochmals aufzumutzen. –
              – Ja, gnädiges Fräulein, das ist mein Wachtmeister. Sie finden ihn, ohne Zweifel, ein
              wenig steif und hölzern. Jetzt kam er mir fast auch so vor. Aber ich merke wohl; er
              glaubte, vor Ihro Gnaden, auf die Parade ziehen zu müssen. Und wenn die Soldaten
              paradieren, – ja freilich scheinen sie da mehr Drechslerpuppen, als Männer. Sie
              sollten ihn hingegen nur sehn und hören, wenn er sich selbst gelassen ist.
",positiv,Emotionen der Zuneigung,Liebe,Minna
996,123240,123525,CATMA_B5C347DA-5CEA-4A65-A0BB-AB01C7274CBC,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.170+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"O, Herr Major, so gar militärisch wollen wir es mit einander nicht nehmen. Sie sind
              ja da! Und ein Vergnügen erwarten, ist auch ein Vergnügen. – Nun? Indem sie ihm
                lächelnd ins Gesicht sieht.
 lieber Tellheim, waren wir nicht vorhin
              Kinder?
",positiv,Emotionen der Freude,Freude,Minna
997,123404,123462,CATMA_953764C7-6A32-4D43-A98A-3CF81FECCA54,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.170+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Indem sie ihm
                lächelnd ins Gesicht sieht.
",positiv,Emotionen der Freude,Freude,Minna
1003,124100,124358,CATMA_D2D3101D-17CE-4FF2-AED1-1F8163BFFFF4,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.170+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Die Unruhen des Krieges verscheuchten ihn nach Italien; der Friede hat ihn wieder
              zurückgebracht. – Machen Sie sich keine Gedanken, Tellheim. Besorgten wir schon
              ehemals das stärkste Hindernis unsrer Verbindung von seiner Seite –
",negativ,Emotionen der Angst,Angst,Minna
1005,124408,124680,CATMA_2EED92A6-8E60-4666-A78D-2F6D6A680D1F,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Er ist Ihr Freund. Er hat von zu vielen, zu viel Gutes von Ihnen gehört, um es nicht
              zu sein. Er brennet, den Mann von Antlitz zu kennen, den seine einzige Erbin gewählt
              hat. Er kömmt als Oheim, als Vormund, als Vater, mich Ihnen zu übergeben.
",positiv,Emotionen der Zuneigung,Freundschaft,Minna
1006,124695,124807,CATMA_452F3A12-01E7-4540-9319-8A22300D9993,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ah, Fräulein, warum haben Sie meinen Brief nicht gelesen? Warum haben Sie ihn nicht
              lesen wollen?
",negativ,Emotionen des Leids,Leid,Minna
1011,125408,126257,CATMA_34887483-29CB-43F3-8F85-3A5ACC33FC4A,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Nein, ich brauch es auch nicht einmal zu hören. Es versteht sich von selbst. Sie
              könnten eines so häßlichen Streiches fähig sein, daß Sie mich nun nicht wollten?
              Wissen Sie, daß ich auf Zeit meines Lebens beschimpft wäre? Meine Landsmänninnen
              würden mit Fingern auf mich weisen. – »Das ist sie, würde es heißen, das ist das
              Fräulein von Barnhelm, die sich einbildete, weil sie reich sei, den wackern Tellheim
              zu bekommen: als ob die wackern Männer für Geld zu haben wären!« So würde es heißen:
              denn meine Landsmänninnen sind alle neidisch auf mich. Daß ich reich bin, können sie
              nicht leugnen; aber davon wollen sie nichts wissen, daß ich auch sonst noch ein
              ziemlich gutes Mädchen bin, das seines Mannes wert ist. Nicht wahr, Tellheim?
",positiv,Emotionen der Freude,Schadenfreude,Minna
1012,126272,126488,CATMA_B337705C-375E-4A7B-90C2-76A712A5A370,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ja, ja, gnädiges Fräulein, daran erkenne ich Ihre Landsmänninnen. Sie werden Ihnen
              einen abgedankten, an seiner Ehre gekränkten Offizier, einen Krüppel, einen Bettler,
              trefflich beneiden.
",negativ,Emotionen der Angst,Verzweiflung,Minna
1015,127349,128441,CATMA_4500E71A-3D94-4AB9-8FE2-ABB971FC8275,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Sie sprechen, wie ein Mann sprechen muß, dem die Großen hinwiederum sehr entbehrlich
              sind. Und niemals waren sie es mehr, als jetzt. Ich sage den Großen meinen großen
              Dank, daß sie ihre Ansprüche auf einen Mann haben fahren lassen, den ich doch nur sehr
              ungern mit ihnen geteilet hätte. – Ich bin Ihre Gebieterin, Tellheim; Sie brauchen
              weiter keinen Herrn. – Sie verabschiedet zu finden, das Glück hätte ich mir kaum
              träumen lassen! – Doch Sie sind nicht bloß verabschiedet: Sie sind noch mehr. Was sind
              Sie noch mehr? Ein Krüppel: sagten Sie? Nun, Indem sie ihn von oben bis unten
                betrachtet.
 der Krüppel ist doch noch ziemlich ganz und gerade; scheinet
              doch noch ziemlich gesund und stark. – Lieber Tellheim, wenn Sie auf den Verlust Ihrer
              gesunden Gliedmaßen betteln zu gehen denken: so prophezeie ich Ihnen voraus, daß Sie
              vor den wenigsten Türen etwas bekommen werden; ausgenommen vor den Türen der
              gutherzigen Mädchen, wie ich.
",negativ,Emotionen des Leids,Mitleid,Minna
1018,128527,128891,CATMA_5F80BA10-FDE1-4C20-98A2-D52AB6336B0F,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Und ich höre in Ihrem Verweise nur das Liebe Minna. – Ich will nicht mehr mutwillig
              sein. Denn ich besinne mich, daß Sie allerdings ein kleiner Krüppel sind. Ein Schuß
              hat Ihnen den rechten Arm ein wenig gelähmt. – Doch alles wohl überlegt: so ist auch
              das so schlimm nicht. Um so viel sichrer bin ich vor Ihren Schlägen.
",positiv,Emotionen der Freude,Schadenfreude,Minna
1019,128906,128916,CATMA_7C6B5F7E-279E-42D2-8200-E86E47CDE47E,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Fräulein!
",negativ,Emotionen der Ablehnung,Ärger,Minna
1021,129096,129178,CATMA_DAD98821-07E9-4A32-8D34-4B8B5D92A99F,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Sie wollen lachen, mein Fräulein. Ich beklage nur, daß ich nicht mit lachen kann.
",negativ,Emotionen des Leids,Leid,Minna
1022,129193,130371,CATMA_D21DEC13-68E1-4F26-BBCA-411A6382D55D,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Warum nicht? Was haben Sie denn gegen das Lachen? Kann man denn auch nicht lachend
              sehr ernsthaft sein? Lieber Major, das Lachen erhält uns vernünftiger, als der
              Verdruß. Der Beweis liegt vor uns. Ihre lachende  Freundin beurteilet
              Ihre Umstände weit richtiger, als Sie selbst. Weil Sie verabschiedet sind, nennen Sie
              sich an Ihrer Ehre gekränkt: weil Sie einen Schuß in dem Arme haben, machen Sie sich
              zu einem Krüppel. Ist das so recht? Ist das keine Übertreibung? Und ist es meine
              Einrichtung, daß alle Übertreibungen des Lächerlichen so fähig sind? Ich wette, wenn
              ich Ihren Bettler nun vornehme, daß auch dieser eben so wenig Stich halten wird. Sie
              werden einmal, zweimal, dreimal Ihre Equipage verloren haben; bei dem oder jenem
              Banquier werden einige Kapitale jetzt mit schwinden; Sie werden diesen und jenen
              Vorschuß, den Sie im Dienste getan, keine Hoffnung haben, wieder zu erhalten: aber
              sind Sie darum ein Bettler? Wenn Ihnen auch nichts übrig geblieben ist, als was mein
              Oheim für Sie mitbringt –
",negativ,Emotionen des Leids,Leid,Minna
1025,130580,130641,CATMA_60789602-4896-458C-911C-4B2A08D515C1,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Hätten Sie doch nur meinen Brief gelesen, gnädiges Fräulein!
",negativ,Emotionen des Leids,Leid,Minna
1028,131194,131306,CATMA_F8C4105C-B1C7-4D75-A219-7BE9F58558D1,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ja wohl erinnere ich mich. – Ich liebte Sie um dieser Tat willen, ohne Sie noch
              gesehen zu haben.
",positiv,Emotionen der Zuneigung,Liebe,Minna
1029,131321,132323,CATMA_1E2BF31F-BAE6-41C5-AB15-BA3271F5FA6B,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Die Stände gaben mir ihren Wechsel, und diesen wollte ich, bei Zeichnung des
              Friedens, unter die zu ratihabierende Schulden eintragen lassen. Der Wechsel ward für
              gültig erkannt, aber mir ward das Eigentum desselben streitig gemacht. Man zog
              spöttisch das Maul, als ich versicherte, die Valute bar hergegeben zu haben. Man erklärte ihn für eine Bestechung, für das Gratial der Stände, weil ich
              sobald mit ihnen auf die niedrigste Summe einig geworden war, mit der ich mich nur im
              äußersten Notfall zu begnügen, Vollmacht hatte. So kam der Wechsel aus meinen Händen,
              und wenn er bezahlt wird, wird er sicherlich nicht an mich bezahlt. – Hierdurch, mein
              Fräulein, halte ich meine Ehre für gekränkt; nicht durch den Abschied, den ich
              gefordert haben würde, wenn ich ihn nicht bekommen hätte. – Sie sind ernsthaft, mein
              Fräulein? Warum lachen Sie nicht? Ha, ha, ha! Ich lache ja.
",negativ,Emotionen des Leids,Leid,Minna
1030,132338,132735,CATMA_F747CC6B-8D15-4E00-AD98-A1864EDE1E08,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"O, ersticken Sie dieses Lachen, Tellheim! Ich beschwöre Sie! Es ist das schreckliche
              Lachen des Menschenhasses! Nein, Sie sind der Mann nicht, den eine gute Tat reuen
              kann, weil sie üble Folgen für ihn hat. Nein, unmöglich können diese üble Folgen
              dauren! Die Wahrheit muß an den Tag kommen. Das Zeugnis meines Oheims, aller unsrer
              Stände –
",negativ,Emotionen des Leids,Mitleid,Minna
1032,132805,134829,CATMA_B7B40466-F0BC-4FAE-90E2-41BA407F9313,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ihr Lachen tötet mich, Tellheim! Wenn Sie an Tugend und Vorsicht glauben, Tellheim,
              so lachen Sie so nicht! Ich habe nie fürchterlicher fluchen hören, als Sie lachen. –
              Und lassen Sie uns das Schlimmste setzen! Wenn man Sie hier durchaus verkennen will:
              so kann man Sie bei uns nicht verkennen. Nein, wir können, wir werden Sie nicht
              verkennen, Tellheim. Und wenn unsere Stände die geringste Empfindung von Ehre haben,
              so weiß ich was sie tun müssen. Doch ich bin nicht klug: was wäre das nötig? Bilden
              Sie sich ein, Tellheim, Sie hätten die zweitausend Pistolen an einem wilden Abende
              verloren. Der König war eine unglückliche Karte für Sie: die Dame Auf sich
                weisend.
 wird Ihnen desto günstiger sein. – Die Vorsicht, glauben Sie mir,
              hält den ehrlichen Mann immer schadlos; und öfters schon im voraus. Die Tat, die Sie
              einmal um zweitausend Pistolen bringen sollte, erwarb mich Ihnen. Ohne diese Tat,
              würde ich nie begierig gewesen sein, Sie kennen zu lernen. Sie wissen, ich kam
              uneingeladen in die erste Gesellschaft, wo ich Sie zu finden glaubte. Ich kam  bloß Ihrentwegen. Ich kam in dem festen Vorsatze, Sie zu lieben, – ich
              liebte Sie schon! – in dem festen Vorsatze, Sie zu besitzen, wenn ich Sie auch so
              schwarz und häßlich finden sollte, als den Mohr von Venedig. Sie sind so schwarz und
              häßlich nicht; auch so eifersüchtig werden Sie nicht sein. Aber Tellheim, Tellheim,
              Sie haben doch noch viel Ähnliches mit ihm! O, über die wilden, unbiegsamen Männer,
              die nur immer ihr stieres Auge auf das Gespenst der Ehre heften! für alles andere
              Gefühl sich verhärten! – Hierher Ihr Auge! auf mich, Tellheim! Der indes
                vertieft, und unbeweglich, mit starren Augen immer auf eine Stelle gesehen.

              Woran denken Sie? Sie hören mich nicht?
",positiv,Emotionen der Zuneigung,Liebe,Minna
1037,135085,135098,CATMA_6F19A562-8748-4C4D-8EBB-F1CB917DD611,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.171+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"erschrocken.
",negativ,Emotionen der Angst,Angst,Minna
1038,135098,135279,CATMA_EF2DECE7-5CE8-4F72-ADFB-7916C61FF2EF,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.171+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Wo sind Sie, Tellheim? – Nun ist es Zeit, daß wir abbrechen; – Kommen Sie!
                Indem sie ihn bei der Hand ergreift.
 – Franziska, laß den Wagen
              vorfahren.
",negativ,Emotionen der Angst,Angst,Minna
1039,135189,135226,CATMA_9A1ED7A9-CF05-4626-BF19-4F837F83B33B,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.171+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Indem sie ihn bei der Hand ergreift.
",negativ,Emotionen der Angst,Angst,Minna
1040,135293,135357,CATMA_FE3CEB81-AB48-4690-8BA8-168E7C0C649D,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.172+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"der sich von dem Fräulein los reißt und der Franziska nachgeht.
",negativ,Emotionen der Angst,Verzweiflung,Minna
1041,135357,135955,CATMA_A8449502-6812-4AB9-8B91-464C72C7D602,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Nein, Franziska; ich kann nicht die Ehre haben, das Fräulein zu begleiten. – Mein
              Fräulein, lassen Sie mir noch heute meinen gesunden Verstand, und beurlauben Sie mich.
              Sie sind auf dem besten Wege, mich darum zu bringen. Ich stemme mich, so viel ich
              kann. – Aber weil ich noch bei Verstande bin: so hören Sie, mein Fräulein, was ich
              fest beschlossen habe; wovon mich nichts in der Welt abbringen soll. – Wenn nicht noch
              ein glücklicher Wurf für mich im Spiele ist, wenn sich das Blatt nicht völlig wendet,
              wenn –
",negativ,Emotionen der Angst,Verzweiflung,Minna
1045,136465,136576,CATMA_9E017ACC-2281-42DD-A044-892EC9BA36AB,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Schweig, Franziska! – Gleichfalls ein verabschiedeter Offizier, der aus holländischen
              Diensten –
",negativ,Emotionen der Ablehnung,Ärger,Minna
1046,136591,136619,CATMA_061F8493-5321-45C9-BCB6-059549396F18,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ha! der Lieutenant Riccaut!
",negativ,Emotionen der Ablehnung,Abscheu,Minna
1047,136634,136673,CATMA_F4AE2770-3F18-4C37-83ED-D622B6CC8A1B,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Er versicherte, daß er Ihr Freund sei.
",positiv,Emotionen der Zuneigung,Freundschaft,Minna
1048,136688,136730,CATMA_7E65296C-8454-4A3B-8C88-5371F24F4DEA,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ich versichere, daß ich seiner nicht bin.
",positiv,Emotionen der Zuneigung,Freundschaft,Minna
1050,136964,137617,CATMA_3EF8EE36-089B-49C8-9CF8-265BD0F1B7BD,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Wie kämen Riccaut und ein Minister zusammen? – Etwas zwar muß in meiner Sache
              geschehen sein. Denn nur jetzt erklärte mir der Kriegszahlmeister, daß der König alles
              niedergeschlagen habe, was wider mich urgieret worden; und daß ich mein schriftlich
              gegebenes Ehrenwort, nicht eher von hier zu gehen, als bis man mich völlig entladen
              habe, wieder zurücknehmen könne. – Das wird es aber auch alles sein. Man wird mich
              wollen laufen lassen. Allein man irrt sich; ich werde nicht laufen. Eher soll mich
              hier das äußerste Elend, vor den Augen meiner Verleumder, verzehren –
",negativ,Emotionen der Angst,Verzweiflung,Minna
1052,137666,137728,CATMA_89E02FB4-BC35-4D7B-B9E8-E43B8807AF92,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ich brauche keine Gnade; ich will Gerechtigkeit. Meine Ehre –
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1054,137790,137798,CATMA_FE80F54E-7F93-443E-97CD-024B202C6F91,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.172+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"hitzig.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1055,137798,138016,CATMA_12423A8D-CBA8-43B0-BB78-3A51583C37D6,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Nein, mein Fräulein, Sie werden von allen Dingen recht gut urteilen können, nur
              hierüber nicht. Die Ehre ist nicht die Stimme unsers Gewissens, nicht das Zeugnis
              weniger Rechtschaffenen – –
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1057,138100,138807,CATMA_FDB68852-1593-4301-8D41-4C2EC4E71464,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Kurz, mein Fräulein, – Sie haben mich nicht ausreden lassen. – Ich wollte sagen: wenn
              man mir das Meinige so schimpflich vorenthält, wenn meiner Ehre nicht die
              vollkommenste Genugtuung geschieht; so kann ich, mein Fräulein, der Ihrige nicht sein.
              Denn ich bin es in  den Augen der Welt nicht wert, zu sein. Das Fräulein
              von Barnhelm verdienet einen unbescholtenen Mann. Es ist eine nichtswürdige Liebe, die
              kein Bedenken trägt, ihren Gegenstand der Verachtung auszusetzen. Es ist ein
              nichtswürdiger Mann, der sich nicht schämet, sein ganzes Glück einem Frauenzimmer zu
              verdanken, dessen blinde Zärtlichkeit –
",negativ,Emotionen der Angst,Verzweiflung,Minna
1060,138945,138990,CATMA_37E85716-9E67-4CC5-8DA9-A2A71D42AB6F,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Werden Sie nicht ungehalten, mein Fräulein –
",negativ,Emotionen der Ablehnung,Ärger,Minna
1064,139176,139207,CATMA_A42F0149-18B1-4DC6-A421-16FF0C98876B,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.172+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"der sie zu unterbrechen kömmt.
",negativ,Emotionen der Ablehnung,Ärger,Minna
1065,139207,139244,CATMA_687C7F4F-CCC6-46C1-A2CD-3FBA3C7EA91F,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Sie sind ungehalten, mein Fräulein –
",negativ,Emotionen der Ablehnung,Ärger,Minna
1066,139258,139268,CATMA_FA1B7E29-F932-4378-82CD-3439F9E7CDC9,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.172+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"höhnisch.
",negativ,Emotionen der Ablehnung,Ärger,Minna
1067,139268,139294,CATMA_0651C661-F663-4DDB-ADBD-37E1720ED923,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ich? im geringsten nicht.
",negativ,Emotionen der Ablehnung,Ärger,Minna
1068,139309,139354,CATMA_4654E988-0CAC-46EE-B328-FCF1C7A9B7A3,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Wenn ich Sie weniger liebte, mein Fräulein –
",positiv,Emotionen der Zuneigung,Liebe,Minna
1070,139389,139742,CATMA_0380B1B7-0EFB-4E27-9F48-616191314B36,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"O gewiß, es wäre mein Unglück! – Und sehen Sie, Herr Major, ich will Ihr Unglück auch
              nicht. – Man muß ganz uneigennützig lieben. – Eben so gut, daß ich nicht offenherziger
              gewesen bin! Vielleicht würde mir Ihr Mitleid gewähret haben, was mir Ihre Liebe
              versagt. – Indem sie den Ring langsam vom Finger zieht.

",positiv,Emotionen der Zuneigung,Liebe,Minna
1074,140048,140076,CATMA_B01DE5ED-69D0-4BEE-B723-DDCD660C041D,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Spotten Sie, mein Fräulein?
",negativ,Emotionen des Leids,Leid,Minna
1077,140298,140312,CATMA_B4FBD9DF-F21B-4648-8A5D-0E3F026AFEEF,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Was höre ich?
",negativ,Emotionen des Leids,Leid,Minna
1079,140451,140491,CATMA_D826B5DC-AE8C-4DC7-9749-1FE53D82D842,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.172+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"indem er den Ring aus ihrer Hand nimmt.
",negativ,Emotionen der Angst,Verzweiflung,Minna
1080,140491,140523,CATMA_23671CE0-0894-4819-AD84-671AF314029D,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Gott! So kann Minna sprechen! –
",negativ,Emotionen der Angst,Verzweiflung,Minna
1081,140538,140734,CATMA_B1ED3BF1-F1CD-4ECC-A431-4B5A2923C33F,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.172+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Sie können der Meinige in Einem Falle nicht sein: ich kann die Ihrige, in keinem
              sein. Ihr Unglück ist wahrscheinlich; meines ist gewiß – Leben Sie wohl! Will
                fort.

",negativ,Emotionen des Leids,Leid,Minna
1082,140706,140733,CATMA_25F210E2-1F0D-4DA8-86DD-DE15BE6D9C12,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.172+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Will
                fort.
",negativ,Emotionen des Leids,Leid,Minna
1084,140788,140862,CATMA_7A3BB085-8FEE-407E-A8EF-751B3B4AC10C,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Mein Herr, Sie beschimpfen mich jetzt mit dieser vertraulichen Benennung.
",negativ,Emotionen der Ablehnung,Ärger,Minna
1085,140877,140914,CATMA_F348409A-35EC-4740-AF34-BBDD6E1296B1,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Was ist Ihnen, mein Fräulein? Wohin?
",negativ,Emotionen der Angst,Angst,Minna
