 ,file,author,title0,title1,title2,date,date_written,date_print,date_premiere,when_0_textgrid,when_1_textgrid,notAfter_0_textgrid,notBefore_0_textgrid,notAfter_1_textgrid,notBefore_1_textgrid,genretitle,genre classification,subgenre,Entstehung,Erstdruck,Sortierdatum,Uraufaufführung,UAOrt,UABühne,UATruppe,Dramatis_Personae,act_count,scene_count,l_count,lg_count,p_count
500,GerDracor/kleist-die-familie-schroffenstein.xml,"Kleist, Heinrich von",Die Familie Schroffenstein,Ein Trauerspiel in fünf Aufzügen,"Heinrich von Kleist: Werke und Briefe in vier Bänden. Herausgegeben von Siegfried
 Streller in Zusammenarbeit mit Peter Goldammer und Wolfgang Barthel, Anita Golz,
 Rudolf Loch, Berlin und Weimar: Aufbau, 1978.",1802,1802,1803,1804,,,,,,,Trauerspiel,T,,1801-1802,1803,1803,09.01.1804,Graz,Nationaltheater,,no,5,13,3513,822,0
12,GerDracor/houwald-die-freistatt.xml,"Houwald, Ernst von",Die Freistatt,Ein tragisches Bild in einem Acte,"Vermischte Schriften von Ernst von Houwald. Erstes Bändchen. Leipzig: Göschen
 1825, S. 1–44.",1817,1817,1819,1819,,,,,,,Tragisches Bild in einem Acte,T,,,1817,1817,,,,,,,,,,
269,GerDracor/lenz-die-freunde-machen-den-philosophen.xml,"Lenz, Jakob Michael Reinhold",Die Freunde machen den Philosophen,Eine Komödie,"Jakob Michael Reinhold Lenz: Werke und Schriften. Herausgegeben von Britta Titel
 und Hellmut Haug, Band 1–2, Stuttgart: Goverts, 1965–1966.",1775,,1775,,,,,,,,Komödie,K,,1775/76,1776,1776,,,,,no,5,20,8,1,341
139,GerDracor/raimund-die-gefesselte-phantasie.xml,"Raimund, Ferdinand",Die gefesselte Phantasie,Original-Zauberspiel in zwei Aufzügen,"Ferdinand Raimund: Sämtliche Werke. Herausgegeben von Friedrich Schreyvogl,
 München: Winkler, 1960.",1826,1826,1837,1828,,,,,,,Zauberspiel,K,,1826,1837,1826,08.01.1828,Wien,Theater in der Leopoldsadt,,no,2,27,327,55,615
531,GerDracor/gotter-die-geisterinsel.xml,"Einsiedel, Friedrich Wilhelm Gotter Friedrich Hildebrand von",Die Geisterinsel,Ein Singspiel in drey Akten,"Johann Friedrich Reichardt: Die Geisterinsel. Ein Singspiel in drey Akten, in:
 Friedrich Wilhelm Gotter: Literarischer Nachlass, Gotha: J. Perthes, 1802, S.
 419–564.",1798,,,1798,,,,,,,Singspiel,K,,,,1798,06.07.1798,Königliches Nationaltheater am Gendarmenmarkt,Berlin,,no,3,28,1079,223,356
238,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Krüger, Johann Christian",Die Geistlichen auf dem Lande,Ein Lustspiel in drey Handlungen,"Johann Christian Krüger: Die Geistlichen auf dem Lande. Frankfurt und Leipzig:
 Michaelis-Messe, 1743 [Faksimiledruck mit einem Nachwort von Jürgen Jacobs: Stuttgart:
 J.B. Metzlersche Verlagsbuchhandlung, 1970].",1743,,1743,,,,,,,,Lustspiel,K,ST,,1743,1743,,,,,no,3,31,2,0,698
297,GerDracor/brentano-die-gruendung-prags.xml,"Brentano, Clemens",Die Gründung Prags,Ein historisch-romantisches Drama,"Clemens Brentano: Werke. Herausgegeben von Friedhelm Kemp, Band 1–4, München:
 Hanser, [1963–1968].",1814,,1814,,,,,,,,Drama,H,,1812-14,1815,1815,,,,,no,5,0,9599,1293,0
153,GerDracor/kleist-die-hermannsschlacht.xml,"Kleist, Heinrich von",Die Hermannsschlacht,Ein Drama,"Heinrich von Kleist: Werke und Briefe in vier Bänden. Herausgegeben von Siegfried
 Streller in Zusammenarbeit mit Peter Goldammer und Wolfgang Barthel, Anita Golz,
 Rudolf Loch, Berlin und Weimar: Aufbau, 1978.",1808,1808,1821,1860,,,,,,,Drama,T,,1808,1821,1821,29.08.1839,Pyrmont,,,no,5,53,2872,508,0
519,GerDracor/kotzebue-die-indianer-in-england.xml,"Kotzebue, August von",Die Indianer in England,Lustspiel in drei Aufzügen,"August von Kotzebue: Schauspiele. Mit einer Einführung von Benno von Wiese.
 Herausgegeben und kommentiert von Jürg Mathes, Frankfurt a.M.: Athenäum, 1972.",1788,1788,1790,1789,,,,,,,Lustspiel,K,,1788,1790,1790,26.03.1789,Reval,Liebhabertheater,,no,3,43,0,0,1153
536,GerDracor/weisse-die-jagd.xml,"Weiße, Christian Felix",Die Jagd,Eine komische Oper in drey Aufzügen,"Johann Adam Hiller: Die Jagd. Eine komische Oper in drey Aufzügen, Leipzig:
 Dykischen Buchhandlung, 1770.",1770,,1770,1770,,,,,,,Singspiel,S,,1757,,1770,29.01.1770,Weimar,Großherzogliches Theater,,no,3,34,583,100,709
391,GerDracor/iffland-die-jaeger.xml,"Iffland, August Wilhelm",Die Jäger,Ein ländliches Sittengemälde in fünf Aufzügen,"August Wilhelm Iffland: Die Jäger. Herausgegeben von Jürg Mathes, Stuttgart:
 Philipp Reclam Jun., 1976.",1785,,1785,1785,,,,,,,Sittengemälde,S,,,1785,1785,09.03.1785,Dürkheim,Hochfürstlich Leiningisches Gesellschaftstheater,,no,5,70,19,8,1562
265,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Benkowitz, Karl Friedrich","Die Jubelfeier der Hölle, oder Faust der jüngere",Ein Drama zum Anfang des neunzehnten Jahrhunderts,"Benkowitz, Karl Friedrich: Die Jubelfeier der Hölle, oder Faust der jüngere.
 Berlin: Friedrich Maurer, 1801.",1801,,1801,,,,,,,,Drama,S,,,1801,1801,,,,,yes,5,61,7,2,995
306,GerDracor/lessing-die-juden.xml,"Lessing, Gotthold Ephraim",Die Juden,Ein Lustspiel in einem Aufzuge,"Gotthold Ephraim Lessing: Werke. Herausgegeben von Herbert G. Göpfert in
 Zusammenarbeit mit Karl Eibl, Helmut Göbel, Karl S. Guthke, Gerd Hillen, Albert von
 Schirmding und Jörg Schönert, Band 1–8, München: Hanser, 1970 ff.",1749,1749,1754,1766,,,,,,,Lustspiel,K,,1749,1754,1754,,Frankfurt a. Main,,,no,0,23,0,0,380
444,GerDracor/schiller-die-jungfrau-von-orleans.xml,"Schiller, Friedrich",Die Jungfrau von Orleans,Eine romantische Tragödie,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1801,,1801,1801,,,,,,,Tragödie,T,,1800-1801,1802,1802,11.09.1801,Leipzig,,,no,5,63,3756,627,0
479,GerDracor/holtei-die-kalkbrenner.xml,"Holtei, Karl von",Die Kalkbrenner,Liederposse in einem Akt,"Karl von Holtei: Theater. Ausgabe letzter Hand in sechs Bänden, Breslau: Verlag
 von Eduard Trewendt, 1867.",1825,,1828,1825,,,,,,,Liederposse,K,,,1828,1828,12.11.1825,Berlin,Königstädtisches Theater,,no,0,11,148,22,197
381,GerDracor/wagner-die-kindermoerderin.xml,"Wagner, Heinrich Leopold",Die Kindermörderin,Ein Trauerspiel,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1777,,1776,1777,,,,,,,Trauerspiel,K,,1776,1776,1776,1777,Preßburg,,WAHR,no,6,0,10,2,726
253,GerDracor/goethe-die-laune-des-verliebten.xml,"Goethe, Johann Wolfgang",Die Laune des Verliebten,Ein Schäferspiel in Versen und einem Akte,"Johann Wolfgang von Goethe: Berliner Ausgabe. Herausgegeben von Siegfried Seidel:
 Poetische Werke [Band 1–16]; Kunsttheoretische Schriften und Übersetzungen [Band
 17–22], Berlin: Aufbau, 1960 ff.",1779,,1806,1779,,,,,,,Schäferspiel,SS,,1767/68,1806,1806,20.05.1779,Weimar,,,no,0,9,662,121,0
379,GerDracor/stephanie-die-liebe-im-narrenhause.xml,"Stephanie, Johann Gottlieb",Die Liebe im Narrenhause,Eine komische Oper in zwey Aufzügen,"Karl Ditters von Dittersdorf: Die Liebe im Narrenhause. Eine komische Oper in
 zwey Aufzügen, in Musik gesetzt von Hrn. Ditters von Dittersdorf, Liegnitz: [o. V.],
 1792, S. 255–350.",1787,,,1787,,,,,,,Komische Oper,K,,,,1787,12.04.1787,Wien,Burgtheater,,no,2,41,806,207,394
292,GerDracor/goethe-die-mitschuldigen.xml,"Goethe, Johann Wolfgang",Die Mitschuldigen,Ein Lustspiel in einem Akte,"Johann Wolfgang von Goethe: Berliner Ausgabe. Herausgegeben von Siegfried Seidel:
 Poetische Werke [Band 1–16]; Kunsttheoretische Schriften und Übersetzungen [Band
 17–22], Berlin: Aufbau, 1960 ff.",1776,,1909,1776,,,,,,,Lustspiel,K,,1768-69,1787,1787,09.01.1777,Weimar,Hoftheater,,no,0,15,889,165,0
24,GerDracor/goethe-die-natuerliche-tochter.xml,"Goethe, Johann Wolfgang",Die natürliche Tochter,Trauerspiel,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1803,,1803,1803,,,,,,,Trauerspiel,T,,1799,1804,1804,02.04.1803,Weimar,Hoftheater,,no,5,28,3004,378,0
260,GerDracor/klinger-die-neue-arria.xml,"Klinger, Friedrich Maximilian",Die neue Arria,Ein Schauspiel,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1775,1775,1776,,,,,,,,Schauspiel,S,,,1776,1776,,,,,no,5,17,48,5,811
234,GerDracor/bueschel-die-neue-messaline.xml,"Büschel, Johann Gabriel Bernhard",Die neue Messaline,Trauerspiel in einem Akt,"Anonym (= Johann Gabriel Bernhard Büschel): Die neue Messaline. Trauerspiel in
 einem Akt. Nach dem Französischen. In: Kanthariden. Rom bei Giovanni Tassoni (=
 Berlin: Himburg) 1788. S. 105–136.",1788,,1788,,,,,,,,Trauerspiel,T,,,1788,1788,,,,,,,,,,
137,GerDracor/schiller-die-piccolomini.xml,"Schiller, Friedrich",Die Piccolomini,In fünf Aufzügen,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1799,,1800,1799,,,,,,,,T,,1796/99,1800,1800,30.01.1799,Weimar,Hoftheater,,no,5,31,2836,467,1
461,GerDracor/gottschedin-die-pietisterey-im-fischbein-rocke.xml,"Gottsched, Luise Adelgunde Victorie",Die Pietisterey im Fischbein-Rocke oder Die Doctormäßige Frau,"Luise Adelgunde Victorie Gottsched: Die Pietisterey im Fischbein-Rocke. Komödie.
 Herausgegeben von Wolfgang Martens. Durchgesehene und bibliographisch ergänzte
 Auflage, Stuttgart: Philipp Reclam jun., 1979.",,1736,,1736,,,,,,,,Lustspiel,K,ST,,1736,1736,,,,,,,,,,
333,GerDracor/schiller-die-raeuber.xml,"Schiller, Friedrich",Die Räuber,Ein Schauspiel,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1782,,1781,1782,,,,,,,Schauspiel,T,,1777,1781,1781,13.01.1782,Mannheim,Nationaltheater,,no,5,15,136,25,1084
360,GerDracor/wagner-die-reue-nach-der-that.xml,"Wagner, Heinrich Leopold",Die Reue nach der That,Ein Schauspiel,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1775,,1775,1775,,,,,,,Trauerspiel,T,,,1775,1775,05.12.1775,Hamburg,,,no,6,0,4,1,814
402,GerDracor/mylius-die-schaeferinsel.xml,"Mylius, Christlob",Die Schäferinsel,Ein Lustspiel in drey Aufzügen,"Christlob Mylius: Vermischte Schriften. Gesammelt von Gotthold Ephraim Lessing,
 Berlin: Ambr. Haude und Joh. Carl Spener, 1754 [Nachdruck: Frankfurt a.M.: Athenäum,
 1971].",1749,,1749,,,,,,,,Lustspiel,K,,,1749,1749,,,,,no,3,30,1588,296,0
37,GerDracor/muellner-die-schuld.xml,"Müllner, Adolph",Die Schuld,Trauerspiel in vier Akten,"Adolph Müllner: Dramatische Werke. Braunschweig: Friedrich Vieweg, 1828.",1813,,1816,1813,,,,,,,Trauerspiel,T,,,1816,1816,27.04.1813,Wien,,,no,4,28,2833,460,0
431,GerDracor/weissenthurn-die-schwestern-st-janvier.xml,"Weißenthurn, Johanna von",Die Schwestern St. Janvier,Schauspiel in fünf Aufzügen,"Johanna Franul von Weißenthurn: Neueste Schauspiele. Band 9 [= N.F. Band 1],
 Berlin: Schlesingersche Buch- und Musikhandlung, 1821; Band 13, Wien: J. B.
 Wallishausser, 1832.",1821,,1821,,,,,,,,Schauspiel,S,,,1821,1821,,,,,no,5,39,2075,311,0
378,GerDracor/lenz-die-soldaten.xml,"Lenz, Jakob Michael Reinhold",Die Soldaten,Ein Schauspiel,"Jakob Michael Reinhold Lenz: Werke und Schriften. Herausgegeben von Britta Titel
 und Hellmut Haug, Band 1–2, Stuttgart: Goverts, 1965–1966.",1863,,1776,1863,,,,,,,Komödie,K,,1774,1776,1776,1863,Wien,Burgtheater,,no,5,36,16,4,557
251,GerDracor/kotzebue-die-spanier-in-peru.xml,"Kotzebue, August von","Die Spanier in Peru, oder: Rollas Tod",Ein romantisches Trauerspiel in fünf Aufzügen,"August von Kotzebue: Die Spanier in Peru, oder: Rollas Tod. Ein romantisches
 Trauerspiel in fünf Aufzügen. In: Theater von August von Kotzebue. Vierter Band.
 Leipzig und Wien: Kummer und Klang 1840. S. 205–318.",1794,,1796,1794,,,,,,,Romantisches Trauerspiel,T,,,1796,1796,,,,,,,,,,
299,GerDracor/schlegel-die-stumme-schoenheit.xml,"Schlegel, Johann Elias",Die stumme Schönheit,Ein Lustspiel in einem Aufzuge,"Johann Elias Schlegel: Ausgewählte Werke. Herausgegeben von Werner Schubert,
 Weimar: Arion Verlag, 1963.",1747,1747,1747,,,,,,,,Lustspiel,K,,1747,1747,1747,05.06.1754,Hamburg,Schönemansche Theatertruppe.,,no,0,25,897,157,0
49,GerDracor/hensler-die-teufelsmuehle-am-wienerberg.xml,"Hensler, Karl Friedrich",Die Teufelsmühle am Wienerberg,Ein österreichisches Volksmährchen mit Gesang in vier Aufzügen,"Die romantisch-komischen Volksmärchen. Herausgegeben von Dr. Otto Rommel,
 Leipzig: Verlag von Philipp Reclam jun., 1936 [Deutsche Literatur, Sammlung
 literarischer Kunst- und Kulturdenkmäler in Entwicklungsreihen. Reihe Barock Band
 2].",1799,,1799,,,,,,,,Volksmärchen,S,,,1799,1799,,,,,no,4,58,340,57,653
120,GerDracor/tieck-die-theegesellschaft.xml,"Tieck, Ludwig",Die Theegesellschaft,Lustspiel in Einem Aufzuge,"Ludwig Tieck: Die Theegesellschaft. Lustspiel in Einem Aufzuge. In: Ludwig
 Tieck's Schriften. Zwölfter Band. Berlin: Reimer 1829. S. 355–420.",1796,1796,1797,,,,,,,,Lustspiel,K,,,1796,1796,,,,,,,,,,
133,GerDracor/moeser-die-tugend-auf-der-schaubuehne.xml,"Möser, Justus",Die Tugend auf der Schaubühne; oder: Harlekin's Heirath,Ein Nachspiel in einem Aufzuge,"Justus Möser: Harlekin. Texte und Materialien mit einem Nachwort herausgegeben
 von Henning Boetius, Berlin und Zürich: Verlag Gehlen, 1968.",1763,1763,1798,,,,,,,,Nachspiel,S,,1763,1798,1798,,,,,no,1,17,0,0,305
75,GerDracor/schouwaert-die-ueberschwemmung.xml,"Schouwärt, Franz Philipp Adolph",Die Überschwemmung,Ein Schauspiel in drey Akten,"Die Ueberschwemmung. Ein Schauspiel in drey Akten vom Schauspieler Schouwärt.
 Frankfurt am Mayn. 1784.",1784,1784,1784,,,,,,,,Schauspiel,S,,,,1784,,,,,,,,,,
313,GerDracor/raimund-die-unheilbringende-zauberkrone.xml,"Raimund, Ferdinand","Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend",Tragisch-komisches Original-Zauberspiel in zwei Aufzügen,"Ferdinand Raimund: Sämtliche Werke. Herausgegeben von Friedrich Schreyvogl,
 München: Winkler, 1960.",1829,1829,1837,1829,,,,,,,Zauberspiel,K,,1829,1837,1829,04.12.1829,Wien,Theater in der Leopoldstadt,,,,,,,
123,GerDracor/neuber-die-verehrung-der-vollkommenheit.xml,"Neuber, Caroline",Die Verehrung der Vollkommenheit durch die gebesserten deutschen Schauspiele,"Archiv für Litteraturgeschichte. Herausgegeben von Franz Schnorr von Carolsfeld.
 Band 10, Leipzig: B.G. Teubner, 1881.",,1737,,1737,,,,,,,,Vorspiel,S,,,1737,1737,,,,,,,,,,
173,GerDracor/platen-die-verhaengnisvolle-gabel.xml,"Platen, August von",Die verhängnisvolle Gabel,Ein Lustspiel in 5 Akten,"August von Platen: Die verhängnisvolle Gabel / Der romantische Ödipus. Neudruck
 der Erstausgaben, herausgegeben von Irmgard Denkler und Horst Denkler, Stuttgart:
 Philipp Reclam jun., 1979 [Universal-Bibliothek Nr. 118 [4]].",1826,1826,1826,,,,,,,,Lustspiel,K,,1826,1826,1826,,,,,yes,5,0,1481,196,0
497,GerDracor/tieck-die-verkehrte-welt.xml,"Tieck, Ludwig",Die verkehrte Welt,Ein historisches Schauspiel in fünf Aufzügen,"Ludwig Tieck: Werke in vier Bänden. Nach dem Text der »Schriften« von 1828–1854,
 unter Berücksichtigung der Erstdrucke. Herausgegeben von Marianne Thalmann, Band 1–4,
 München: Winkler, 1963.",1800,,1800,,,,,,,,Schauspiel,K,,,1800,1800,,,,,no,5,18,417,47,994
117,GerDracor/schiller-die-verschwoerung-des-fiesco-zu-genua.xml,"Schiller, Friedrich",Die Verschwörung des Fiesco zu Genua,Ein republikanisches Trauerspiel,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1782,,1783,1782,,,,,,,Trauspiel,T,,1782,1783,1783,20.07.1783,Bonn,Kurfürstliches Theater,,no,5,75,0,0,1251
135,GerDracor/kannengiesser-die-vierbeinigten-philosophen.xml,"Kannengießer, Hans Franz",Die vierbeinigten Philosophen,Ein Trauerspiel in einem Act,"Hans Franz Kannengießer (Pseudonym): Die vierbeinigten Philosophen. Ein
 Trauerspiel in einem Act. Heimberg 1802.",1802,,1802,,,,,,,,Trauerspiel,T,,,1802,1802,,,,,,,,,,
181,GerDracor/neuber-die-beschuetzte-schauspielkunst.xml,"Neuber, Caroline",Die von der Weisheit wider die Unwissenheit beschützte Schauspielkunst,"Friederike Caroline Neuber: Die von der Weisheit wider die Unwissenheit
 beschützte Schauspiel-Kunst, Lübeck: gedruckt von Christian Henrich Willers,
 1736.",,1736,,1736,,,,,,,,Vorspiel,S,,,1736,1736,,,,,,,,,,
9,GerDracor/birch-pfeiffer-die-walpurgisnacht.xml,"Birch-Pfeiffer, Charlotte",Die Walpurgisnacht,Dramatisches Volksmärchen in vier Acten,"Charlotte Birch-Pfeiffer: Gesammelte dramatische Werke, Band 9, Leipzig: Reclam,
 1863.",1827,1827,1866,1830,,,,,,,Dramatisches Volksmärchen,,,,1866,1827,1829,Wien,,,yes,4,42,120,21,460
244,GerDracor/goethe-die-wette.xml,"Goethe, Johann Wolfgang",Die Wette,Ein Lustspiel in einem Akt,"Goethes poetische Werke. Vollständige Ausgabe. Dritter Band. Stuttgart: Cotta
 1953, S. 119–134.",1812,1812,1837,,,,,,,,Scäferspiel,SS,,,1891,1812,,,,,,,,,,
511,GerDracor/gellert-die-zaertlichen-schwestern.xml,"Gellert, Christian Fürchtegott",Die zärtlichen Schwestern,Ein Lustspiel in drei Aufzügen,"Christian Fürchtegott Gellert: Werke, Band 1 und 2. Herausgegeben von Gottfried
 Honnefelder, Frankfurt a.M.: Insel, 1979.",1747,,1747,1747,,,,,,,Lustspiel,K,RL,,1747,1747,,,,,no,3,53,0,0,615
419,GerDracor/schikaneder-die-zauberfloete.xml,"Schikaneder, Emanuel",Die Zauberflöte,Große Oper in zwey Aufzügen,"Wolfgang Amadeus Mozart: Die Zauberflöte. Eine große Oper in zwei Aufzügen, von
 Emanuel Schikaneder, Wien: Ignaz Alberti, 1791.",1791,,,1791,,,,,,,Oper,K,,,,1791,30.09.1791,Wien,Theater im Starhembergschen Freihaus,,no,2,49,785,167,366
305,GerDracor/klinger-die-zwillinge.xml,"Klinger, Friedrich Maximilian",Die Zwillinge,Ein Trauerspiel in fünf Aufzügen,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1776,,1776,1776,,,,,,,Trauerspiel,T,,1775,1776,1776,23.02.1776,Hamburg,,,no,5,21,16,4,637
484,GerDracor/soden-doktor-faust.xml,"Soden, Julius von",Doktor Faust,Volks-Schauspiel in fünf Akten,"Soden, Julius von: Doktor Faust. Volksschauspiel in fünf Akten, Neudruck der
 Originalausgabe von 1797 zu seinem 100. Todestage (13.Juli 1931) mit
 literargeschichtlicher Einleitung herausgegeben von Dr. Christoph Beck, Neustadt a.d.
 Aisch: Verlag von Ph. C.W. Schmidt, 1931.",1797,,1797,,,,,,,,Drama,S,,,1797,1797,,,,,no,5,65,0,0,1367
542,GerDracor/baeuerle-doktor-fausts-mantel.xml,"Bäuerle, Adolf",Doktor Faust's Mantel,Ein Zauberspiel mit Gesang in zwey Acten,"Bäuerle, Adolf: Doctor Faust's Mantel. Ein Zauberspiel mit Gesang in zwey Acten.
 Wien: Verlag Leopold Grund, 1819.",1817,,1819,1817,,,,,,,Musikalisches Zauberspiel,K,,,1819,1819,,,,,no,2,52,259,49,604
407,GerDracor/stephanie-doktor-und-apotheker.xml,"Stephanie, Johann Gottlieb",Doktor und Apotheker,Komische Oper in zwei Aufzügen,"Karl Ditters von Dittersdorf: Doktor und Apotheker. Komische Oper in zwei
 Aufzügen, Dichtung von Stephanie dem Jüngeren, hg. v. Carl Friedrich Wittmann,
 Leipzig: Reclam, [o. J.].",1786,,,1786,,,,,,,Komische Oper,K,,,,1786,11.07.1786,Wien,Burgtheater,,no,2,45,1183,258,421
272,GerDracor/schiller-don-carlos-infant-von-spanien.xml,"Schiller, Friedrich","Don Carlos, Infant von Spanien",Ein dramatisches Gedicht,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1787,,1787,1787,,,,,,,Dramatisches Gedicht,T,,1783-87,1787,1787,29.08.1787,Hamburg,Nationaltheater,,no,5,69,6550,1257,0
264,GerDracor/grabbe-don-juan-und-faust.xml,"Grabbe, Christian Dietrich",Don Juan und Faust,Eine Tragödie in vier Akten,"Christian Dietrich Grabbe: Werke und Briefe. Historisch-kritische Gesamtausgabe
 in sechs Bänden. Herausgegeben von der Akademie der Wissenschaften in Göttingen,
 bearb. von Alfred Bergmann, Emsdetten (Westf.): Lechte, 1960–1970.",1829,1829,1829,1829,,,,,,,Tragödie,T,,1829,1829,1829,29.03.1829,Detmold,,,yes,4,11,3395,654,33
91,GerDracor/goethe-egmont.xml,"Goethe, Johann Wolfgang",Egmont,Ein Trauerspiel in fünf Aufzügen,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1789,,1788,1789,,,,,,,Trauerspiel,T,,1775-1787,1788,1788,09.01.1789,Mainz,Nationaltheater,,no,5,13,30,3,820
34,GerDracor/engel-eid-und-pflicht.xml,"Engel, Johann Jakob",Eid und Pflicht,Ein bürgerliches Trauerspiel in fünf Aufzügen,"J[ohann] J[akob] Engel: Eid und Pflicht. Berlin: Myliussische Buchhandlung,
 1803.",1776,1776,1803,1798,,,,,,,Bürgerliches Trauerspiel,T,,1776,1803,1803,,,,,no,5,37,0,0,652
,TextGrid/-Ein_ander_lustig_Pickelherings_Spiel.xml,Anonym,Ein ander lustig Pickelherings Spiel,"Spieltexte der Wanderbühne. Herausgegeben von Manfred Brauneck, Berlin: Walter de Gruyter & Co., 1970 [Ausgaben deutscher Literatur des XV. bis XVIII. Jahrhunderts, unter Mitwirkung von Käthe Kahlenberg herausgegeben von Hans-Gert Roloff].",,1970,,,,1970,,,,,,Komödie,K,,,1620,1620,,,,,yes,2,0,63,0,63
404,GerDracor/neuber-ein-deutsches-vorspiel.xml,"Neuber, Caroline",Ein Deutsches Vorspiel,"Friederike Caroline Neuber: Ein Deutsches Vorspiel verfertiget von Friederica
 Carolina Neuberin (1734). Zur Feier ihres 200jährigen Geburtstages 9. März 1897 mit
 einem Verzeichnis ihrer Dichtungen herausgegeben von Arthur Richter, Leipzig: G. J.
 Göschen’sche Verlagshandlung, 1897 [Deutsche Litteraturdenkmale des 18. und 19.
 Jahrhunderts, herausgegeben von August Sauer, No. 63, N. F. No. 13].",,1734,,1734,,,,,,,,Vorspiel,S,,,1734,1734,,,,,no,0,8,576,87,0
143,GerDracor/grillparzer-ein-treuer-diener-seines-herrn.xml,"Grillparzer, Franz",Ein treuer Diener seines Herrn,Trauerspiel in fünf Aufzügen,"Franz Grillparzer: Sämtliche Werke. Ausgewählte Briefe, Gespräche, Berichte.
 Herausgegeben von Peter Frank und Karl Pörnbacher, München: Hanser,
 [1960–1965].",1828,,1830,1828,,,,,,,Trauerspiel,T,,1826-27,1830,1830,28.02.1828,Wien,Burgtheater,,no,5,0,2475,455,0
319,GerDracor/lessing-emilia-galotti.xml,"Lessing, Gotthold Ephraim",Emilia Galotti,Ein Trauerspiel in fünf Aufzügen,"Gotthold Ephraim Lessing: Werke. Herausgegeben von Herbert G. Göpfert in
 Zusammenarbeit mit Karl Eibl, Helmut Göbel, Karl S. Guthke, Gerd Hillen, Albert von
 Schirmding und Jörg Schönert, Band 1–8, München: Hanser, 1970 ff.",1772,,1772,1772,,,,,,,Trauerspiel,T,,1757,1772,1772,13.03.1772,Braunschweig,Döbbelinsche Truppe,,no,5,43,0,0,835
,TextGrid/-Epicharis.xml,"Lohenstein, Daniel Casper von",Epicharis,"Daniel Casper von Lohenstein: Römische Trauerspiele. Herausgegeben von Klaus Günther Just, Stuttgart: Anton Hiersemann, 1955.",,1635,,,,1955,,1683,1635,,,Trauerspiel,T,,,1665,1665,,,,,yes,5,0,3901,512,267
20,GerDracor/uhland-ernst-herzog-von-schwaben.xml,"Uhland, Ludwig",Ernst Herzog von Schwaben,Trauerspiel in fünf Aufzügen,"Ludwig Uhland: Werke. Herausgegeben von Hartmut Fröschle und Walter Scheffler,
 Band 1–4, München: Winkler, 1980.",1818,,1818,1818,,,,,,,Trauerspiel,T,,,1818,1818,05.05.1818,Hamburg,,,no,5,5,2102,233,0
