,Unnamed: 0,Emotionsbezug_falls_nötig,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
427,675,,,unbekannt,,,,,LSch,positiv,151258.0,CATMA_E1F599D1-D3C0-42EE-92D2-A8737316BB1D,8,Emotionen der Zuneigung,positiv,151220.0,Liebe,Was Liebes dir dein holder Achmet gab.,"['Was', 'Liebes', 'dir', 'dein', 'holder', 'Achmet', 'gab', '.']"
428,676,,IBRAHIM,unbekannt,KIOSEM,,,,LSch,positiv,151568.0,CATMA_905A01A9-969F-4F7B-B3C2-00499CD648B1,16,Emotionen der Zuneigung,positiv,151482.0,Liebe,"Dein Wolthun heckt in seinem Hertzen Rache /
Weil alles Oel der Liebe längst verzehrt.","['Dein', 'Wolthun', 'heckt', 'in', 'seinem', 'Hertzen', 'Rache', '/', 'Weil', 'alles', 'Oel', 'der', 'Liebe', 'längst', 'verzehrt', '.']"
429,682,,,,,,,,LSch,negativ,153425.0,CATMA_BE9FDE1F-EC7B-4273-873A-96C8F49563BE,33,Emotionen des Leids,negativ,153280.0,Leid,"Ach! wirf den Tittel hin /
Und dencke: daß diß nur mehr durch das Hertze schneidet /
Wenn / was man war / nicht sey / der Tittel uns bescheidet.
","['Ach', '!', 'wirf', 'den', 'Tittel', 'hin', '/', 'Und', 'dencke', ':', 'daß', 'diß', 'nur', 'mehr', 'durch', 'das', 'Hertze', 'schneidet', '/', 'Wenn', '/', 'was', 'man', 'war', '/', 'nicht', 'sey', '/', 'der', 'Tittel', 'uns', 'bescheidet', '.']"
430,683,,,,,,,,LSch,negativ,153676.0,CATMA_8D61E08B-A672-45E1-B072-F87CE9BFF3D4,49,Emotionen des Leids,negativ,153434.0,Leid,"Sie lasse dieses Ach und diese Klage mir /
Den Ibrahim / der doch läßt ieden Sclaven für /
Dem gleich sein Kopf nicht so / wie mir mein Hertze brennet /132


Von seinem Antlitz stößt; mich Hund und Ketzer nennet /
Mir Strick und Mörsel dreut.","['Sie', 'lasse', 'dieses', 'Ach', 'und', 'diese', 'Klage', 'mir', '/', 'Den', 'Ibrahim', '/', 'der', 'doch', 'läßt', 'ieden', 'Sclaven', 'für', '/', 'Dem', 'gleich', 'sein', 'Kopf', 'nicht', 'so', '/', 'wie', 'mir', 'mein', 'Hertze', 'brennet', '/132', 'Von', 'seinem', 'Antlitz', 'stößt', ';', 'mich', 'Hund', 'und', 'Ketzer', 'nennet', '/', 'Mir', 'Strick', 'und', 'Mörsel', 'dreut', '.']"
431,686,,,,,,,,LSch,positiv,154290.0,CATMA_244F263B-AFF8-4277-AF71-9A0E1E30ACBA,15,Emotionen der Freude,positiv,154216.0,Freude,"Ich sehe ja vergnüget:
Daß Sie vom Sultan hat die Freyheit wieder krieget.","['Ich', 'sehe', 'ja', 'vergnüget', ':', 'Daß', 'Sie', 'vom', 'Sultan', 'hat', 'die', 'Freyheit', 'wieder', 'krieget', '.']"
432,688,,,,,,,,LSch,negativ,154698.0,CATMA_25DD960C-3611-496C-A958-2A46789FEF03,46,Emotionen der Ablehnung,negativ,154465.0,Abscheu,"Der so viel Blutt vergossen /
Der solche Greuelthat ans Mufti Haus' außübt /
Der seine Mutter oft biß auf den Tod betrübt /
Der / die die Kron ihm gab / in Kefichte verstricket /
Sein eigen Fleisch und Blutt sich zu ermorden schicket","['Der', 'so', 'viel', 'Blutt', 'vergossen', '/', 'Der', 'solche', 'Greuelthat', 'ans', 'Mufti', 'Haus', ""'"", 'außübt', '/', 'Der', 'seine', 'Mutter', 'oft', 'biß', 'auf', 'den', 'Tod', 'betrübt', '/', 'Der', '/', 'die', 'die', 'Kron', 'ihm', 'gab', '/', 'in', 'Kefichte', 'verstricket', '/', 'Sein', 'eigen', 'Fleisch', 'und', 'Blutt', 'sich', 'zu', 'ermorden', 'schicket']"
433,689,,KIOSEM,MUFTI,,,,,LSch,negativ,155128.0,CATMA_6428E8F2-D7A3-477D-8FE8-151FB6B398D7,56,Emotionen des Leids,negativ,154812.0,Leid,"Geduld und Hofnung macht des Unglücks scharffe Pfeile /
Des Grimmes Klingen stumpf; Ja reißt die Donner-Keile
Tyrannen auß der Hand. Der Tugend Eigenschaft
Gleicht Palmen / denen gibt die Unterdrückung Kraft /
Mehr als des Glückes West. Die wird mit ihr noch blühen /
Und alles Wetter sich in Sonnenschein verziehen.","['Geduld', 'und', 'Hofnung', 'macht', 'des', 'Unglücks', 'scharffe', 'Pfeile', '/', 'Des', 'Grimmes', 'Klingen', 'stumpf', ';', 'Ja', 'reißt', 'die', 'Donner-Keile', 'Tyrannen', 'auß', 'der', 'Hand', '.', 'Der', 'Tugend', 'Eigenschaft', 'Gleicht', 'Palmen', '/', 'denen', 'gibt', 'die', 'Unterdrückung', 'Kraft', '/', 'Mehr', 'als', 'des', 'Glückes', 'West', '.', 'Die', 'wird', 'mit', 'ihr', 'noch', 'blühen', '/', 'Und', 'alles', 'Wetter', 'sich', 'in', 'Sonnenschein', 'verziehen', '.']"
434,690,,,,,,,,LSch,positiv,155281.0,CATMA_BFA0EE51-F9A3-49A9-834C-05231064E31E,17,Emotionen der Zuneigung,positiv,155198.0,Verehrung,"daß ein Wort von ihr mir helffen kan;
Geruhe sie mich doch beym Sultan einzulieben.","['daß', 'ein', 'Wort', 'von', 'ihr', 'mir', 'helffen', 'kan', ';', 'Geruhe', 'sie', 'mich', 'doch', 'beym', 'Sultan', 'einzulieben', '.']"
435,691,,,,,,,,LSch,negativ,155439.0,CATMA_168BBA73-6097-4611-8D92-131C0DF03006,26,Emotionen der Angst,negativ,155292.0,Verzweiflung,"Wen sol die setzen ein / die selber wird vertrieben?
Ach Trübsand-voller Grund! weil mir mein Amurath
Schon meinen Untergang bestürtzt eröfnet hat.","['Wen', 'sol', 'die', 'setzen', 'ein', '/', 'die', 'selber', 'wird', 'vertrieben', '?', 'Ach', 'Trübsand-voller', 'Grund', '!', 'weil', 'mir', 'mein', 'Amurath', 'Schon', 'meinen', 'Untergang', 'bestürtzt', 'eröfnet', 'hat', '.']"
436,692,,MUFTI,,KIOSEM,,,,LSch,Emotionale Bewegtheit,155476.0,CATMA_D8060DCF-BEBD-4785-8F19-FE31677AC16B,4,Emotionale Bewegtheit,Emotionale Bewegtheit,155449.0,Emotionale Bewegtheit,Ihr längst-entblaster Sohn?,"['Ihr', 'längst-entblaster', 'Sohn', '?']"
437,693,,,,,,,,LSch,negativ,156182.0,CATMA_93EB22DF-5175-46F8-A8E5-D4F4247016CB,9,Emotionen der Ablehnung,negativ,156131.0,Abscheu,Solt ich ins Sohnes Blutt die Mutter-Hände tauchen?,"['Solt', 'ich', 'ins', 'Sohnes', 'Blutt', 'die', 'Mutter-Hände', 'tauchen', '?']"
438,694,,,MUFTI,KIOSEM,,,,LSch,positiv,156249.0,CATMA_5A299218-0F7A-4375-9BC4-348AF5A67794,13,Emotionen der Zuneigung,positiv,156191.0,Liebe,Der ist kein Sohn / der vor läßt Lieb und Hold verrauchen.,"['Der', 'ist', 'kein', 'Sohn', '/', 'der', 'vor', 'läßt', 'Lieb', 'und', 'Hold', 'verrauchen', '.']"
439,695,,,,,,,,LSch,negativ,156306.0,CATMA_1125A5E0-31E2-490E-BEFD-910B4B3A17F8,10,Emotionen der Ablehnung,negativ,156259.0,Abscheu,Für dieser That entsetzt sich die Natur in mir.,"['Für', 'dieser', 'That', 'entsetzt', 'sich', 'die', 'Natur', 'in', 'mir', '.']"
440,696,,,MUFTI,,,,,LSch,negativ,156931.0,CATMA_CB003C97-78C1-448E-9807-056C80527B0F,13,Emotionen des Leids,negativ,156859.0,Leid,"Wer wider Mütter sündigt /
Dem wird vom Mahumed mehr Unheil angekündigt;","['Wer', 'wider', 'Mütter', 'sündigt', '/', 'Dem', 'wird', 'vom', 'Mahumed', 'mehr', 'Unheil', 'angekündigt', ';']"
441,697,,unpersönlich,MUFTI,,,,,LSch,negativ,157056.0,CATMA_FA9D1983-CED8-442C-9C75-FA7165812100,14,Emotionen der Ablehnung,negativ,156982.0,Abscheu,"Auch hat oft Oßmanns Reich der Mutter Blitz gehört
Auf wilde Kinder fahrn.","['Auch', 'hat', 'oft', 'Oßmanns', 'Reich', 'der', 'Mutter', 'Blitz', 'gehört', 'Auf', 'wilde', 'Kinder', 'fahrn', '.']"
442,698,,MUFTI,,,,,,LSch,negativ,157249.0,CATMA_94B864A6-A13C-4188-96DD-16AD6B1F92BB,11,Emotionen der Ablehnung,negativ,157194.0,Abscheu,Wer solch ein Unmensch ist / ist nicht Erbarmens werth.,"['Wer', 'solch', 'ein', 'Unmensch', 'ist', '/', 'ist', 'nicht', 'Erbarmens', 'werth', '.']"
443,700,,,KIOSEM,IBRAHIM,,,,LSch,negativ,158085.0,CATMA_98D50B51-E937-4DC2-B22D-6BBBC10FB05A,17,Emotionen der Ablehnung,negativ,157998.0,Abscheu,"Laßt euch den Dunst nicht bländen /
Durch den die Rache meist umbnebelt Haupt und Witz.","['Laßt', 'euch', 'den', 'Dunst', 'nicht', 'bländen', '/', 'Durch', 'den', 'die', 'Rache', 'meist', 'umbnebelt', 'Haupt', 'und', 'Witz', '.']"
444,701,,,,,,,,LSch,positiv,158611.0,CATMA_AF25CB80-50AA-49DE-B7DB-C481738754BB,16,Emotionen der Zuneigung,positiv,158534.0,Liebe,"daß Liebe / Blutt und Sohn
So viel als Reich und Recht bey Kiosem nicht gelte","['daß', 'Liebe', '/', 'Blutt', 'und', 'Sohn', 'So', 'viel', 'als', 'Reich', 'und', 'Recht', 'bey', 'Kiosem', 'nicht', 'gelte']"
445,702,,,,,,,,LSch,positiv,159093.0,CATMA_B61915F7-40BE-4220-B6E2-959C673E89D5,21,Emotionen der Freude,positiv,158982.0,Freude,"Hierumb sind wir vergnüget /
Und gönnen / wenn der Sohn nur seinen Zepter krieget /
Ihm leicht sein Athemhohln.","['Hierumb', 'sind', 'wir', 'vergnüget', '/', 'Und', 'gönnen', '/', 'wenn', 'der', 'Sohn', 'nur', 'seinen', 'Zepter', 'krieget', '/', 'Ihm', 'leicht', 'sein', 'Athemhohln', '.']"
446,704,,,DIE MORD-LUST,,,,,LSch,negativ,160165.0,CATMA_C337255A-4EA9-4C62-AD0F-E0D814AA728C,17,Emotionen des Leids,negativ,160065.0,Leid,"Boßheit hat itzt Luchsen-Augen /
Daß kein erzürnte Mordgewehr'
Ihr einigs Leid zu thun nicht taugen.","['Boßheit', 'hat', 'itzt', 'Luchsen-Augen', '/', 'Daß', 'kein', 'erzürnte', ""Mordgewehr'"", 'Ihr', 'einigs', 'Leid', 'zu', 'thun', 'nicht', 'taugen', '.']"
447,706,,,IBRAHIM,,,,nur auf Sprachebene,LSch,positiv,163490.0,CATMA_BD5E2636-5C98-4B8A-9F9F-D47E5EB375AF,9,Emotionen der Zuneigung,positiv,163444.0,Freundschaft,Weil diesen Tarter Er zum Freunde muste haben.,"['Weil', 'diesen', 'Tarter', 'Er', 'zum', 'Freunde', 'muste', 'haben', '.']"
448,707,,,IBRAHIM,,,,,LSch,negativ,163866.0,CATMA_5BF280EB-C125-42D1-B4C4-6987E3B2B9E9,13,Emotionen des Leids,negativ,163809.0,Leid,Sag: ob / wer die Person verletzt / nicht mehr verbricht?,"['Sag', ':', 'ob', '/', 'wer', 'die', 'Person', 'verletzt', '/', 'nicht', 'mehr', 'verbricht', '?']"
449,708,,,KIOSEM,,,,,LSch,negativ,164175.0,CATMA_6E272CD9-CF37-41CB-A7CB-9A2B212FECFE,9,Emotionen der Ablehnung,negativ,164120.0,Abscheu,Der Pöfel lernt hierdurch sein Ampt verächtlich halten.,"['Der', 'Pöfel', 'lernt', 'hierdurch', 'sein', 'Ampt', 'verächtlich', 'halten', '.']"
450,709,,"['IBRAHIM', 'unpersönlich']",,,,,,LSch,negativ,164733.0,CATMA_D40BCDE2-09F5-41F5-A5FC-26B1C64813BF,23,Emotionen der Angst,negativ,164615.0,Angst,"Die / wo sie selbst gleich nicht auf Rach und Eyfer trachten /
Doch in des Fürsten Brust Verdacht und Furcht gebehrn.
","['Die', '/', 'wo', 'sie', 'selbst', 'gleich', 'nicht', 'auf', 'Rach', 'und', 'Eyfer', 'trachten', '/', 'Doch', 'in', 'des', 'Fürsten', 'Brust', 'Verdacht', 'und', 'Furcht', 'gebehrn', '.']"
451,710,,IBRAHIM,,,,,,LSch,negativ,165395.0,CATMA_10C17B60-FB79-4284-BDF7-A135308EC1FB,16,Emotionen der Ablehnung,negativ,165318.0,Abscheu,"Gibt von den Janitscharen
Ihm keiner nicht den Rest? daß man den Hund abthu!
","['Gibt', 'von', 'den', 'Janitscharen', 'Ihm', 'keiner', 'nicht', 'den', 'Rest', '?', 'daß', 'man', 'den', 'Hund', 'abthu', '!']"
452,711,,IBRAHIM,,,,,,LSch,negativ,165612.0,CATMA_B5819A2B-1B2A-4871-81BF-F26BB737D98A,22,Emotionen der Ablehnung,negativ,165510.0,Abscheu,"Die Hunde sämtlich solln so tief in Kwal versincken /
So hoch ihr Frevel ist! was aber sucht der Hund?","['Die', 'Hunde', 'sämtlich', 'solln', 'so', 'tief', 'in', 'Kwal', 'versincken', '/', 'So', 'hoch', 'ihr', 'Frevel', 'ist', '!', 'was', 'aber', 'sucht', 'der', 'Hund', '?']"
453,712,,,,,,,,LSch,negativ,165737.0,CATMA_7582CAD5-B127-4424-BC94-9CF9B436E817,12,Emotionen der Ablehnung,negativ,165683.0,Abscheu,Ich schwer's beym Mahumed; er sol am Strang ersticken.,"['Ich', 'schwer', ""'s"", 'beym', 'Mahumed', ';', 'er', 'sol', 'am', 'Strang', 'ersticken', '.']"
454,713,,IBRAHIM,,,,,,LSch,negativ,166001.0,CATMA_1FB67186-56BC-46F5-AADA-2ED28D741417,17,Emotionen der Ablehnung,negativ,165923.0,Abscheu,"Wer gibt dir Hund die Macht zu dringen ins Gemach?
Ist dir's Verbott entfalln?","['Wer', 'gibt', 'dir', 'Hund', 'die', 'Macht', 'zu', 'dringen', 'ins', 'Gemach', '?', 'Ist', 'dir', ""'s"", 'Verbott', 'entfalln', '?']"
455,714,,IBRAHIM,,,,,,LSch,negativ,166156.0,CATMA_5DBFE365-3592-4698-ABD7-9EA41D5B1912,11,Emotionen der Ablehnung,negativ,166097.0,Abscheu,Daß unser Blitz euch nicht stracks sol in Abgrund schlagen!,"['Daß', 'unser', 'Blitz', 'euch', 'nicht', 'stracks', 'sol', 'in', 'Abgrund', 'schlagen', '!']"
456,715,,,,,,,,LSch,negativ,166324.0,CATMA_990CDD3C-BBDF-4A4D-98EF-7A63C3F82908,9,Emotionen der Ablehnung,negativ,166272.0,Abscheu,Was hat der Thoren Schaum dem Käyser fürzuschwätzen?,"['Was', 'hat', 'der', 'Thoren', 'Schaum', 'dem', 'Käyser', 'fürzuschwätzen', '?']"
457,716,,MUFTI,,,,,,LSch,negativ,166381.0,CATMA_CD570A80-8899-4595-8461-152ECF2546FC,10,Emotionen der Ablehnung,negativ,166333.0,Abscheu,Daß er den Groß-Visier den Achmet ab sol setzen.,"['Daß', 'er', 'den', 'Groß-Visier', 'den', 'Achmet', 'ab', 'sol', 'setzen', '.']"
458,717,,MUFTI,,,,,,LSch,negativ,166592.0,CATMA_4E8E6B4C-0E32-401A-8C51-F44021049308,37,Emotionen der Ablehnung,negativ,166382.0,Abscheu,"Auf Sekierperen / die nur durch Missethat
Und schlimme Kuplerey so viel gesammlet hat /
Als kaum ein Fürst vermag / Gesetz und Straffe schärffen /143


Ihr Raub-Gutt ziehen ein / sie selbst ins Meer wegwerffen.","['Auf', 'Sekierperen', '/', 'die', 'nur', 'durch', 'Missethat', 'Und', 'schlimme', 'Kuplerey', 'so', 'viel', 'gesammlet', 'hat', '/', 'Als', 'kaum', 'ein', 'Fürst', 'vermag', '/', 'Gesetz', 'und', 'Straffe', 'schärffen', '/143', 'Ihr', 'Raub-Gutt', 'ziehen', 'ein', '/', 'sie', 'selbst', 'ins', 'Meer', 'wegwerffen', '.']"
459,718,,,,,,,,LSch,negativ,166650.0,CATMA_42CD0F78-DEF1-4D88-913E-31FD25189965,10,Emotionen der Ablehnung,negativ,166604.0,Ärger,So hebt die Ferse sich itzt übers Haupt empor?,"['So', 'hebt', 'die', 'Ferse', 'sich', 'itzt', 'übers', 'Haupt', 'empor', '?']"
460,719,,,,,,,,LSch,negativ,166779.0,CATMA_05650D4E-3DFD-4229-8835-10351CD2F08A,10,Emotionen der Ablehnung,negativ,166730.0,Abscheu,"Mit minderm Ruhm läßt er den Pöfel ihm gebitten.
","['Mit', 'minderm', 'Ruhm', 'läßt', 'er', 'den', 'Pöfel', 'ihm', 'gebitten', '.']"
461,720,,IBRAHIM,,,,,,LSch,negativ,167278.0,CATMA_20772C7C-D00A-44A5-9D57-56E1337065A9,10,Emotionen der Ablehnung,negativ,167225.0,Abscheu,Welch Sclave wirft sich auf zum Richter unser Sitten?,"['Welch', 'Sclave', 'wirft', 'sich', 'auf', 'zum', 'Richter', 'unser', 'Sitten', '?']"
462,721,,,,MUFTI,,,,LSch,negativ,167417.0,CATMA_E268F616-F126-4DCA-A593-30533997BF2C,12,Emotionen der Ablehnung,negativ,167361.0,Ärger,Der's Reiches Grundstein ist / dem mißt man Gleiten bey?,"['Der', ""'s"", 'Reiches', 'Grundstein', 'ist', '/', 'dem', 'mißt', 'man', 'Gleiten', 'bey', '?']"
463,723,,MUFTI,,,,,,LSch,negativ,167607.0,CATMA_E298FCFD-B9B3-4140-B2D2-B81506CCC975,9,Emotionen der Ablehnung,negativ,167557.0,Abscheu,Weil Achmet hat mein Kind zur Unzucht weggerissen.,"['Weil', 'Achmet', 'hat', 'mein', 'Kind', 'zur', 'Unzucht', 'weggerissen', '.']"
464,724,,CADILESCHIER,,,,,,LSch,negativ,167756.0,CATMA_07821406-BB90-4C81-BE5C-A67BC8BFD9B6,11,Emotionen der Ablehnung,negativ,167701.0,Abscheu,"Des Stricks / wer seinen Sinn zu geiler Unzucht kehrt.
","['Des', 'Stricks', '/', 'wer', 'seinen', 'Sinn', 'zu', 'geiler', 'Unzucht', 'kehrt', '.']"
465,725,,CADILESCHIER,,,,,,LSch,negativ,167889.0,CATMA_CC1CCCAE-79E1-4B70-B89B-48C2B0839BA0,12,Emotionen der Ablehnung,negativ,167836.0,Abscheu,So sol er mit mehr Schimpf in Würd und Ampt erkalten.,"['So', 'sol', 'er', 'mit', 'mehr', 'Schimpf', 'in', 'Würd', 'und', 'Ampt', 'erkalten', '.']"
466,726,,IBRAHIM,,,,,,LSch,negativ,167954.0,CATMA_5536E736-0302-43D3-877B-1BCD34D7B7A4,12,Emotionen der Ablehnung,negativ,167900.0,Abscheu,Seyd ihrs / ihr Hunde / die ihr offnen Aufruhr spinnt.,"['Seyd', 'ihrs', '/', 'ihr', 'Hunde', '/', 'die', 'ihr', 'offnen', 'Aufruhr', 'spinnt', '.']"
467,727,,,KIOSEM,IBRAHIM,,,,LSch,negativ,168543.0,CATMA_6CD962ED-9EE8-4798-8CF3-7A0A3372DD41_0,81,Emotionen der Ablehnung,negativ,168120.0,Ärger,"Wenn Rath und Janitschar und Pöfel sich lehnt auf.
Der Pöfel ist ein Strom / der durch unhaltbarn Lauf
Durch Felsen-Ufer bohrt / und dar am meisten wüttet /
Wo man umb seine Flutt zu hemmen Thämme schüttet.

Der Aufruhr ist ein Dampf / der Aug und Ohr versehrt:
Daß man kein heilsam Wort nicht seines Schutzherrn hört /
Des Fürsten Göttlich Bild für einen Wolf ansihet /
Der uns durch seinen Schirm zu fressen sey bemühet.
","['Wenn', 'Rath', 'und', 'Janitschar', 'und', 'Pöfel', 'sich', 'lehnt', 'auf', '.', 'Der', 'Pöfel', 'ist', 'ein', 'Strom', '/', 'der', 'durch', 'unhaltbarn', 'Lauf', 'Durch', 'Felsen-Ufer', 'bohrt', '/', 'und', 'dar', 'am', 'meisten', 'wüttet', '/', 'Wo', 'man', 'umb', 'seine', 'Flutt', 'zu', 'hemmen', 'Thämme', 'schüttet', '.', 'Der', 'Aufruhr', 'ist', 'ein', 'Dampf', '/', 'der', 'Aug', 'und', 'Ohr', 'versehrt', ':', 'Daß', 'man', 'kein', 'heilsam', 'Wort', 'nicht', 'seines', 'Schutzherrn', 'hört', '/', 'Des', 'Fürsten', 'Göttlich', 'Bild', 'für', 'einen', 'Wolf', 'ansihet', '/', 'Der', 'uns', 'durch', 'seinen', 'Schirm', 'zu', 'fressen', 'sey', 'bemühet', '.']"
468,728,,,KIOSEM,IBRAHIM,,,,LSch,negativ,168655.0,CATMA_6CD962ED-9EE8-4798-8CF3-7A0A3372DD41_1,13,Emotionen der Ablehnung,negativ,168597.0,Ärger,Denn / wer hier Ernst gebraucht / flößt Oel ins Feuer ein.,"['Denn', '/', 'wer', 'hier', 'Ernst', 'gebraucht', '/', 'flößt', 'Oel', 'ins', 'Feuer', 'ein', '.']"
469,729,,,,,,,,LSch,negativ,168724.0,CATMA_7B1FB6FE-20E2-4DC3-BB19-85A7E8B3EBC6,10,Emotionen der Ablehnung,negativ,168667.0,Ärger,Sol Ras- und Wüttenden ein Fürst noch Pflaumen streichen?,"['Sol', 'Ras-', 'und', 'Wüttenden', 'ein', 'Fürst', 'noch', 'Pflaumen', 'streichen', '?']"
470,731,,,,,,,,LSch,negativ,169071.0,CATMA_2A78CB9A-CFB5-4F3F-9630-9F1BF54728C3,18,Emotionen der Ablehnung,negativ,168986.0,Abscheu,"Sol / wenn ein Knecht sich findet /
Den Aberwitz verwirrt / sein Herr ihm geben nach?","['Sol', '/', 'wenn', 'ein', 'Knecht', 'sich', 'findet', '/', 'Den', 'Aberwitz', 'verwirrt', '/', 'sein', 'Herr', 'ihm', 'geben', 'nach', '?']"
471,734,,,KIOSEM,,,,,LSch,negativ,170179.0,CATMA_F84F8B5D-6040-4D9C-8F38-6A018F48866C,35,Emotionen des Leids,negativ,169976.0,Leid,"Wie unvorsichtig hat Fürst Oßman nicht gewehlt /
Zu einem Untergang ihm selbst den Sarch gebettet /
Und durch den Dilaver147

 den Chißler nicht errettet /
Als er den Janitscharn hat beyder Kopf versagt.","['Wie', 'unvorsichtig', 'hat', 'Fürst', 'Oßman', 'nicht', 'gewehlt', '/', 'Zu', 'einem', 'Untergang', 'ihm', 'selbst', 'den', 'Sarch', 'gebettet', '/', 'Und', 'durch', 'den', 'Dilaver147', 'den', 'Chißler', 'nicht', 'errettet', '/', 'Als', 'er', 'den', 'Janitscharn', 'hat', 'beyder', 'Kopf', 'versagt', '.']"
472,735,,,IBRAHIM,,,,,LSch,negativ,170643.0,CATMA_E29BA67F-E202-4619-9C42-B4507BD18598_0,13,Emotionen der Ablehnung,negativ,170561.0,Abscheu,"Ja grimme Buben dürsten
Nach Fürsten-Blutte stracks / die anders schon geschmeckt.","['Ja', 'grimme', 'Buben', 'dürsten', 'Nach', 'Fürsten-Blutte', 'stracks', '/', 'die', 'anders', 'schon', 'geschmeckt', '.']"
473,736,,,IBRAHIM,,,,,LSch,negativ,170845.0,CATMA_E29BA67F-E202-4619-9C42-B4507BD18598_1,21,Emotionen der Ablehnung,negativ,170739.0,Abscheu,"Ja / da der Groß-Visier so schlecht sol seyn geschätzet /
Daß ihn des Pöfels Schaum mit Füssen treten kan;","['Ja', '/', 'da', 'der', 'Groß-Visier', 'so', 'schlecht', 'sol', 'seyn', 'geschätzet', '/', 'Daß', 'ihn', 'des', 'Pöfels', 'Schaum', 'mit', 'Füssen', 'treten', 'kan', ';']"
474,737,,,KIOSEM,,,,,LSch,negativ,171254.0,CATMA_BB1DDCE1-4D67-4635-8358-2BCF1A999BF2,61,Emotionen des Leids,negativ,170915.0,Leid,"Der Blitz schlägt meist in hoher Berge Gipfel /
Der Sturm-Wind bricht entzwey der langen Zedern Wipfel;
Und grosse Diener sind am nechsten der Gefahr.
Ob Nasuf Bassa schon des Achmets Eydam war /148


Hat Sultan Achmet doch selbsthändig ihn erstochen.
Hier hat's Verhängniß selbst auf den den Stab gebrochen /
Den Heer und Volck verdammt. ","['Der', 'Blitz', 'schlägt', 'meist', 'in', 'hoher', 'Berge', 'Gipfel', '/', 'Der', 'Sturm-Wind', 'bricht', 'entzwey', 'der', 'langen', 'Zedern', 'Wipfel', ';', 'Und', 'grosse', 'Diener', 'sind', 'am', 'nechsten', 'der', 'Gefahr', '.', 'Ob', 'Nasuf', 'Bassa', 'schon', 'des', 'Achmets', 'Eydam', 'war', '/148', 'Hat', 'Sultan', 'Achmet', 'doch', 'selbsthändig', 'ihn', 'erstochen', '.', 'Hier', 'hat', ""'s"", 'Verhängniß', 'selbst', 'auf', 'den', 'den', 'Stab', 'gebrochen', '/', 'Den', 'Heer', 'und', 'Volck', 'verdammt', '.']"
475,740,,,,unpersönlich,,,,LSch,negativ,172391.0,CATMA_50C7EC61-D3DB-4C0C-8A0A-FE88CAFF097F,12,Emotionen der Ablehnung,negativ,172333.0,Ärger,Was? mahlt der Hunde Trotz uns noch mehr Richtschnurn für?,"['Was', '?', 'mahlt', 'der', 'Hunde', 'Trotz', 'uns', 'noch', 'mehr', 'Richtschnurn', 'für', '?']"
476,741,,unpersönlich,KIOSEM,,,,,LSch,positiv,172480.0,CATMA_B8AB0848-8B40-4B3F-835A-641A001774DB,17,Emotionen der Zuneigung,positiv,172401.0,Verehrung,"Nimm für bekand diß an / mein Kind / und schaffe dir
Durch sein Erhöhung Gunst.","['Nimm', 'für', 'bekand', 'diß', 'an', '/', 'mein', 'Kind', '/', 'und', 'schaffe', 'dir', 'Durch', 'sein', 'Erhöhung', 'Gunst', '.']"
477,742,,IBRAHIM,,,,,,LSch,negativ,172711.0,CATMA_4298C77D-CACD-4D71-ABF5-4FDAF138FF3D,14,Emotionen der Ablehnung,negativ,172630.0,Ärger,"Ha! thörchte Furchtsamkeit!
Wenn Fürsten zu Geboth auf Knechtisch Wincken stehen!","['Ha', '!', 'thörchte', 'Furchtsamkeit', '!', 'Wenn', 'Fürsten', 'zu', 'Geboth', 'auf', 'Knechtisch', 'Wincken', 'stehen', '!']"
478,743,,,,,,,,LSch,positiv,172760.0,CATMA_5140D373-4228-410E-931C-23FD8DAF0CC8,10,Emotionen der Zuneigung,positiv,172712.0,Liebe,Jedoch wir wollen diß ihr noch zu Lieb eingehen.,"['Jedoch', 'wir', 'wollen', 'diß', 'ihr', 'noch', 'zu', 'Lieb', 'eingehen', '.']"
479,744,,MUFTI,,,,,nur auf Sprachebene,LSch,positiv,172951.0,CATMA_9D05EDC7-6A6E-49C7-9398-9DDA406FE89E,28,Emotionen der Zuneigung,positiv,172791.0,Verehrung,"Des Sultans kluger Schluß
Befestigt Reich und Thron. Ein kluger Schiffer muß
Vernünftge Bootsgeselln / ein Fürst ihm Räth erwehlen /
Die Zeit und Noth geprüfft.","['Des', 'Sultans', 'kluger', 'Schluß', 'Befestigt', 'Reich', 'und', 'Thron', '.', 'Ein', 'kluger', 'Schiffer', 'muß', 'Vernünftge', 'Bootsgeselln', '/', 'ein', 'Fürst', 'ihm', 'Räth', 'erwehlen', '/', 'Die', 'Zeit', 'und', 'Noth', 'geprüfft', '.']"
