,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,year_genre,genre,subgenre,date
634,634,GerDracor/pfeil-lucie-woodvil.xml,Amalie.,8,15,stage_direction,2,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
635,635,GerDracor/pfeil-lucie-woodvil.xml,indem sie ihrem Vater entgegengeht.,0,35,stage_direction,2,3,speech_part,,#amalie,130.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
671,671,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,2,3,speech_part,,#amalie,142.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
704,704,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,2,3,speech_part,,#amalie,150.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
708,708,GerDracor/pfeil-lucie-woodvil.xml,Zu Robert.,0,10,stage_direction,2,3,inner_speech,,#amalie,150.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
734,734,GerDracor/pfeil-lucie-woodvil.xml,Vor sich.,0,9,stage_direction,2,3,inner_speech,,#amalie,156.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
739,739,GerDracor/pfeil-lucie-woodvil.xml,"Sie geht
                ab.",0,28,stage_direction,2,3,inner_speech,,#amalie,158.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
742,742,GerDracor/pfeil-lucie-woodvil.xml,Robert.,0,7,stage_direction,2,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
743,743,GerDracor/pfeil-lucie-woodvil.xml,Willhelm.,8,17,stage_direction,2,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
744,744,GerDracor/pfeil-lucie-woodvil.xml,Southwell.,18,28,stage_direction,2,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
745,745,GerDracor/pfeil-lucie-woodvil.xml,indem er seinem Freunde begegnet.,0,33,stage_direction,2,4,speech_part,,#robert,160.0,MALE,friendship,positive,emotions of affection,_1730_1770,,,
778,778,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen.,0,12,stage_direction,2,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
779,779,GerDracor/pfeil-lucie-woodvil.xml,Karl Southwell.,13,28,stage_direction,2,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
785,785,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,2,5,speech_part,,#karl,170.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
806,806,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,2,5,speech_part,,#karl,176.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
840,840,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Jakob.,0,22,stage_direction,2,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
848,848,GerDracor/pfeil-lucie-woodvil.xml,Karl Southwell.,0,15,stage_direction,2,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
849,849,GerDracor/pfeil-lucie-woodvil.xml,Jakob.,16,22,stage_direction,2,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
893,893,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen.,0,12,stage_direction,2,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
894,894,GerDracor/pfeil-lucie-woodvil.xml,Betty kömmt.,13,25,stage_direction,2,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
903,903,GerDracor/pfeil-lucie-woodvil.xml,"Geht
                ab.",0,24,stage_direction,2,8,inner_speech,,#jakob,203.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
904,904,GerDracor/pfeil-lucie-woodvil.xml,Karl Southwell.,0,15,stage_direction,2,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
905,905,GerDracor/pfeil-lucie-woodvil.xml,Betty.,16,22,stage_direction,2,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
906,906,GerDracor/pfeil-lucie-woodvil.xml,Lucie kömmt.,23,35,stage_direction,2,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
907,907,GerDracor/pfeil-lucie-woodvil.xml,"zur Betty, indem er Lucien erblicket.",0,37,stage_direction,2,9,speech_part,,#karl,204.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
909,909,GerDracor/pfeil-lucie-woodvil.xml,Er will weggehen.,0,17,stage_direction,2,9,inner_speech,,#karl,204.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
910,910,GerDracor/pfeil-lucie-woodvil.xml,Lucie hält ihn zurück.,18,40,stage_direction,2,9,inner_speech,,#karl,204.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
963,963,GerDracor/pfeil-lucie-woodvil.xml,die ihn zurückhält.,0,19,stage_direction,2,9,speech_part,,#lucie,213.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
971,971,GerDracor/pfeil-lucie-woodvil.xml,"Sie fällt vor
                ihm nieder.",0,41,stage_direction,2,9,inner_speech,,#lucie,213.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
976,976,GerDracor/pfeil-lucie-woodvil.xml,indem er sie aufhebt.,0,21,stage_direction,2,9,speech_part,,#karl,214.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
979,979,GerDracor/pfeil-lucie-woodvil.xml,Geht ab.,0,8,stage_direction,2,9,inner_speech,,#karl,214.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
980,980,GerDracor/pfeil-lucie-woodvil.xml,Lucie und Betty.,0,16,stage_direction,2,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1028,1028,GerDracor/pfeil-lucie-woodvil.xml,Amalie.,0,7,stage_direction,3,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1029,1029,GerDracor/pfeil-lucie-woodvil.xml,Karl Southwell.,8,23,stage_direction,3,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1068,1068,GerDracor/pfeil-lucie-woodvil.xml,Betty von weitem.,0,17,stage_direction,3,1,inner_speech,,#amalie,239.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1072,1072,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Betty.,0,22,stage_direction,3,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1073,1073,GerDracor/pfeil-lucie-woodvil.xml,zu Amalie.,0,10,stage_direction,3,2,speech_part,,#betty,240.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1075,1075,GerDracor/pfeil-lucie-woodvil.xml,"Zu
                Karln.",0,25,stage_direction,3,2,inner_speech,,#betty,240.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1078,1078,GerDracor/pfeil-lucie-woodvil.xml,nachdem sie gelesen hat.,0,24,stage_direction,3,2,speech_part,,#amalie,241.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1089,1089,GerDracor/pfeil-lucie-woodvil.xml,Sie gehen ab.,0,13,stage_direction,3,2,inner_speech,,#amalie,241.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1092,1092,GerDracor/pfeil-lucie-woodvil.xml,Betty.,0,6,stage_direction,3,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1093,1093,GerDracor/pfeil-lucie-woodvil.xml,Lucie.,7,13,stage_direction,3,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1141,1141,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen.,0,12,stage_direction,3,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1142,1142,GerDracor/pfeil-lucie-woodvil.xml,Amalie und Karl Southwell.,13,39,stage_direction,3,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1151,1151,GerDracor/pfeil-lucie-woodvil.xml,"Sie will
                weggehen.",0,34,stage_direction,3,4,inner_speech,,#lucie,256.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1152,1152,GerDracor/pfeil-lucie-woodvil.xml,die sie zurückhält.,0,19,stage_direction,3,4,speech_part,,#amalie,257.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1190,1190,GerDracor/pfeil-lucie-woodvil.xml,Sie gehen ab.,0,13,stage_direction,3,4,inner_speech,,#karl,272.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1191,1191,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,3,4,speech_part,,#betty,273.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1196,1196,GerDracor/pfeil-lucie-woodvil.xml,Betty.,0,6,stage_direction,3,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1197,1197,GerDracor/pfeil-lucie-woodvil.xml,Sir Robert.,7,18,stage_direction,3,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1205,1205,GerDracor/pfeil-lucie-woodvil.xml,"Betty geht
                ab.",0,30,stage_direction,3,5,inner_speech,,#robert,278.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1206,1206,GerDracor/pfeil-lucie-woodvil.xml,Sir Robert.,0,11,stage_direction,3,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1207,1207,GerDracor/pfeil-lucie-woodvil.xml,Sir Willhelm.,12,25,stage_direction,3,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1229,1229,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Jakob.,0,22,stage_direction,3,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1246,1246,GerDracor/pfeil-lucie-woodvil.xml,"Jakob
                geht ab.",0,30,stage_direction,3,7,inner_speech,,#willhelm,292.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1257,1257,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Karl Southwell.,0,31,stage_direction,3,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1339,1339,GerDracor/pfeil-lucie-woodvil.xml,Willhelm.,0,9,stage_direction,3,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1340,1340,GerDracor/pfeil-lucie-woodvil.xml,Southwell.,10,20,stage_direction,3,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1341,1341,GerDracor/pfeil-lucie-woodvil.xml,Robert.,21,28,stage_direction,3,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1380,1380,GerDracor/pfeil-lucie-woodvil.xml,Amalie und Lucie.,0,17,stage_direction,4,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1430,1430,GerDracor/pfeil-lucie-woodvil.xml,Amalie geht ab.,0,15,stage_direction,4,1,inner_speech,,#amalie,341.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1431,1431,GerDracor/pfeil-lucie-woodvil.xml,allein.,0,7,stage_direction,4,1,speech_part,,#lucie,342.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1460,1460,GerDracor/pfeil-lucie-woodvil.xml,Lucie.,0,6,stage_direction,4,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1461,1461,GerDracor/pfeil-lucie-woodvil.xml,Betty.,7,13,stage_direction,4,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1479,1479,GerDracor/pfeil-lucie-woodvil.xml,Betty liest.,0,12,stage_direction,4,2,inner_speech,,#betty,347.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1505,1505,GerDracor/pfeil-lucie-woodvil.xml,Geht ab.,0,8,stage_direction,4,2,inner_speech,,#lucie,352.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1516,1516,GerDracor/pfeil-lucie-woodvil.xml,Sir Willhelm Southwell.,0,23,stage_direction,4,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1517,1517,GerDracor/pfeil-lucie-woodvil.xml,Betty.,24,30,stage_direction,4,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1556,1556,GerDracor/pfeil-lucie-woodvil.xml,Betty geht ab.,0,14,stage_direction,4,3,speech_part,,#willhelm,364.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1557,1557,GerDracor/pfeil-lucie-woodvil.xml,Willhelm Southwell und Sir Robert.,0,34,stage_direction,4,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1563,1563,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Amalie.,0,23,stage_direction,4,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1626,1626,GerDracor/pfeil-lucie-woodvil.xml,Sie geht ab.,0,12,stage_direction,4,5,inner_speech,,#amalie,383.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1627,1627,GerDracor/pfeil-lucie-woodvil.xml,Sir Willhelm.,0,13,stage_direction,4,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1628,1628,GerDracor/pfeil-lucie-woodvil.xml,Sir Robert.,14,25,stage_direction,4,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1629,1629,GerDracor/pfeil-lucie-woodvil.xml,Sir Karl und Lucie.,26,45,stage_direction,4,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1630,1630,GerDracor/pfeil-lucie-woodvil.xml,zu Robert.,0,10,stage_direction,4,6,speech_part,,#willhelm,384.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1632,1632,GerDracor/pfeil-lucie-woodvil.xml,"die sich zu des Sir Willhelms Füßen werfen will, der sie aber zurückhält.",0,73,stage_direction,4,6,speech_part,,#lucie,385.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1647,1647,GerDracor/pfeil-lucie-woodvil.xml,sachte zu Sir Willhelm.,0,23,stage_direction,4,6,speech_part,,#robert,387.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1668,1668,GerDracor/pfeil-lucie-woodvil.xml,sachte zu Sir Robert.,0,21,stage_direction,4,6,speech_part,,#willhelm,391.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1683,1683,GerDracor/pfeil-lucie-woodvil.xml,zu Sir Willhelm.,0,16,stage_direction,4,6,speech_part,,#robert,393.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1693,1693,GerDracor/pfeil-lucie-woodvil.xml,der sie mit Gewalt aus den Armen seines Sohnes herausnimmt.,0,59,stage_direction,4,6,speech_part,,#willhelm,396.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
1706,1706,GerDracor/pfeil-lucie-woodvil.xml,"Er will sie
                wegführen.",0,38,stage_direction,4,6,inner_speech,,#karl,397.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1722,1722,GerDracor/pfeil-lucie-woodvil.xml,Geht voll Mut ab.,0,17,stage_direction,4,6,inner_speech,,#karl,402.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1725,1725,GerDracor/pfeil-lucie-woodvil.xml,Sir Willhelm Southwell.,0,23,stage_direction,4,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1726,1726,GerDracor/pfeil-lucie-woodvil.xml,Lucie.,24,30,stage_direction,4,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1727,1727,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,4,7,speech_part,,#willhelm,404.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1730,1730,GerDracor/pfeil-lucie-woodvil.xml,"Zu
                Lucie.",0,25,stage_direction,4,7,inner_speech,,#willhelm,404.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1762,1762,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Betty.,0,22,stage_direction,4,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1768,1768,GerDracor/pfeil-lucie-woodvil.xml,Sir Willhelm geht ab.,0,21,stage_direction,4,8,inner_speech,,#willhelm,416.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1783,1783,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Sir Karl.,0,25,stage_direction,4,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1794,1794,GerDracor/pfeil-lucie-woodvil.xml,Sie wollen sie hinwegführen.,0,28,stage_direction,4,9,inner_speech,,#karl,423.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1795,1795,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Willhelm.,0,25,stage_direction,4,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1796,1796,GerDracor/pfeil-lucie-woodvil.xml,der ihnen begegnet.,0,19,stage_direction,4,10,speech_part,,#willhelm,424.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1816,1816,GerDracor/pfeil-lucie-woodvil.xml,Zu Sir Karln.,0,13,stage_direction,4,10,inner_speech,,#lucie,429.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1819,1819,GerDracor/pfeil-lucie-woodvil.xml,"Sie
                umarmen und küssen einander.",0,48,stage_direction,4,10,inner_speech,,#lucie,429.0,FEMALE,joy,positive,emotions of pleasure,_1730_1770,,,
1825,1825,GerDracor/pfeil-lucie-woodvil.xml,"Indem Sir Willhelm Lucien aus seines Sohnes Armen reißt und die Bedienten auf
                das Theater treten, werden noch folgende Worte gesprochen.",0,152,stage_direction,4,10,inner_speech,,#willhelm,430.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1828,1828,GerDracor/pfeil-lucie-woodvil.xml,der auf Willhelm zuläuft.,0,25,stage_direction,4,10,speech_part,,#karl,432.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1830,1830,GerDracor/pfeil-lucie-woodvil.xml,"Die Bedienten
                bemächtigen sich seiner.",0,54,stage_direction,4,10,inner_speech,,#karl,432.0,MALE,abhorrence,negative,emotions of rejection,_1730_1770,,,
1832,1832,GerDracor/pfeil-lucie-woodvil.xml,"Sie führen ihn mit
                Gewalt ab.",0,45,stage_direction,4,10,inner_speech,,#karl,432.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1835,1835,GerDracor/pfeil-lucie-woodvil.xml,Geht ab.,0,8,stage_direction,4,10,inner_speech,,#willhelm,433.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1914,1914,GerDracor/pfeil-lucie-woodvil.xml,Lucie und Betty.,0,16,stage_direction,5,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1941,1941,GerDracor/pfeil-lucie-woodvil.xml,Sir Willhelm und Sir Robert.,0,28,stage_direction,5,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1981,1981,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen.,0,12,stage_direction,5,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1982,1982,GerDracor/pfeil-lucie-woodvil.xml,Ein Bedienter.,13,27,stage_direction,5,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1983,1983,GerDracor/pfeil-lucie-woodvil.xml,zu Sir Willhelm.,0,16,stage_direction,5,3,speech_part,,#der_bediente,460.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1988,1988,GerDracor/pfeil-lucie-woodvil.xml,"Sir Willhelm geht
              ab.",0,35,stage_direction,5,3,inner_speech,,#robert,462.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1989,1989,GerDracor/pfeil-lucie-woodvil.xml,zu Sir Robert.,0,14,stage_direction,5,3,speech_part,,#der_bediente,463.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1999,1999,GerDracor/pfeil-lucie-woodvil.xml,Sie gehen ab.,0,13,stage_direction,5,3,inner_speech,,#robert,464.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2000,2000,GerDracor/pfeil-lucie-woodvil.xml,Lucie.,0,6,stage_direction,5,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2014,2014,GerDracor/pfeil-lucie-woodvil.xml,Sir Willhelm Southwell kömmt.,0,29,stage_direction,5,4,speech_part,,#lucie,465.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2038,2038,GerDracor/pfeil-lucie-woodvil.xml,"Sir Willhelm setzt
                sich, Lucie will voll Bewegung weggehen.",0,75,stage_direction,5,4,inner_speech,,#willhelm,470.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2042,2042,GerDracor/pfeil-lucie-woodvil.xml,"Er schließt ihre Hand in
                die seinige.",0,53,stage_direction,5,4,inner_speech,,#willhelm,471.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2071,2071,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,5,4,speech_part,,#lucie,476.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2073,2073,GerDracor/pfeil-lucie-woodvil.xml,"Sie führet ihn
                hinweg.",0,38,stage_direction,5,4,inner_speech,,#lucie,476.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2074,2074,GerDracor/pfeil-lucie-woodvil.xml,"Betty, die von weitem zugehöret hat.",0,36,stage_direction,5,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2084,2084,GerDracor/pfeil-lucie-woodvil.xml,Sir Robert kömmt.,0,17,stage_direction,5,5,speech_part,,#betty,477.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2100,2100,GerDracor/pfeil-lucie-woodvil.xml,Geht ab.,0,8,stage_direction,5,5,inner_speech,,#robert,481.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2106,2106,GerDracor/pfeil-lucie-woodvil.xml,Lucie und Betty.,0,16,stage_direction,5,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2191,2191,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Sir Karl.,0,25,stage_direction,5,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2192,2192,GerDracor/pfeil-lucie-woodvil.xml,in einiger Entfernung.,0,22,stage_direction,5,7,speech_part,,#karl,495.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2260,2260,GerDracor/pfeil-lucie-woodvil.xml,vor sich.,0,9,stage_direction,5,7,speech_part,,#betty,505.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2262,2262,GerDracor/pfeil-lucie-woodvil.xml,Sie geht heimlich ab.,0,21,stage_direction,5,7,inner_speech,,#betty,505.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2320,2320,GerDracor/pfeil-lucie-woodvil.xml,Er will sie umarmen.,0,20,stage_direction,5,7,inner_speech,,#karl,519.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2339,2339,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen.,0,12,stage_direction,5,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2340,2340,GerDracor/pfeil-lucie-woodvil.xml,Amalie.,13,20,stage_direction,5,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2371,2371,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Sir Robert.,0,27,stage_direction,5,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2385,2385,GerDracor/pfeil-lucie-woodvil.xml,"Lucie und Amalie, beide in der
                äußersten Bestürzung.",0,68,stage_direction,5,9,inner_speech,,#robert,528.0,MALE,being moved,being moved,being moved,_1730_1770,,,
2414,2414,GerDracor/pfeil-lucie-woodvil.xml,Sie geht ab.,0,12,stage_direction,5,9,inner_speech,,#amalie,533.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2419,2419,GerDracor/pfeil-lucie-woodvil.xml,Sie liest.,0,10,stage_direction,5,9,inner_speech,,#lucie,534.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2435,2435,GerDracor/pfeil-lucie-woodvil.xml,Geht ab.,0,8,stage_direction,5,9,inner_speech,,#lucie,534.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2471,2471,GerDracor/pfeil-lucie-woodvil.xml,"Er geht wütend
                ab.",0,34,stage_direction,5,9,inner_speech,,#karl,538.0,MALE,anger,negative,emotions of rejection,_1730_1770,,,
2476,2476,GerDracor/pfeil-lucie-woodvil.xml,Sir Robert.,0,11,stage_direction,5,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2477,2477,GerDracor/pfeil-lucie-woodvil.xml,Amalie.,12,19,stage_direction,5,10,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2496,2496,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Jakob.,0,22,stage_direction,5,11,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2508,2508,GerDracor/pfeil-lucie-woodvil.xml,Die Vorigen und Sir Karl.,0,25,stage_direction,5,12,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2530,2530,GerDracor/pfeil-lucie-woodvil.xml,Er kniet vor Amalien nieder.,0,28,stage_direction,5,12,inner_speech,,#karl,544.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
2554,2554,GerDracor/pfeil-lucie-woodvil.xml,Er geht ab.,0,11,stage_direction,5,12,inner_speech,,#karl,546.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
0,0,GerDracor/lessing-miss-sara-sampson.xml,Der Schauplatz ist ein Saal im Gasthofe.,0,40,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
1,1,GerDracor/lessing-miss-sara-sampson.xml,Sir William Sampson und Waitwell treten in Reisekleidern herein.,0,64,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
41,41,GerDracor/lessing-miss-sara-sampson.xml,Der Wirt.,0,9,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
42,42,GerDracor/lessing-miss-sara-sampson.xml,Sir William Sampson.,10,30,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
43,43,GerDracor/lessing-miss-sara-sampson.xml,Waitwell.,31,40,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
