,id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender,connected_emotion_id
2461,CATMA_CF564F3D-C54B-42A3-9A40-D4AC3804CE54,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"sehr bewegt, eilt ihr nach und hält sie zurück.
",11,66336,66384,ER,impliziter Autor,
2462,CATMA_529979A8-F07D-462B-BDEF-C00200859707_0,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,Lady,1,66384,66388,ER,FEMALE,CATMA_B53E9988-50CA-4433-8077-04B3A71293C6
2463,CATMA_D61827D8-0153-463D-B835-EC960DAA4ABB_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,66408,66411,ER,MALE,CATMA_B53E9988-50CA-4433-8077-04B3A71293C6
2464,CATMA_8773D81D-9404-4B9C-B23B-F6DD2725BCB1_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,unbekannt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Norfolk,1,66676,66683,ER,UNKNOWN,CATMA_3FC241E0-0A50-4A74-B864-EC3E43B5AB9A
2465,CATMA_0E218922-4C6F-40A3-81C5-2A18302A30A0_0,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sich,1,66692,66696,ER,FEMALE,CATMA_3FC241E0-0A50-4A74-B864-EC3E43B5AB9A
2466,CATMA_4E0ABBB1-1129-4798-A744-D305F858D6BD_0,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lady,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sich,1,66692,66696,ER,FEMALE,CATMA_3FC241E0-0A50-4A74-B864-EC3E43B5AB9A
2467,CATMA_A04CDE0B-15B1-4F9F-AE74-62ACEA8ED13C,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit," Stolz und Schicksal kämpften in meiner Brust, als der Fürst
              mich hieher brachte, und auf einmal die schauderndste Szene vor meinen Augen stand. ",26,66799,66958,ER,FEMALE,
2468,CATMA_137ED3C8-7BDB-4EA6-8754-D432736C65C4_0,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,group,negativ,negativ,Emotionen der Ablehnung,Abscheu, ,0,66973,66974,ER,UNKNOWN,CATMA_5D472FBA-2A25-46A3-8BDD-6126D02F888F
2469,CATMA_137ED3C8-7BDB-4EA6-8754-D432736C65C4_0,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,group,negativ,negativ,Emotionen der Ablehnung,Abscheu, ,0,66973,66974,ER,unpersönlich,CATMA_5D472FBA-2A25-46A3-8BDD-6126D02F888F
2470,CATMA_07C6C36F-D9BA-45E9-A032-33A2627DC811_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,diesem Lande gewütet,3,67121,67141,ER,Nicht-Charakter,CATMA_5D472FBA-2A25-46A3-8BDD-6126D02F888F
2471,CATMA_1297DF8A-9271-4E2C-887A-385FFA712E09_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,67492,67495,ER,FEMALE,CATMA_5D472FBA-2A25-46A3-8BDD-6126D02F888F
2472,CATMA_137ED3C8-7BDB-4EA6-8754-D432736C65C4_0,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,group,negativ,negativ,Emotionen des Leids,Leid, ,0,66973,66974,ER,UNKNOWN,CATMA_AF13CB8A-3728-4626-AAB9-5C80F5EFB7BE
2473,CATMA_137ED3C8-7BDB-4EA6-8754-D432736C65C4_0,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,group,negativ,negativ,Emotionen des Leids,Leid, ,0,66973,66974,ER,unpersönlich,CATMA_AF13CB8A-3728-4626-AAB9-5C80F5EFB7BE
2474,CATMA_07C6C36F-D9BA-45E9-A032-33A2627DC811_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,diesem Lande gewütet,3,67121,67141,ER,Nicht-Charakter,CATMA_AF13CB8A-3728-4626-AAB9-5C80F5EFB7BE
2475,CATMA_D4F959AF-25DA-40A8-A477-E50879B28117_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,67492,67495,ER,FEMALE,CATMA_AF13CB8A-3728-4626-AAB9-5C80F5EFB7BE
2476,CATMA_7303FD5E-13D4-47A5-B1F6-F5601B1F3675,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"rennt in der heftigsten Unruhe durch den Saal.
",9,67698,67745,ER,MALE,
2477,CATMA_7303FD5E-13D4-47A5-B1F6-F5601B1F3675,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"rennt in der heftigsten Unruhe durch den Saal.
",9,67698,67745,ER,impliziter Autor,
2478,CATMA_24A78B85-C870-4CD0-A2B4-8A1440E4C7FF,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mylady,1,67758,67764,ER,FEMALE,CATMA_4094C9C5-511E-4B38-BA2B-87ECBC2648BA
2479,CATMA_4094C9C5-511E-4B38-BA2B-87ECBC2648BA,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Nichts mehr, Mylady! Nicht weiter!
",8,67745,67780,ER,MALE,
2480,CATMA_3B074F5A-05C3-42A2-A48B-CA4DBE06B6E6_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,  wimmelten jetzt von Italiens Auswurf.,6,67880,67919,ER,Nicht-Charakter,CATMA_F30C8EA9-5353-4D8E-86F0-07E8273A5580
2481,CATMA_187DCC01-4A08-4D65-AC28-1A82FCDBE2D2_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,68083,68086,ER,FEMALE,CATMA_F30C8EA9-5353-4D8E-86F0-07E8273A5580
2482,CATMA_984CF599-3465-43A7-8905-D55D14E68833,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,sie,1,68406,68409,ER,FEMALE,CATMA_FBE5A8F8-61B7-445B-95CC-50599614220F
2483,CATMA_A31622A9-9B32-4E2D-9484-B7113D3C43AC,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,ihn,1,68410,68413,ER,MALE,CATMA_FBE5A8F8-61B7-445B-95CC-50599614220F
2484,CATMA_FBE5A8F8-61B7-445B-95CC-50599614220F,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen des Leids,Leid," worin sie ihn schmelzend ansieht.
",6,68399,68434,ER,impliziter Autor,
2485,CATMA_EB541AF1-606D-4A86-9B04-A98067B65C6F,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,Mann,1,68459,68463,ER,MALE,CATMA_973A7532-E453-4DE5-B0D6-5B4B56F48308
2486,CATMA_3E1FD0C2-8877-493A-B4A8-9887D7987184_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,68473,68476,ER,FEMALE,CATMA_973A7532-E453-4DE5-B0D6-5B4B56F48308
2487,CATMA_FDE31CD4-8FC1-4C60-8C2A-FCDF367B9E35_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,68654,68657,ER,FEMALE,CATMA_4250D41F-0F30-40E8-A94B-333F7A55E9D1
2488,CATMA_12CB8400-F261-48F1-908C-399FCA6E1EBA_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude, habe Kerker gespreng,3,68657,68678,ER,Nicht-Charakter,CATMA_4250D41F-0F30-40E8-A94B-333F7A55E9D1
2489,CATMA_C56058D6-BBF8-486C-A72F-6FE439D760DA_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Mann,1,69168,69172,ER,MALE,CATMA_1A2E1716-D28B-4FD2-B75E-3F618E45BA75
2490,CATMA_BA1983C4-A66D-4BAE-84F1-50B6DB3930D3_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,mir,1,69202,69205,ER,FEMALE,CATMA_1A2E1716-D28B-4FD2-B75E-3F618E45BA75
2491,CATMA_A7FD762B-18BA-49E5-8F73-806F905BF837,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ihr,1,69440,69443,ER,FEMALE,CATMA_7E2EA9E3-36D5-4BF0-BEF9-6F2777D000C8
2492,CATMA_7E2EA9E3-36D5-4BF0-BEF9-6F2777D000C8,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"fällt ihr ins Wort, durch und durch erschüttert.
",10,69434,69483,ER,MALE,
2493,CATMA_7E2EA9E3-36D5-4BF0-BEF9-6F2777D000C8,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"fällt ihr ins Wort, durch und durch erschüttert.
",10,69434,69483,ER,impliziter Autor,
2494,CATMA_8A7E803D-B1C8-449C-BDE4-5A9FDCA73BAF_0,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Lady,1,69525,69529,ER,FEMALE,CATMA_7F84CAC3-76EB-48C4-A747-5F9858858232
2495,CATMA_B0BA264A-503B-4D40-BAD4-5153C72E028D_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,mich,1,69596,69600,ER,MALE,CATMA_7F84CAC3-76EB-48C4-A747-5F9858858232
2496,CATMA_A153AFCF-76A4-4AAD-82DF-C63BA5418C32,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,Heldin,1,69816,69822,ER,FEMALE,CATMA_982C1F13-0B2C-4AC6-BDB3-531DD26C6B7A
2497,CATMA_74796E1D-6AFB-4E81-907C-3CEC7F9E1FAE,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lady,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Im zärtlichsten Ton.
",4,69892,69913,ER,FEMALE,
2498,CATMA_74796E1D-6AFB-4E81-907C-3CEC7F9E1FAE,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Im zärtlichsten Ton.
",4,69892,69913,ER,impliziter Autor,
2499,CATMA_74796E1D-6AFB-4E81-907C-3CEC7F9E1FAE,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Im zärtlichsten Ton.
",4,69892,69913,ER,MALE,
2500,CATMA_DF5A9DB9-8C24-4B61-9EEE-846E7EFBD8E6_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Walter,1,69920,69926,ER,MALE,CATMA_FB4D0575-2DB1-49DC-AE8E-7116348E9A08_0
2501,CATMA_8480BB89-CD7F-4A21-BD18-7F9EEAE78A5E_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,positiv,positiv,Emotionen der Zuneigung,Liebe,eine Unglückliche,2,69948,69965,ER,FEMALE,CATMA_FB4D0575-2DB1-49DC-AE8E-7116348E9A08_0
2502,CATMA_DF5A9DB9-8C24-4B61-9EEE-846E7EFBD8E6_4,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,dich,1,70444,70448,ER,MALE,CATMA_FB4D0575-2DB1-49DC-AE8E-7116348E9A08_1
2503,CATMA_523DC236-3B6A-4BFD-AA06-BAAFD9D43EF2,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie,1,70376,70379,ER,FEMALE,CATMA_634189BD-A6DE-47A4-A31B-EDDA4B3F15F8
2504,CATMA_A0DBF7BC-8532-4038-A70D-FC29FC0FE9A0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihn,1,70387,70390,ER,MALE,CATMA_634189BD-A6DE-47A4-A31B-EDDA4B3F15F8
2505,CATMA_634189BD-A6DE-47A4-A31B-EDDA4B3F15F8,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Sie umfaßt ihn, beschwörend
                und feierlich.",8,70376,70434,ER,impliziter Autor,
2506,CATMA_383231D1-EE49-4279-B6B8-8F3793ABE166,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lady,single,negativ,negativ,Emotionen des Leids,Leid," mit
                hohler, bebender Stimme.
",6,70561,70607,ER,FEMALE,
2507,CATMA_383231D1-EE49-4279-B6B8-8F3793ABE166,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen des Leids,Leid," mit
                hohler, bebender Stimme.
",6,70561,70607,ER,impliziter Autor,
2508,CATMA_EA696C7C-C50C-4BCD-84A4-CDB5850577D2,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ihr,1,70781,70784,ER,FEMALE,CATMA_FB718383-54B5-4813-B887-EB2304ABC6A4
2509,CATMA_FB718383-54B5-4813-B887-EB2304ABC6A4,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"von ihr losreißend, in der schrecklichsten Bedrängnis.
",9,70777,70832,ER,MALE,
2510,CATMA_FB718383-54B5-4813-B887-EB2304ABC6A4,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"von ihr losreißend, in der schrecklichsten Bedrängnis.
",9,70777,70832,ER,impliziter Autor,
2511,CATMA_E67A3D6B-13D2-408D-81CF-435A9F5A3C51_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Ich,1,70856,70859,ER,MALE,CATMA_7C902557-2A2B-4B31-8F00-B9854402BF1F
2512,CATMA_8BBBD023-E5AC-4BFB-9B17-794F16270818_0,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Lady,1,70887,70891,ER,FEMALE,CATMA_7C902557-2A2B-4B31-8F00-B9854402BF1F
2513,CATMA_D99DB488-62ED-4B18-ADBF-1884FE57B5D0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,ihm,1,71000,71003,ER,MALE,CATMA_C9AA61EB-5304-45F3-A68E-048C242643D6
2514,CATMA_C9AA61EB-5304-45F3-A68E-048C242643D6,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lady,single,negativ,negativ,Emotionen der Angst,Angst,"von ihm wegfliehend.
",4,70996,71017,ER,FEMALE,
2515,CATMA_C9AA61EB-5304-45F3-A68E-048C242643D6,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Angst,"von ihm wegfliehend.
",4,70996,71017,ER,impliziter Autor,
2516,CATMA_B5A5310A-EAA1-44A6-BE44-104B6785A21A,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid," ich darf es nicht – ich will es nicht hören.
",11,71220,71266,ER,Nicht-Charakter,CATMA_FC9ADD96-97F0-410B-BC02-0DE517E38590
2517,CATMA_0EDA9C2D-67C6-4806-A1DA-1F9803C27C18_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,71221,71224,ER,FEMALE,CATMA_FC9ADD96-97F0-410B-BC02-0DE517E38590
2518,CATMA_B5A5310A-EAA1-44A6-BE44-104B6785A21A,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst," ich darf es nicht – ich will es nicht hören.
",11,71220,71266,ER,Nicht-Charakter,CATMA_DF43A082-7BE3-4187-AAF1-1BBC0AD5253B
2519,CATMA_14E025FF-106E-4603-902A-CFBCDB6DF52F_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,71221,71224,ER,FEMALE,CATMA_DF43A082-7BE3-4187-AAF1-1BBC0AD5253B
2520,CATMA_253D2E43-E408-4007-8538-1F77A17BA165,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,ferdinand,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,71321,71324,ER,MALE,CATMA_112C45F9-5BC6-40BE-8010-95F85CA592D5
2521,CATMA_BAABAB91-FFB1-4262-92A7-3E9AE13210CF,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,positiv,positiv,Emotionen der Freude,Freude,Ihnen,1,71325,71330,ER,FEMALE,CATMA_112C45F9-5BC6-40BE-8010-95F85CA592D5
2522,CATMA_6560284F-D0A6-4740-922E-3BE889BEB725_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,71443,71446,ER,MALE,CATMA_7DBEC461-F2E0-4161-A90C-2DD831EEDB3C
2523,CATMA_EABA625C-33ED-4B93-8A18-B1BC99A3BC15_0,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,Ihnen,1,71474,71479,ER,FEMALE,CATMA_7DBEC461-F2E0-4161-A90C-2DD831EEDB3C
2524,CATMA_E59B60D0-3316-4DD2-A099-D7A5696EBCFD_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,71498,71501,ER,MALE,CATMA_1AB149F3-04F3-4513-BE73-1713BEA65A7D
2525,CATMA_3464B9EB-8D05-4916-A85C-2567F3392173_0,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Sie,1,71528,71531,ER,FEMALE,CATMA_1AB149F3-04F3-4513-BE73-1713BEA65A7D
2526,CATMA_415E64D3-F1BC-4825-946D-E431167F7DEC,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lady,single,negativ,negativ,Emotionen der Ablehnung,Ärger,hren Haß zu verdienen,4,71624,71645,ER,FEMALE,
2527,CATMA_415E64D3-F1BC-4825-946D-E431167F7DEC,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,hren Haß zu verdienen,4,71624,71645,ER,MALE,
2528,CATMA_415E64D3-F1BC-4825-946D-E431167F7DEC,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,hren Haß zu verdienen,4,71624,71645,ER,MALE,
2529,CATMA_0C819CD6-C4B4-4173-8386-4A6950EE4D45,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,group,positiv,positiv,Emotionen der Freude,Freude,wir,1,71685,71688,ER,MALE,CATMA_467543F6-E47D-4070-AA4E-34C964EAF7CD
2530,CATMA_0C819CD6-C4B4-4173-8386-4A6950EE4D45,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,group,positiv,positiv,Emotionen der Freude,Freude,wir,1,71685,71688,ER,FEMALE,CATMA_467543F6-E47D-4070-AA4E-34C964EAF7CD
2531,CATMA_8730647E-AB55-4FFA-AA1E-6A511CB61ED4,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ich,1,71802,71805,ER,MALE,CATMA_1DCBF545-B870-4BC7-9176-A0FB01BCC77B
2532,CATMA_BDA2F9F8-0D67-44A0-911B-17FD5D946D86_0,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"   bürgerliches
 Mädchen",2,71846,71870,ER,FEMALE,CATMA_1DCBF545-B870-4BC7-9176-A0FB01BCC77B
2533,CATMA_AD3551B9-3770-4BA5-A7BC-996BCD25169A,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,Lady,1,71929,71933,ER,FEMALE,CATMA_CF959ED1-DC83-4A79-B145-8DBC9D0449B3
2534,CATMA_CF959ED1-DC83-4A79-B145-8DBC9D0449B3,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen des Leids,Leid,Lady wendet sich bleich von ihm weg,7,71929,71964,ER,impliziter Autor,
2535,CATMA_4C46BE62-5A74-4E39-B431-C23602B9DE8B_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ich,1,71992,71995,ER,MALE,CATMA_1C60F35B-3E91-46EA-AE14-47730329DBA6
2536,CATMA_1C60F35B-3E91-46EA-AE14-47730329DBA6,Gemeintes_Target:_Charakter,target,Charakter,implicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Ich
              weiß, worein ich mich stürze; aber wenn auch Klugheit die Leidenschaft

              schweigen heißt, so redet die Pflicht
 desto lauter – Ich
 bin
              der Schuldige. Ich zuerst
 zerriß ihrer Unschuld goldenen Frieden – wiegte
              ihr Herz mit vermessenen Hoffnungen, und gab es verräterisch der wilden Leidenschaft
              preis. – Sie werden mich an Stand – an Geburt – an die Grundsätze meines Vaters  erinnern – aber ich liebe – Meine Hoffnung steigt um so höher, je tiefer
              die Natur mit Konvenienzen zerfallen ist. – Mein Entschluß und das Vorurteil! – Wir
              wollen sehen, ob die Mode
 oder die Menschheit
 auf dem Platz
              bleiben wird.",114,71992,72716,ER,FEMALE,
2537,CATMA_DD391038-4E3E-447B-8075-5DAD957F8913_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,Lady,1,72717,72721,ER,FEMALE,CATMA_C861245C-591A-48E3-AD3F-3495F389F777
2538,CATMA_C861245C-591A-48E3-AD3F-3495F389F777,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen des Leids,Leid," Lady hat sich unterdes bis an das äußerste Ende des Zimmers
                zurückgezogen und hält das Gesicht mit beiden Händen bedeckt.",21,72716,72854,ER,impliziter Autor,
2539,CATMA_72063A96-51D3-4F53-B594-AA290F5A03C3,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,"im Ausdruck des heftigsten Leidens.
",6,72935,72971,ER,FEMALE,
2540,CATMA_72063A96-51D3-4F53-B594-AA290F5A03C3,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen des Leids,Leid,"im Ausdruck des heftigsten Leidens.
",6,72935,72971,ER,impliziter Autor,
2541,CATMA_72063A96-51D3-4F53-B594-AA290F5A03C3,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,"im Ausdruck des heftigsten Leidens.
",6,72935,72971,ER,MALE,
2542,CATMA_EA87D2A0-56EB-4179-9275-EA9F6818A8CA_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,Herr von Walter,3,72979,72994,ER,MALE,CATMA_644014B7-A708-4CA8-8043-13A1222AC8AB
2543,CATMA_2F8A27C1-26EC-4528-BF03-C30A3216F2F1,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,73026,73030,ER,FEMALE,CATMA_644014B7-A708-4CA8-8043-13A1222AC8AB
2544,CATMA_EDB62648-455C-482A-AC12-1A87951C0CE7,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,group,positiv,positiv,Emotionen der Freude,Freude,Wir,1,73122,73125,ER,MALE,CATMA_2AB3BB9E-3BBD-4484-9919-D5DA2095A0E0
2545,CATMA_EDB62648-455C-482A-AC12-1A87951C0CE7,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,group,positiv,positiv,Emotionen der Freude,Freude,Wir,1,73122,73125,ER,FEMALE,CATMA_2AB3BB9E-3BBD-4484-9919-D5DA2095A0E0
2546,CATMA_10901FC1-4157-4D38-AAFB-6FA6ADED2381_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,73264,73267,ER,FEMALE,CATMA_99DD4034-5ED9-4E03-A1BD-4C94B1B82EB7
2547,CATMA_383418EA-2250-4CF9-B80F-994711716E6A_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,Mannes,1,73283,73289,ER,MALE,CATMA_99DD4034-5ED9-4E03-A1BD-4C94B1B82EB7
2548,CATMA_1F83A635-A859-4D18-A1CA-4967F0F6EB04_0,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Lady,1,73372,73376,ER,FEMALE,CATMA_8BFFB103-6BDC-4931-9351-A43611D46155
