,Unnamed: 0.1,Unnamed: 0.1.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
4,3056,3056,GerDracor/kotzebue-pagenstreiche.xml,(mit erzwungener Freundlichkeit),0,32,stage_direction,5,7,speech_part,,#baron,1396.0,MALE,friendship,comedy,,,positive,emotions of affection
8,3060,3060,GerDracor/kotzebue-pagenstreiche.xml, vor der ich allen Respekt habe.,0,32,character_speech,5,7,,Bar.,#baron,1396.0,MALE,"admiration, reverence",comedy,,,positive,emotions of affection
10,3062,3062,GerDracor/kotzebue-pagenstreiche.xml,"Thu' Er mir
              den Gefallen, lieber Vetter!",154,208,character_speech,5,7,,Bar.,#baron,1396.0,MALE,friendship,comedy,,,positive,emotions of affection
15,3067,3067,GerDracor/kotzebue-pagenstreiche.xml,"Sey Er so gut, lieber Vetter!",0,29,character_speech,5,7,,Bar.,#baron,1398.0,MALE,"admiration, reverence",comedy,,,positive,emotions of affection
18,3070,3070,GerDracor/kotzebue-pagenstreiche.xml,Mir genügt schon an Ihrer Liebe.,37,69,character_speech,5,7,,Page.,#page,1399.0,MALE,love,comedy,,,positive,emotions of affection
20,3072,3072,GerDracor/kotzebue-pagenstreiche.xml,Nimmermehr!,0,11,character_speech,5,7,,Page.,#page,1401.0,MALE,suffering,comedy,,,negative,emotions of suffering and empathy
21,3073,3073,GerDracor/kotzebue-pagenstreiche.xml,(ängstlich),0,11,stage_direction,5,7,speech_part,,#baron,1402.0,MALE,fear,comedy,,,negative,emotions of anxiety
23,3075,3075,GerDracor/kotzebue-pagenstreiche.xml,ich will es so haben!,24,45,character_speech,5,7,,Bar.,#baron,1402.0,MALE,love,comedy,,,positive,emotions of affection
24,3076,3076,GerDracor/kotzebue-pagenstreiche.xml,"Er macht mich unglücklich, wenn Ers
              nicht nimmt.",46,108,character_speech,5,7,,Bar.,#baron,1402.0,MALE,suffering,comedy,,,negative,emotions of suffering and empathy
27,3079,3079,GerDracor/kotzebue-pagenstreiche.xml,Ihre Güte entzückt mich!,0,24,character_speech,5,7,,Page.,#page,1405.0,MALE,joy,comedy,,,positive,emotions of pleasure
32,3084,3084,GerDracor/kotzebue-pagenstreiche.xml,Großmüthiger Mann!,0,18,character_speech,5,7,,Busch.,#busch,1408.0,MALE,"admiration, reverence",comedy,,,positive,emotions of affection
37,3089,3089,GerDracor/kotzebue-pagenstreiche.xml,(verstohlen zu den Bildern),0,27,stage_direction,5,7,inner_speech,,#baron,1410.0,MALE,being moved,comedy,,,being moved,being moved
41,3093,3093,GerDracor/kotzebue-pagenstreiche.xml,Nun hab' ich meine Sachen doch recht gemacht?,0,45,character_speech,5,7,,Bar.,#baron,1412.0,MALE,joy,comedy,,,positive,emotions of pleasure
45,3097,3097,GerDracor/kotzebue-pagenstreiche.xml,Gott geb' Euch eine glückliche Reise.,21,58,character_speech,5,7,,Bar.,#baron,1414.0,MALE,joy,comedy,,,positive,emotions of pleasure
51,3103,3103,GerDracor/kotzebue-pagenstreiche.xml,Was ist hier vorgegangen?,36,61,character_speech,5,7,,Deborah.,#deborah,1415.0,FEMALE,being moved,comedy,,,being moved,being moved
53,3105,3105,GerDracor/kotzebue-pagenstreiche.xml," Hör' einmahl, Spitzbube!",0,25,character_speech,5,7,,Deborah.,#deborah,1415.0,FEMALE,anger,comedy,,,negative,emotions of rejection
54,3106,3106,GerDracor/kotzebue-pagenstreiche.xml,Du,26,28,character_speech,5,7,,Deborah.,#deborah,1415.0,FEMALE,abhorrence,comedy,,,negative,emotions of rejection
55,3107,3107,GerDracor/kotzebue-pagenstreiche.xml," hast gewiß wieder einmahl
              einen tollen Streich gemacht?",0,70,character_speech,5,7,,Deborah.,#deborah,1415.0,FEMALE,anger,comedy,,,negative,emotions of rejection
63,3115,3115,GerDracor/kotzebue-pagenstreiche.xml,"Ich habe meine hundert Dukaten,",0,31,character_speech,5,7,,Page.,#page,1416.0,MALE,joy,comedy,,,positive,emotions of pleasure
67,3119,3119,GerDracor/kotzebue-pagenstreiche.xml,So wäre ganz mein Glück gemacht –,0,33,character_speech,5,7,,Page.,#page,1416.0,MALE,joy,comedy,,,positive,emotions of pleasure
70,3122,3122,GerDracor/kotzebue-pagenstreiche.xml,Das Publikum von Herzen lacht.,0,30,character_speech,5,7,,Page.,#page,1416.0,MALE,joy,comedy,,,positive,emotions of pleasure
2,1907,1907,GerDracor/gotter-die-geisterinsel.xml,mit feyerlicher Geherde indem er den Zauberstad hochhält.,0,57,stage_direction,3,10,speech_part,,#prospero,643.0,MALE,abhorrence,comedy,,1798.0,negative,emotions of rejection
3,1908,1908,GerDracor/gotter-die-geisterinsel.xml,"
              O, die ihr einst mir Schutz gewährtet,
              Als mich die ganze Welt verstieß –
              Mich treu bewachtet, liebreich nährtet –
              Und wenn ich trostlos mich dem Kummer berließ –
              Mitleidig strebtet, ihn zu stillen –
              Ihr Geister, die ich meinem Willen
              Neun Jahre lang
              Zu frohnen zwang –
              Bewohner der Lüfte, der Haine, der Bäche!",0,438,character_speech,3,10,,PROSPERO,#prospero,643.0,MALE,love,comedy,,1798.0,positive,emotions of affection
4,1909,1909,GerDracor/gotter-die-geisterinsel.xml,"–
              Vor allen du, der ganz sich mir zu eigen gab,
              Mein Ariel!",439,526,character_speech,3,10,,PROSPERO,#prospero,643.0,MALE,love,comedy,,1798.0,positive,emotions of affection
8,1913,1913,GerDracor/gotter-die-geisterinsel.xml,"– Ich breche
              Frohlockend meinen Stab!",580,631,character_speech,3,10,,PROSPERO,#prospero,643.0,MALE,joy,comedy,,1798.0,positive,emotions of pleasure
11,1916,1916,GerDracor/gotter-die-geisterinsel.xml,"
              Lebe wohl, geliebter Meister!",0,44,character_speech,3,10,,ARIEL,#ariel,644.0,UNKNOWN,love,comedy,,1798.0,positive,emotions of affection
12,1917,1917,GerDracor/gotter-die-geisterinsel.xml,Keine Macht trennt unser Band.,59,89,character_speech,3,10,,ARIEL,#ariel,644.0,UNKNOWN,love,comedy,,1798.0,positive,emotions of affection
14,1919,1919,GerDracor/gotter-die-geisterinsel.xml,"
              Lebe wohl, geliebter Meister!",0,44,character_speech,3,10,,GEISTER-CHOR,#geisterchor,645.0,MALE,love,comedy,,1798.0,positive,emotions of affection
15,1920,1920,GerDracor/gotter-die-geisterinsel.xml,Keine Macht trennt unser Band.,59,89,character_speech,3,10,,GEISTER-CHOR,#geisterchor,645.0,MALE,love,comedy,,1798.0,positive,emotions of affection
17,1922,1922,GerDracor/gotter-die-geisterinsel.xml,"Lebe wohl, geweihter Strand!",58,86,character_speech,3,10,,PROSPERO.,#prospero,646.0,MALE,suffering,comedy,,1798.0,negative,emotions of suffering and empathy
19,1924,1924,GerDracor/gotter-die-geisterinsel.xml,"Lebe wohl, geweihter Strand!",58,86,character_speech,3,10,,"MIRANDA, FERNANDO, PROSPERO.",#miranda #fernando #prospero,647.0,UNKNOWN,suffering,comedy,,1798.0,negative,emotions of suffering and empathy
21,1926,1926,GerDracor/gotter-die-geisterinsel.xml,"
              Winde und Wogen,
              Seyd uns gewogen!",0,63,character_speech,3,10,,SCHLUSS-CHOR,#matrosen,648.0,MALE,love,comedy,,1798.0,positive,emotions of affection
22,1927,1927,GerDracor/gotter-die-geisterinsel.xml,Sonnen und Sterne!,78,96,character_speech,3,10,,SCHLUSS-CHOR,#matrosen,648.0,MALE,joy,comedy,,1798.0,positive,emotions of pleasure
23,1928,1928,GerDracor/gotter-die-geisterinsel.xml,Laßt es uns glücken!,111,131,character_speech,3,10,,SCHLUSS-CHOR,#matrosen,648.0,MALE,joy,comedy,,1798.0,positive,emotions of pleasure
24,1929,1929,GerDracor/gotter-die-geisterinsel.xml,Muthig ihr Brüder!,146,164,character_speech,3,10,,SCHLUSS-CHOR,#matrosen,648.0,MALE,"admiration, reverence",comedy,,1798.0,positive,emotions of affection
3,631,631,GerDracor/koerner-die-braut.xml,Mein Sohn ist unverhofft schon heute angekommen;,0,48,character_speech,1,9,,Vater.,#vater,76.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
6,634,634,GerDracor/koerner-die-braut.xml,"Mir ist es angenehm, die Sache zu beenden,",0,42,character_speech,1,9,,Sohn.,#sohn,77.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
23,651,651,GerDracor/koerner-die-braut.xml,"Mir ist das böse Glück nicht so voll Gunst geblieben,",0,53,character_speech,1,9,,Sohn.,#sohn,79.0,MALE,suffering,comedy,,1811.0,negative,emotions of suffering and empathy
24,652,652,GerDracor/koerner-die-braut.xml,Daß eine solche Hand den Brief an mich geschrieben.,0,51,character_speech,1,9,,Sohn.,#sohn,79.0,MALE,"admiration, reverence",comedy,,1811.0,positive,emotions of affection
25,653,653,GerDracor/koerner-die-braut.xml,Sie heißen nicht »von Stein«?,0,29,character_speech,1,9,,Vater.,#vater,80.0,MALE,being moved,comedy,,1811.0,being moved,being moved
26,654,654,GerDracor/koerner-die-braut.xml,Ich habe nicht das Glück.,0,25,character_speech,1,9,,Sohn.,#sohn,81.0,MALE,suffering,comedy,,1811.0,negative,emotions of suffering and empathy
27,655,655,GerDracor/koerner-die-braut.xml,Der Brief ist nicht an Sie?,0,27,character_speech,1,9,,Vater.,#vater,82.0,MALE,being moved,comedy,,1811.0,being moved,being moved
30,658,658,GerDracor/koerner-die-braut.xml,Was hat das zu bedeuten?,30,54,character_speech,1,9,,Vater.,#vater,84.0,MALE,being moved,comedy,,1811.0,being moved,being moved
31,659,659,GerDracor/koerner-die-braut.xml,Was geht der Brief mich an?,0,27,character_speech,1,9,,Vater.,#vater,84.0,MALE,being moved,comedy,,1811.0,being moved,being moved
32,660,660,GerDracor/koerner-die-braut.xml,"Herr, Sie sind zu beneiden!",0,27,character_speech,1,9,,Sohn.,#sohn,85.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
40,668,668,GerDracor/koerner-die-braut.xml,Bei Gott!,21,30,character_speech,1,9,,Vater,#vater,86.0,MALE,being moved,comedy,,1811.0,being moved,being moved
43,671,671,GerDracor/koerner-die-braut.xml,"Ich sah das Mädchen, das den Brief mir gab, erschrecken,",0,56,character_speech,1,9,,Vater,#vater,86.0,MALE,being moved,comedy,,1811.0,being moved,being moved
46,674,674,GerDracor/koerner-die-braut.xml,Um jeden Zweifel an die Treue meiner Braut,0,42,character_speech,1,9,,Vater.,#vater,88.0,MALE,love,comedy,,1811.0,positive,emotions of affection
49,677,677,GerDracor/koerner-die-braut.xml,Doch soll mein wackrer Sohn den Zweifel blutig rächen.,0,54,character_speech,1,9,,Vater.,#vater,88.0,MALE,abhorrence,comedy,,1811.0,negative,emotions of rejection
52,680,680,GerDracor/koerner-die-braut.xml,Ein Kapital?,0,12,character_speech,1,9,,Sohn.,#sohn,89.0,MALE,being moved,comedy,,1811.0,being moved,being moved
53,681,681,GerDracor/koerner-die-braut.xml,"Ei, ei!",13,20,character_speech,1,9,,Sohn.,#sohn,89.0,MALE,being moved,comedy,,1811.0,being moved,being moved
56,684,684,GerDracor/koerner-die-braut.xml,"O, Liebe, laß mich nicht in saure Äpfel beißen!",12,59,character_speech,1,9,,Vater.,#vater,90.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
62,690,690,GerDracor/koerner-die-braut.xml,Verdammt!,0,9,character_speech,1,9,,Vater,#vater,92.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
66,694,694,GerDracor/koerner-die-braut.xml,"»Graf Holm, der eitle Geck –«",0,29,character_speech,1,9,,Vater,#vater,94.0,MALE,abhorrence,comedy,,1811.0,negative,emotions of rejection
69,697,697,GerDracor/koerner-die-braut.xml,"Wie, ich ein eitler Geck?",0,25,character_speech,1,9,,Vater.,#vater,96.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
70,698,698,GerDracor/koerner-die-braut.xml,Was untersteht sie sich?,26,50,character_speech,1,9,,Vater.,#vater,96.0,MALE,being moved,comedy,,1811.0,being moved,being moved
71,699,699,GerDracor/koerner-die-braut.xml,"Ei, warum seh' ich Sie so in die Wut geraten?",0,45,character_speech,1,9,,Sohn.,#sohn,97.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
74,702,702,GerDracor/koerner-die-braut.xml,Was denken Sie?,11,26,character_speech,1,9,,Vater.,#vater,98.0,MALE,being moved,comedy,,1811.0,being moved,being moved
75,703,703,GerDracor/koerner-die-braut.xml,Der eitle Geck bin ich.,27,50,character_speech,1,9,,Vater.,#vater,98.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
76,704,704,GerDracor/koerner-die-braut.xml,Unmöglich; ich bin's.,0,21,character_speech,1,9,,Sohn.,#sohn,99.0,MALE,fear,comedy,,1811.0,negative,emotions of anxiety
81,709,709,GerDracor/koerner-die-braut.xml,"Ach, daß ich leugnen müßte!",0,27,character_speech,1,9,,Vater,#vater,102.0,MALE,suffering,comedy,,1811.0,negative,emotions of suffering and empathy
82,710,710,GerDracor/koerner-die-braut.xml,"Graf Holm, ja, ja, Graf Holm!",0,29,character_speech,1,9,,Vater,#vater,102.0,MALE,being moved,comedy,,1811.0,being moved,being moved
85,713,713,GerDracor/koerner-die-braut.xml,Wie Sie das ärgern kann?,0,24,character_speech,1,9,,Sohn.,#sohn,103.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
86,714,714,GerDracor/koerner-die-braut.xml,Sie sollten sich doch schämen!,0,30,character_speech,1,9,,Vater.,#vater,104.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
87,715,715,GerDracor/koerner-die-braut.xml,"Mir gilt der eitle Geck, das lass' ich mir nicht nehmen.",0,56,character_speech,1,9,,Vater.,#vater,104.0,MALE,abhorrence,comedy,,1811.0,negative,emotions of rejection
96,724,724,GerDracor/koerner-die-braut.xml,Was soll denn mit ihm sein?,8,35,character_speech,1,9,,Vater.,#vater,110.0,MALE,compassion,comedy,,1811.0,negative,emotions of suffering and empathy
98,726,726,GerDracor/koerner-die-braut.xml,"Zum Teufel, ja!",0,15,character_speech,1,9,,Vater.,#vater,112.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
99,727,727,GerDracor/koerner-die-braut.xml,Da muß man den Verstand verlieren.,0,34,character_speech,1,9,,Sohn.,#sohn,113.0,MALE,being moved,comedy,,1811.0,being moved,being moved
100,728,728,GerDracor/koerner-die-braut.xml,Herr!,0,5,character_speech,1,9,,Vater.,#vater,114.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
101,729,729,GerDracor/koerner-die-braut.xml,sind Sie etwa toll?,6,25,character_speech,1,9,,Vater.,#vater,114.0,MALE,being moved,comedy,,1811.0,being moved,being moved
105,733,733,GerDracor/koerner-die-braut.xml,Nimmermehr!,0,11,character_speech,1,9,,Sohn.,#sohn,117.0,MALE,suffering,comedy,,1811.0,negative,emotions of suffering and empathy
106,734,734,GerDracor/koerner-die-braut.xml,Was hat man gegen ihn?,0,22,character_speech,1,9,,Vater.,#vater,118.0,MALE,being moved,comedy,,1811.0,being moved,being moved
110,738,738,GerDracor/koerner-die-braut.xml,Darf er in Ihre Arme fliegen?,0,29,character_speech,1,9,,Sohn.,#sohn,121.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
113,741,741,GerDracor/koerner-die-braut.xml,"Ja, ich erkenne dich!",0,21,character_speech,1,9,,Vater.,#vater,122.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
115,743,743,GerDracor/koerner-die-braut.xml,"Komm, mein Sohn!",0,16,character_speech,1,9,,Vater.,#vater,124.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
116,744,744,GerDracor/koerner-die-braut.xml,Umarme mich!,17,29,character_speech,1,9,,Vater.,#vater,124.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
120,748,748,GerDracor/koerner-die-braut.xml,Durch dich bin ich befreit; es ist mein Glück gewesen.,0,54,character_speech,1,9,,Vater.,#vater,124.0,MALE,joy,comedy,,1811.0,positive,emotions of pleasure
122,750,750,GerDracor/koerner-die-braut.xml,"Von Herzen, lieber Sohn!",0,24,character_speech,1,9,,Vater.,#vater,126.0,MALE,love,comedy,,1811.0,positive,emotions of affection
124,752,752,GerDracor/koerner-die-braut.xml,Recht derb!,0,11,character_speech,1,9,,Vater.,#vater,128.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
126,754,754,GerDracor/koerner-die-braut.xml,So brauch' ich also nicht mich mit mir selbst zu schlagen?,0,58,character_speech,1,9,,Sohn.,#sohn,129.0,MALE,anger,comedy,,1811.0,negative,emotions of rejection
131,759,759,GerDracor/koerner-die-braut.xml,Und ich verachte sie!,0,21,character_speech,1,9,,Vater,#vater,132.0,MALE,abhorrence,comedy,,1811.0,negative,emotions of rejection
134,762,762,GerDracor/koerner-die-braut.xml,Magst du den Schleier nie so spät wie ich erheben!,0,50,character_speech,1,9,,Vater,#vater,132.0,MALE,abhorrence,comedy,,1811.0,negative,emotions of rejection
136,764,764,GerDracor/koerner-die-braut.xml,Die Liebe winkt allein dir in der Jugend Lenz;,0,46,character_speech,1,9,,Vater,#vater,132.0,MALE,love,comedy,,1811.0,positive,emotions of affection
138,766,766,GerDracor/koerner-die-braut.xml,"Nur wo die Liebe blüht, da reift die wahre Treue;",0,49,character_speech,1,9,,Vater,#vater,132.0,MALE,love,comedy,,1811.0,positive,emotions of affection
139,767,767,GerDracor/koerner-die-braut.xml,Sonst schließt der kurze Traum mit einer langen Reue.,0,53,character_speech,1,9,,Vater,#vater,132.0,MALE,suffering,comedy,,1811.0,negative,emotions of suffering and empathy
6,657,657,TextGrid/-Pandaemonium_Germanicum.xml, Tugend ist der Müh nicht wert.,0,31,character_speech,3,9,,EINE MENGE GEISTER,EINE MENGE GEISTER,3.0,UNKNOWN,suffering,comedy,,,negative,emotions of suffering and empathy
10,661,661,TextGrid/-Pandaemonium_Germanicum.xml,euer Lohn ist sicher.,26,47,character_speech,3,9,,WELTGEIST.,WELTGEIST.,5.0,UNKNOWN,joy,comedy,,,positive,emotions of pleasure
14,665,665,TextGrid/-Pandaemonium_Germanicum.xml,"Schaut an Herdern, der jene Labyrinthe mit einem ebnen Wege durchschnitt die nur immer um Künste herum, nie zur Kunst selber führten.",217,350,character_speech,3,9,,EWIGER GEIST.,EWIGER GEIST.,6.0,UNKNOWN,"admiration, reverence",comedy,,,positive,emotions of affection
15,666,666,TextGrid/-Pandaemonium_Germanicum.xml,"Tausend Unglücklichen Verirrten ein Retter, die sonst nicht wußten wo sie hinaus wollten und in dieser tödlichen Ungewißheit an Felsenwänden kratzten.",351,501,character_speech,3,9,,EWIGER GEIST.,EWIGER GEIST.,6.0,UNKNOWN,suffering,comedy,,,negative,emotions of suffering and empathy
18,669,669,TextGrid/-Pandaemonium_Germanicum.xml,"Schweig, Säkulum!",66,83,character_speech,3,9,,EWIGER GEIST.,EWIGER GEIST.,6.0,UNKNOWN,anger,comedy,,,negative,emotions of rejection
20,671,671,TextGrid/-Pandaemonium_Germanicum.xml,"
                                    aus dem Traum erwachend, ganz erhitzt.",0,75,stage_direction,3,9,speech_part,,,7.0,UNKNOWN,being moved,comedy,,,being moved,being moved
6,497,497,Kasperl/Eberl_Tode_korr.csv,"
       O weh!",0,14,character_speech,1,9,,"
       Alle 3 Männer.
      ",#mauskopf #katzbalg #spitzel,230.0,UNKNOWN,suffering,comedy,KK,,negative,emotions of suffering and empathy
7,498,498,Kasperl/Eberl_Tode_korr.csv,wir sind geprellt; das ist Spitzbüberey!,15,55,character_speech,1,9,,"
       Alle 3 Männer.
      ",#mauskopf #katzbalg #spitzel,230.0,UNKNOWN,fear,comedy,KK,,negative,emotions of anxiety
9,500,500,Kasperl/Eberl_Tode_korr.csv,Frau Schwägerinn!,20,37,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,231.0,UNKNOWN,love,comedy,KK,,positive,emotions of affection
11,502,502,Kasperl/Eberl_Tode_korr.csv,Richter noch ganz warm.,74,97,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,231.0,UNKNOWN,being moved,comedy,KK,,being moved,being moved
12,503,503,Kasperl/Eberl_Tode_korr.csv,"
       So ihr saubern Zeiserln – haben wir euch ertappt.",0,57,character_speech,1,9,,"
       Weiber.
      ",#rose #trautl #everl,232.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
13,504,504,Kasperl/Eberl_Tode_korr.csv,"
       Lieber Himmel!",0,22,character_speech,1,9,,"
       Trautl.
      ",#trautl,233.0,UNKNOWN,being moved,comedy,KK,,being moved,being moved
14,505,505,Kasperl/Eberl_Tode_korr.csv,mein Mann in einem Federbett!,23,52,character_speech,1,9,,"
       Trautl.
      ",#trautl,233.0,UNKNOWN,being moved,comedy,KK,,being moved,being moved
16,507,507,Kasperl/Eberl_Tode_korr.csv,"
       (beschämt, heraussteigend)",0,34,stage_direction,1,9,speech_part,,#mauskopf,235.0,UNKNOWN,suffering,comedy,KK,,negative,emotions of suffering and empathy
17,508,508,Kasperl/Eberl_Tode_korr.csv,"
       Schau Weiberl!",0,22,character_speech,1,9,,"
       Mauskopf.
      ",#mauskopf,235.0,UNKNOWN,joy,comedy,KK,,positive,emotions of pleasure
18,509,509,Kasperl/Eberl_Tode_korr.csv,"muß dich nicht verdrüssen, bin nur in der Visitation gewest.",23,83,character_speech,1,9,,"
       Mauskopf.
      ",#mauskopf,235.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
19,510,510,Kasperl/Eberl_Tode_korr.csv,"
       Und mein Mann gar da oben?",0,34,character_speech,1,9,,"
       Everl.
      ",#everl,236.0,UNKNOWN,being moved,comedy,KK,,being moved,being moved
21,512,512,Kasperl/Eberl_Tode_korr.csv,der hat die Fliegen wehren sollen.,12,46,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,237.0,UNKNOWN,abhorrence,comedy,KK,,negative,emotions of rejection
25,516,516,Kasperl/Eberl_Tode_korr.csv,"
       Das ist eine Injurie!",0,29,character_speech,1,9,,"
       Richter.
      ",#richter,240.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
30,521,521,Kasperl/Eberl_Tode_korr.csv,Die 3 Herren haben mich schon lange verfolgt –,157,203,character_speech,1,9,,"
       Rose.
      ",#rose,242.0,UNKNOWN,being moved,comedy,KK,,being moved,being moved
35,526,526,Kasperl/Eberl_Tode_korr.csv,einen Streich zu spielen; – dazu gab noch unsere dringende Noth Anlaß.,35,105,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,suffering,comedy,KK,,negative,emotions of suffering and empathy
39,530,530,Kasperl/Eberl_Tode_korr.csv,Sie können doch ihres Mannes Schrift?,363,400,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,being moved,comedy,KK,,being moved,being moved
41,532,532,Kasperl/Eberl_Tode_korr.csv,"
       So wahr ich lebe!",0,25,character_speech,1,9,,"
       Trautl.
      ",#trautl,245.0,UNKNOWN,love,comedy,KK,,positive,emotions of affection
46,537,537,Kasperl/Eberl_Tode_korr.csv,der Spitzbub!,70,83,character_speech,1,9,,"
       Everl.
      ",#everl,247.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
47,538,538,Kasperl/Eberl_Tode_korr.csv,"
       Meine liebe Frau Nachbarinn, damit sie sehen, daß ich ein ehrliches Weib bin, so stell’ ich Ihnen das wieder zurück, was uns ohne ihren Wissen und Willen nicht gehören kann; – denn ob uns gleich die Noth drückt, so denk ich doch: Ehrlich währt am längsten.",0,264,character_speech,1,9,,"
       Rose.
      ",#rose,248.0,UNKNOWN,friendship,comedy,KK,,positive,emotions of affection
48,539,539,Kasperl/Eberl_Tode_korr.csv,"
       (küßt sie)",0,18,stage_direction,1,9,speech_part,,#trautl,249.0,UNKNOWN,love,comedy,KK,,positive,emotions of affection
49,540,540,Kasperl/Eberl_Tode_korr.csv,"
       Die Frau Rosel ist ein braves Weib!",0,43,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,joy,comedy,KK,,positive,emotions of pleasure
50,541,541,Kasperl/Eberl_Tode_korr.csv,und mein Mann der Schlingel!,44,72,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
51,542,542,Kasperl/Eberl_Tode_korr.csv,soll bezahlt werden für seinen Raps!,73,109,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
53,544,544,Kasperl/Eberl_Tode_korr.csv,"
       Frau Trautl!",0,20,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,being moved,comedy,KK,,being moved,being moved
54,545,545,Kasperl/Eberl_Tode_korr.csv,"das ist großmüthig, und wird der Himmel bezahlen!",21,70,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,"admiration, reverence",comedy,KK,,positive,emotions of affection
55,546,546,Kasperl/Eberl_Tode_korr.csv,auf solche Art kann ich das Geschenk ohne Flecken meiner Ehre behalten.,71,142,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,love,comedy,KK,,positive,emotions of affection
56,547,547,Kasperl/Eberl_Tode_korr.csv,"
       Und auch der Geldbeutel soll euer seyn.",0,47,character_speech,1,9,,"
       Everl.
      ",#everl,251.0,UNKNOWN,friendship,comedy,KK,,positive,emotions of affection
61,552,552,Kasperl/Eberl_Tode_korr.csv,Hausfreunde!,94,106,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,friendship,comedy,KK,,positive,emotions of affection
62,553,553,Kasperl/Eberl_Tode_korr.csv,was machen denn Sie für sauere Gesichter?,107,148,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
64,555,555,Kasperl/Eberl_Tode_korr.csv,"
       Du!",0,11,character_speech,1,9,,"
       Richter.
      ",#richter,254.0,UNKNOWN,abhorrence,comedy,KK,,negative,emotions of rejection
65,556,556,Kasperl/Eberl_Tode_korr.csv,sollen wir das leiden?,12,34,character_speech,1,9,,"
       Richter.
      ",#richter,254.0,UNKNOWN,anger,comedy,KK,,negative,emotions of rejection
68,559,559,Kasperl/Eberl_Tode_korr.csv,"– seyd’s froh, daß ihr so durchgewischt seyd.",22,67,character_speech,1,9,,"
       Trautl.
      ",#trautl,256.0,UNKNOWN,joy,comedy,KK,,positive,emotions of pleasure
71,562,562,Kasperl/Eberl_Tode_korr.csv,"Ihnen geb’ ich Ihre Allmosen nicht wieder; aber austheilen will ich’s unter die Armen; denn mit dieser Schrift, und diesem Geldbeutel wird keine Kunst mehr seyn, als ehrliche Leute durchzukommen.",39,234,character_speech,1,9,,"
       Rose.
      ",#rose,257.0,UNKNOWN,joy,comedy,KK,,positive,emotions of pleasure
72,563,563,Kasperl/Eberl_Tode_korr.csv,"
       Das ist recht, und löblich!",0,35,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,joy,comedy,KK,,positive,emotions of pleasure
73,564,564,Kasperl/Eberl_Tode_korr.csv,"Die Herrn werden sich’s wohl in Zukunft vergehen lassen, hübsche Wittwen ohne Todtenbeschau zu besuchen; also nichts für ungut!",36,163,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,Schadenfreude,comedy,KK,,positive,emotions of pleasure
79,570,570,Kasperl/Eberl_Tode_korr.csv,"
       Bravo!",0,14,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,260.0,UNKNOWN,joy,comedy,KK,,positive,emotions of pleasure
