,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class,year_genre
407,407,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Elmira setzet sich zu fischen / mit einem Angel.",0,88,stage_direction,2,22,speech_part,,,6.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
408,408,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Orsanes, Clerida, Elmira die fischet.",0,74,stage_direction,2,23,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
412,412,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Wendet sich zu Elmira.",0,62,stage_direction,2,23,speech_part,,,2.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
413,413,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,23,speech_part,,,2.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
418,418,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Elmira fähret fort im Fischen / sich stellend / ob höre sie Orsanes nicht.",0,114,stage_direction,2,23,speech_part,,,4.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
419,419,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,23,speech_part,,,4.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
421,421,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       2.",0,42,stage_direction,2,23,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
433,433,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Orsanes und Elmira treten ab.",0,69,stage_direction,2,23,speech_part,,,12.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
434,434,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,23,speech_part,,,12.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
437,437,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       2.",0,42,stage_direction,2,23,speech_part,,,13.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
441,441,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Königliche Zimmer.",0,55,stage_direction,2,24,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
442,442,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Eliates, Orsanes.",0,54,stage_direction,2,24,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
445,445,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,24,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
449,449,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       2.",0,42,stage_direction,2,24,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
453,453,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       von innen.",0,50,stage_direction,2,24,speech_part,,,3.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
459,459,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       von innen.",0,50,stage_direction,2,24,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
461,461,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Halimacus, Olisius, Elmira, Clerida, Trigesta, Eliates, Orsanes.",0,101,stage_direction,2,25,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
476,476,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       von innen.",0,50,stage_direction,2,25,speech_part,,,6.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
490,490,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Halimacus, Elmira, Trigesta.",0,65,stage_direction,2,26,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
497,497,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,26,speech_part,,,4.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
501,501,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Halimacus, Atis, in Bauren-Kleidung / Elmira, Trigesta.",0,92,stage_direction,2,27,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
505,505,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,2,27,speech_part,,,3.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
512,512,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Gehet ab.",0,49,stage_direction,2,27,speech_part,,,7.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
541,541,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Elmira, Trigesta treten ab.",0,67,stage_direction,2,27,speech_part,,,30.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
542,542,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,27,speech_part,,,30.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
545,545,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Eliates, Olisius, Halimacus, Orsanes, Atis.",0,80,stage_direction,2,28,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
553,553,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,2,28,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
577,577,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Treten ab.",0,50,stage_direction,2,28,speech_part,,,24.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
578,578,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Elmira, nachmahls Atis.",0,60,stage_direction,2,29,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
579,579,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Aria.",0,42,stage_direction,2,29,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
581,581,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       2.",0,42,stage_direction,2,29,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
583,583,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis kommt.",0,51,stage_direction,2,29,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
594,594,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,29,speech_part,,,11.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
600,600,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Tritt ab.",0,49,stage_direction,2,29,speech_part,,,15.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
602,602,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Orsanes, Atis.",0,51,stage_direction,2,30,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
607,607,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,2,30,speech_part,,,3.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
614,614,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,2,30,speech_part,,,8.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
629,629,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,2,30,speech_part,,,20.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
633,633,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Persisches Lager.",0,54,stage_direction,2,31,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
634,634,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Aria.",0,42,stage_direction,2,31,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
635,635,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Gehet ab.",0,46,stage_direction,2,31,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
636,636,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Cirus auf einem Thron in seinem Gezelte / Crœsus gefesselt / und von Soldaten begleitet / ein Hauptmann / und viele andere Kriegs-Bediente.",0,176,stage_direction,2,32,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
637,637,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Aria.",0,42,stage_direction,2,32,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
642,642,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Nahet sich zu Cirus.",0,60,stage_direction,2,32,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
655,655,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Crœsus wird abgeführet.",0,63,stage_direction,2,32,speech_part,,,11.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
656,656,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Olisius, mit vielen Lidiern / Cirus, und seine Bediente.",0,93,stage_direction,2,33,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
663,663,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Steiget von Thron.",0,58,stage_direction,2,33,speech_part,,,2.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
666,666,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Die Lidier treten ab.",0,61,stage_direction,2,33,speech_part,,,4.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
667,667,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,2,33,speech_part,,,4.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
670,670,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Ritornello mit Trompeten und Paucken.",0,77,stage_direction,2,33,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
671,671,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml",Es wird,78,85,stage_direction,2,33,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
672,672,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Nacht / und præsentiret sich eine Illumination worunter einige Feuerwercker tantzen.",0,124,stage_direction,2,33,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
673,673,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Printz Atis Vor-Gemach.",0,60,stage_direction,3,34,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
674,674,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Aria.",0,42,stage_direction,3,34,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
675,675,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    2.",0,39,stage_direction,3,34,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
676,676,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Eliates kömmet mit vielem Gefolge.",0,71,stage_direction,3,34,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
684,684,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,34,speech_part,,,6.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
687,687,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,34,speech_part,,,8.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
688,688,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Es öffnet sich Atis Schlaff Gemach.",0,75,stage_direction,3,34,speech_part,,,8.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
689,689,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Atis in Fürstl.",0,52,stage_direction,3,35,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
690,690,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","Kleidung / Halimacus, Eliates, Orsanes und Hoffleute.",53,106,stage_direction,3,35,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
693,693,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,35,speech_part,,,2.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
697,697,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis stellet sich freundlich gegen jedweden.",0,84,stage_direction,3,35,speech_part,,,3.0,UNKNOWN,friendship,K,,1649.0,positive,emotions of affection,_1650_1730
698,698,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,35,speech_part,,,3.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
702,702,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis wendet ihm mit spöttischen Gebärden den Rücken zu.",0,95,stage_direction,3,35,speech_part,,,6.0,UNKNOWN,anger,K,,1649.0,negative,emotions of rejection,_1650_1730
704,704,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,35,speech_part,,,7.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
705,705,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis macht viele Gebärden gegen die andern.",0,83,stage_direction,3,35,speech_part,,,7.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
708,708,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,35,speech_part,,,9.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
710,710,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis gibt Zeichen danckbarer Erkäntlichkeit.",0,84,stage_direction,3,35,speech_part,,,10.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
713,713,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,35,speech_part,,,12.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
716,716,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Treten ab / ausser Orsanes und Atis.",0,76,stage_direction,3,35,speech_part,,,13.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
729,729,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Elmira, Atis, Orsanes.",0,59,stage_direction,3,36,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
731,731,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis macht ihr freundliche Gebärden.",0,76,stage_direction,3,36,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
733,733,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,36,speech_part,,,2.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
736,736,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis antwortet mit holdseligen Gebärden.",0,80,stage_direction,3,36,speech_part,,,3.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
738,738,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis macht Orsanen eine verächtliche Mine.",0,82,stage_direction,3,36,speech_part,,,4.0,UNKNOWN,anger,K,,1649.0,negative,emotions of rejection,_1650_1730
740,740,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       2.",0,42,stage_direction,3,36,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
743,743,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis zeiget verliebte Zustimmung.",0,73,stage_direction,3,36,speech_part,,,6.0,UNKNOWN,love,K,,1649.0,positive,emotions of affection,_1650_1730
745,745,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis siehet Orsanen hönisch an.",0,71,stage_direction,3,36,speech_part,,,7.0,UNKNOWN,anger,K,,1649.0,negative,emotions of rejection,_1650_1730
747,747,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,36,speech_part,,,8.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
750,750,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis wincket Nein.",0,58,stage_direction,3,36,speech_part,,,9.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
753,753,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,36,speech_part,,,10.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
754,754,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis zeucht einen Ring vom Finger / und gibt ihn Elmiren.",0,97,stage_direction,3,36,speech_part,,,10.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
756,756,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis winket Ja.",0,55,stage_direction,3,36,speech_part,,,11.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
758,758,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Heimlich.",0,49,stage_direction,3,36,speech_part,,,12.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
760,760,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Tritt ab.",0,49,stage_direction,3,36,speech_part,,,13.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
769,769,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Tritt ab.",0,49,stage_direction,3,36,speech_part,,,19.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
772,772,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Halimacus, Olisius, Eliates, Orsanes, Elcius.",0,82,stage_direction,3,37,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
785,785,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,37,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
789,789,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Treten ab.",0,50,stage_direction,3,37,speech_part,,,6.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
790,790,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       in Bauren-Kleidung.",0,59,stage_direction,3,38,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
792,792,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,38,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
796,796,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Elmira kömmt.",0,53,stage_direction,3,38,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
819,819,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Tritt ab.",0,49,stage_direction,3,38,speech_part,,,21.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
820,820,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,38,speech_part,,,21.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
822,822,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Orsanes, Atis.",0,51,stage_direction,3,39,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
845,845,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Tritt ab.",0,49,stage_direction,3,39,speech_part,,,16.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
850,850,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,39,speech_part,,,17.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
854,854,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Königlich Zimmer.",0,54,stage_direction,3,40,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
855,855,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Atis nachmahls Elmira, Trigesta.",0,69,stage_direction,3,40,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
856,856,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       schreibet an einem Tische.",0,66,stage_direction,3,40,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
857,857,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,40,speech_part,,,1.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
865,865,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis reichet ihr einen Brieff / den sie eröffnet / und lieset / wie folget.",0,115,stage_direction,3,40,speech_part,,,5.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
870,870,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Sie zerreist den Brieff.",0,64,stage_direction,3,40,speech_part,,,6.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
878,878,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Atis tritt ab.",0,54,stage_direction,3,40,speech_part,,,12.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
879,879,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                       Aria.",0,45,stage_direction,3,40,speech_part,,,12.0,UNKNOWN,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
885,885,"TextGrid/-Der_hochmuetige,_gestuerzte_und_wieder_erhabene_Croesus.xml","
                                    Trigesta, folgends Elcius mit seinem Krahm.",0,80,stage_direction,3,41,pre_speech,,,,,no_annotation,K,,1649.0,no_annotation,no_annotation,_1650_1730
